index,condition,Estimate,ci_low,ci_high,SE,DF,time
0,Hit,0.651,-0.465,1.767,0.568,393.119,-1.0877441406249995
1,Miss,0.684,-0.141,1.51,0.418,140.739,-1.0877441406249995
2,FTI,1.797,0.257,3.336,0.785,1439.743,-1.0877441406249995
3,RP,-1.239,-1.778,-0.701,0.264,30.588,-1.0877441406249995
0,Hit,0.717,-0.417,1.852,0.577,368.913,-1.0777441406249997
1,Miss,0.76,-0.086,1.606,0.428,132.392,-1.0777441406249997
2,FTI,1.84,0.285,3.396,0.793,1314.582,-1.0777441406249997
3,RP,-1.261,-1.825,-0.698,0.276,29.936,-1.0777441406249997
0,Hit,0.739,-0.405,1.884,0.582,365.049,-1.0677441406249994
1,Miss,0.681,-0.174,1.535,0.432,131.094,-1.0677441406249994
2,FTI,2.335,0.767,3.903,0.799,1295.803,-1.0677441406249994
3,RP,-1.472,-2.043,-0.901,0.279,29.829,-1.0677441406249994
0,Hit,0.77,-0.36,1.9,0.575,390.163,-1.0577441406249997
1,Miss,0.598,-0.239,1.436,0.424,139.78,-1.0577441406249997
2,FTI,2.559,1.002,4.116,0.794,1416.809,-1.0577441406249997
3,RP,-1.622,-2.171,-1.073,0.269,30.649,-1.0577441406249997
0,Hit,0.672,-0.461,1.805,0.576,382.782,-1.0477441406249994
1,Miss,0.365,-0.477,1.206,0.426,137.189,-1.0477441406249994
2,FTI,2.494,0.936,4.053,0.794,1380.089,-1.0477441406249994
3,RP,-1.682,-2.237,-1.128,0.272,30.41,-1.0477441406249994
0,Hit,0.411,-0.727,1.549,0.579,366.723,-1.0377441406249996
1,Miss,0.125,-0.723,0.974,0.429,131.622,-1.0377441406249996
2,FTI,2.493,0.934,4.053,0.795,1305.477,-1.0377441406249996
3,RP,-1.684,-2.25,-1.118,0.277,29.835,-1.0377441406249996
0,Hit,0.311,-0.837,1.458,0.583,339.649,-1.0277441406249994
1,Miss,0.156,-0.707,1.018,0.436,122.55,-1.0277441406249994
2,FTI,2.37,0.806,3.933,0.797,1183.532,-1.0277441406249994
3,RP,-1.636,-2.222,-1.05,0.287,28.927,-1.0277441406249994
0,Hit,0.349,-0.798,1.496,0.583,358.647,-1.0177441406249996
1,Miss,0.328,-0.529,1.185,0.433,128.724,-1.0177441406249996
2,FTI,2.226,0.656,3.797,0.801,1275.314,-1.0177441406249996
3,RP,-1.644,-2.218,-1.071,0.281,29.376,-1.0177441406249996
0,Hit,0.387,-0.743,1.518,0.575,415.168,-1.0077441406249994
1,Miss,0.474,-0.354,1.302,0.419,148.895,-1.0077441406249994
2,FTI,2.29,0.72,3.86,0.801,1586.578,-1.0077441406249994
3,RP,-1.695,-2.221,-1.169,0.258,30.983,-1.0077441406249994
0,Hit,0.599,-0.534,1.732,0.576,402.188,-0.9977441406249996
1,Miss,0.571,-0.263,1.404,0.421,143.866,-0.9977441406249996
2,FTI,2.461,0.891,4.03,0.8,1518.265,-0.9977441406249996
3,RP,-1.683,-2.218,-1.148,0.262,30.401,-0.9977441406249996
0,Hit,0.728,-0.424,1.879,0.586,354.134,-0.9877441406249998
1,Miss,0.786,-0.075,1.647,0.435,127.132,-0.9877441406249998
2,FTI,2.386,0.81,3.962,0.803,1257.538,-0.9877441406249998
3,RP,-1.663,-2.241,-1.085,0.283,29.145,-0.9877441406249998
0,Hit,0.402,-0.783,1.587,0.602,310.948,-0.9777441406249996
1,Miss,1.036,0.138,1.934,0.453,113.317,-0.9777441406249996
2,FTI,2.126,0.521,3.73,0.818,1057.412,-0.9777441406249996
3,RP,-1.686,-2.31,-1.062,0.305,28.08,-0.9777441406249996
0,Hit,0.059,-1.13,1.249,0.604,317.221,-0.9677441406249998
1,Miss,0.782,-0.117,1.682,0.454,115.229,-0.9677441406249998
2,FTI,2.128,0.515,3.741,0.822,1086.701,-0.9677441406249998
3,RP,-1.756,-2.377,-1.135,0.303,28.18,-0.9677441406249998
0,Hit,0.16,-1.032,1.353,0.606,315.973,-0.9577441406249996
1,Miss,0.353,-0.55,1.255,0.456,114.934,-0.9577441406249996
2,FTI,2.16,0.543,3.777,0.824,1078.606,-0.9577441406249996
3,RP,-1.852,-2.477,-1.227,0.305,28.245,-0.9577441406249996
0,Hit,0.36,-0.808,1.528,0.594,356.6,-0.9477441406249998
1,Miss,0.379,-0.495,1.252,0.442,128.22,-0.9477441406249998
2,FTI,2.079,0.482,3.677,0.814,1258.071,-0.9477441406249998
3,RP,-1.85,-2.438,-1.263,0.287,29.524,-0.9477441406249998
0,Hit,0.265,-0.883,1.413,0.584,381.198,-0.9377441406249996
1,Miss,0.455,-0.397,1.307,0.431,136.538,-0.9377441406249996
2,FTI,1.939,0.36,3.518,0.805,1378.608,-0.9377441406249996
3,RP,-1.88,-2.441,-1.318,0.275,30.218,-0.9377441406249996
0,Hit,0.338,-0.819,1.496,0.589,383.209,-0.9277441406249998
1,Miss,0.346,-0.513,1.205,0.434,137.256,-0.9277441406249998
2,FTI,1.541,-0.052,3.133,0.812,1387.545,-0.9277441406249998
3,RP,-2.043,-2.608,-1.478,0.277,30.306,-0.9277441406249998
0,Hit,0.689,-0.479,1.856,0.594,391.21,-0.9177441406249995
1,Miss,0.368,-0.497,1.233,0.438,140.165,-0.9177441406249995
2,FTI,1.232,-0.377,2.84,0.82,1420.974,-0.9177441406249995
3,RP,-2.029,-2.595,-1.462,0.278,30.706,-0.9177441406249995
0,Hit,0.761,-0.425,1.947,0.603,356.043,-0.9077441406249998
1,Miss,0.45,-0.438,1.338,0.449,128.138,-0.9077441406249998
2,FTI,1.414,-0.207,3.035,0.826,1251.396,-0.9077441406249998
3,RP,-1.887,-2.485,-1.29,0.292,29.624,-0.9077441406249998
0,Hit,0.524,-0.681,1.73,0.613,312.326,-0.8977441406249995
1,Miss,0.559,-0.355,1.472,0.461,113.893,-0.8977441406249995
2,FTI,1.716,0.084,3.348,0.832,1059.915,-0.8977441406249995
3,RP,-1.935,-2.57,-1.3,0.31,28.256,-0.8977441406249995
0,Hit,0.292,-0.909,1.492,0.61,334.498,-0.8877441406249997
1,Miss,0.823,-0.081,1.726,0.456,120.736,-0.8877441406249997
2,FTI,1.502,-0.133,3.137,0.833,1164.791,-0.8877441406249997
3,RP,-2.009,-2.625,-1.393,0.301,28.631,-0.8877441406249997
0,Hit,0.176,-1.023,1.375,0.61,351.103,-0.8777441406249995
1,Miss,0.847,-0.049,1.744,0.453,126.01,-0.8777441406249995
2,FTI,1.151,-0.489,2.791,0.836,1247.977,-0.8777441406249995
3,RP,-1.993,-2.595,-1.391,0.294,28.925,-0.8777441406249995
0,Hit,0.093,-1.114,1.299,0.613,334.976,-0.8677441406249997
1,Miss,0.454,-0.453,1.361,0.458,120.755,-0.8677441406249997
2,FTI,1.257,-0.387,2.901,0.838,1171.427,-0.8677441406249997
3,RP,-1.979,-2.596,-1.362,0.301,28.501,-0.8677441406249997
0,Hit,0.095,-1.102,1.293,0.609,364.503,-0.8577441406249995
1,Miss,0.263,-0.629,1.155,0.451,130.511,-0.8577441406249995
2,FTI,1.532,-0.111,3.176,0.838,1312.644,-0.8577441406249995
3,RP,-1.882,-2.475,-1.289,0.29,29.322,-0.8577441406249995
0,Hit,0.19,-0.979,1.359,0.595,427.598,-0.8477441406249997
1,Miss,0.469,-0.384,1.322,0.432,153.967,-0.8477441406249997
2,FTI,1.671,0.041,3.3,0.831,1661.65,-0.8477441406249997
3,RP,-1.794,-2.329,-1.258,0.263,31.513,-0.8477441406249997
0,Hit,0.264,-0.885,1.412,0.584,450.553,-0.8377441406249995
1,Miss,0.441,-0.39,1.272,0.421,164.33,-0.8377441406249995
2,FTI,1.472,-0.14,3.084,0.822,1811.286,-0.8377441406249995
3,RP,-1.849,-2.358,-1.34,0.25,32.734,-0.8377441406249995
0,Hit,0.299,-0.847,1.445,0.583,449.053,-0.8277441406249997
1,Miss,0.112,-0.719,0.942,0.42,163.48,-0.8277441406249997
2,FTI,1.113,-0.494,2.72,0.819,1793.679,-0.8277441406249997
3,RP,-1.905,-2.415,-1.395,0.251,32.678,-0.8277441406249997
0,Hit,0.299,-0.861,1.46,0.59,438.31,-0.8177441406249994
1,Miss,0.123,-0.722,0.968,0.428,158.369,-0.8177441406249994
2,FTI,1.105,-0.515,2.725,0.826,1705.954,-0.8177441406249994
3,RP,-1.898,-2.425,-1.37,0.259,32.222,-0.8177441406249994
0,Hit,0.365,-0.816,1.545,0.6,405.639,-0.8077441406249997
1,Miss,0.398,-0.471,1.268,0.44,145.296,-0.8077441406249997
2,FTI,1.2,-0.433,2.833,0.833,1507.706,-0.8077441406249997
3,RP,-1.869,-2.43,-1.308,0.275,30.984,-0.8077441406249997
0,Hit,0.448,-0.752,1.648,0.61,381.754,-0.7977441406249994
1,Miss,0.558,-0.333,1.448,0.45,136.692,-0.7977441406249994
2,FTI,1.154,-0.497,2.806,0.842,1384.004,-0.7977441406249994
3,RP,-1.895,-2.481,-1.309,0.287,30.179,-0.7977441406249994
0,Hit,0.347,-0.866,1.56,0.617,381.173,-0.7877441406249996
1,Miss,0.691,-0.21,1.592,0.456,136.569,-0.7877441406249996
2,FTI,1.282,-0.387,2.95,0.85,1375.955,-0.7877441406249996
3,RP,-1.991,-2.584,-1.397,0.291,30.274,-0.7877441406249996
0,Hit,0.134,-1.055,1.322,0.605,427.866,-0.7777441406249994
1,Miss,0.569,-0.301,1.439,0.44,153.894,-0.7777441406249994
2,FTI,1.467,-0.185,3.119,0.842,1621.256,-0.7777441406249994
3,RP,-1.972,-2.524,-1.421,0.271,31.983,-0.7777441406249994
0,Hit,0.238,-0.913,1.388,0.586,470.018,-0.7677441406249996
1,Miss,0.178,-0.648,1.005,0.419,174.7,-0.7677441406249996
2,FTI,1.377,-0.249,3.004,0.829,1954.111,-0.7677441406249996
3,RP,-1.898,-2.392,-1.404,0.243,34.16,-0.7677441406249996
0,Hit,0.474,-0.676,1.623,0.585,469.44,-0.7577441406249994
1,Miss,0.15,-0.675,0.974,0.418,175.035,-0.7577441406249994
2,FTI,1.274,-0.353,2.9,0.829,1971.357,-0.7577441406249994
3,RP,-1.885,-2.376,-1.394,0.242,34.129,-0.7577441406249994
0,Hit,0.416,-0.73,1.563,0.583,482.192,-0.7477441406249996
1,Miss,0.454,-0.366,1.274,0.415,181.679,-0.7477441406249996
2,FTI,1.02,-0.606,2.646,0.829,2035.038,-0.7477441406249996
3,RP,-1.892,-2.375,-1.408,0.238,35.295,-0.7477441406249996
0,Hit,0.184,-0.944,1.313,0.574,487.872,-0.7377441406249998
1,Miss,0.532,-0.269,1.334,0.406,188.464,-0.7377441406249998
2,FTI,0.47,-1.14,2.081,0.821,2144.892,-0.7377441406249998
3,RP,-1.872,-2.335,-1.41,0.228,36.352,-0.7377441406249998
0,Hit,0.072,-1.066,1.21,0.579,474.227,-0.7277441406249996
1,Miss,0.439,-0.372,1.25,0.411,180.237,-0.7277441406249996
2,FTI,0.399,-1.22,2.017,0.825,2067.064,-0.7277441406249996
3,RP,-1.811,-2.285,-1.337,0.233,34.826,-0.7277441406249996
0,Hit,0.107,-1.025,1.24,0.576,468.981,-0.7177441406249998
1,Miss,0.339,-0.465,1.142,0.407,181.545,-0.7177441406249998
2,FTI,0.796,-0.822,2.415,0.825,2132.615,-0.7177441406249998
3,RP,-1.811,-2.273,-1.349,0.228,34.916,-0.7177441406249998
0,Hit,0.019,-1.101,1.139,0.571,3298.0,-0.7077441406249996
1,Miss,0.27,-0.519,1.058,0.402,3298.0,-0.7077441406249996
2,FTI,0.956,-0.652,2.564,0.82,3298.0,-0.7077441406249996
3,RP,-1.883,-2.32,-1.446,0.223,3298.0,-0.7077441406249996
0,Hit,0.021,-1.119,1.162,0.58,464.056,-0.6977441406249998
1,Miss,0.451,-0.364,1.266,0.413,174.528,-0.6977441406249998
2,FTI,0.888,-0.73,2.506,0.825,2010.438,-0.6977441406249998
3,RP,-1.927,-2.407,-1.446,0.236,33.802,-0.6977441406249998
0,Hit,0.148,-1.025,1.321,0.597,436.954,-0.6877441406249996
1,Miss,0.555,-0.298,1.408,0.432,158.023,-0.6877441406249996
2,FTI,0.786,-0.853,2.426,0.836,1721.84,-0.6877441406249996
3,RP,-1.947,-2.477,-1.417,0.26,31.958,-0.6877441406249996
0,Hit,0.192,-0.986,1.371,0.6,432.534,-0.6777441406249998
1,Miss,0.346,-0.513,1.204,0.435,156.021,-0.6777441406249998
2,FTI,0.713,-0.931,2.357,0.838,1686.467,-0.6777441406249998
3,RP,-2.029,-2.566,-1.492,0.264,31.798,-0.6777441406249998
0,Hit,0.332,-0.858,1.522,0.606,424.969,-0.6677441406249995
1,Miss,0.155,-0.716,1.026,0.441,152.774,-0.6677441406249995
2,FTI,0.758,-0.898,2.414,0.844,1623.131,-0.6677441406249995
3,RP,-2.107,-2.659,-1.556,0.27,31.638,-0.6677441406249995
0,Hit,0.519,-0.686,1.724,0.613,417.567,-0.6577441406249998
1,Miss,0.156,-0.729,1.041,0.448,149.838,-0.6577441406249998
2,FTI,0.64,-1.031,2.312,0.852,1569.769,-0.6577441406249998
3,RP,-2.082,-2.647,-1.517,0.277,31.479,-0.6577441406249998
0,Hit,0.392,-0.806,1.59,0.61,436.445,-0.6477441406249995
1,Miss,0.16,-0.715,1.034,0.443,157.46,-0.6477441406249995
2,FTI,0.559,-1.111,2.23,0.852,1680.643,-0.6477441406249995
3,RP,-2.068,-2.616,-1.52,0.269,32.261,-0.6477441406249995
0,Hit,0.152,-1.028,1.332,0.601,467.223,-0.6377441406249997
1,Miss,-0.042,-0.894,0.809,0.432,171.689,-0.6377441406249997
2,FTI,0.967,-0.693,2.627,0.846,1877.039,-0.6377441406249997
3,RP,-2.067,-2.585,-1.55,0.255,34.012,-0.6377441406249997
0,Hit,0.106,-1.067,1.279,0.597,480.792,-0.6277441406249995
1,Miss,-0.308,-1.15,0.534,0.427,179.304,-0.6277441406249995
2,FTI,1.257,-0.401,2.915,0.845,1980.585,-0.6277441406249995
3,RP,-2.067,-2.569,-1.564,0.247,35.07,-0.6277441406249995
0,Hit,-0.048,-1.222,1.126,0.598,477.017,-0.6177441406249997
1,Miss,-0.364,-1.209,0.48,0.428,176.925,-0.6177441406249997
2,FTI,1.255,-0.402,2.911,0.845,1945.662,-0.6177441406249997
3,RP,-2.19,-2.697,-1.683,0.25,34.749,-0.6177441406249997
0,Hit,-0.313,-1.5,0.875,0.604,450.513,-0.6077441406249995
1,Miss,-0.125,-0.988,0.737,0.437,163.538,-0.6077441406249995
2,FTI,1.503,-0.158,3.165,0.847,1760.573,-0.6077441406249995
3,RP,-2.306,-2.84,-1.772,0.263,33.023,-0.6077441406249995
0,Hit,-0.267,-1.471,0.937,0.612,422.694,-0.5977441406249997
1,Miss,0.111,-0.771,0.993,0.447,151.843,-0.5977441406249997
2,FTI,1.6,-0.071,3.272,0.852,1596.531,-0.5977441406249997
3,RP,-2.328,-2.889,-1.767,0.275,31.71,-0.5977441406249997
0,Hit,0.0,-1.204,1.204,0.612,433.344,-0.5877441406249995
1,Miss,0.028,-0.85,0.907,0.445,156.194,-0.5877441406249995
2,FTI,1.475,-0.202,3.153,0.855,1667.601,-0.5877441406249995
3,RP,-2.42,-2.972,-1.868,0.271,32.062,-0.5877441406249995
0,Hit,0.069,-1.126,1.264,0.608,448.261,-0.5777441406249997
1,Miss,-0.084,-0.953,0.786,0.44,162.404,-0.5777441406249997
2,FTI,1.507,-0.163,3.177,0.851,1735.325,-0.5777441406249997
3,RP,-2.438,-2.979,-1.897,0.266,32.992,-0.5777441406249997
0,Hit,-0.013,-1.208,1.182,0.608,419.493,-0.5677441406249994
1,Miss,0.15,-0.73,1.029,0.445,150.669,-0.5677441406249994
2,FTI,1.506,-0.149,3.161,0.844,1549.173,-0.5677441406249994
3,RP,-2.294,-2.859,-1.729,0.277,32.02,-0.5677441406249994
0,Hit,0.063,-1.14,1.265,0.612,391.891,-0.5577441406249997
1,Miss,0.438,-0.453,1.329,0.451,140.513,-0.5577441406249997
2,FTI,1.471,-0.184,3.127,0.844,1416.386,-0.5577441406249997
3,RP,-2.196,-2.781,-1.611,0.287,30.895,-0.5577441406249997
0,Hit,0.257,-0.938,1.451,0.608,417.082,-0.5477441406249994
1,Miss,0.424,-0.454,1.301,0.444,149.665,-0.5477441406249994
2,FTI,1.596,-0.06,3.251,0.844,1560.043,-0.5477441406249994
3,RP,-2.183,-2.745,-1.622,0.276,31.562,-0.5477441406249994
0,Hit,0.291,-0.888,1.47,0.6,449.851,-0.5377441406249996
1,Miss,0.207,-0.649,1.064,0.434,163.249,-0.5377441406249996
2,FTI,1.681,0.033,3.33,0.841,1757.264,-0.5377441406249996
3,RP,-2.196,-2.726,-1.665,0.261,32.981,-0.5377441406249996
0,Hit,0.052,-1.127,1.231,0.6,456.448,-0.5277441406249994
1,Miss,0.17,-0.686,1.025,0.433,166.131,-0.5277441406249994
2,FTI,1.179,-0.472,2.831,0.842,1788.978,-0.5277441406249994
3,RP,-2.214,-2.742,-1.686,0.26,33.414,-0.5277441406249994
0,Hit,-0.255,-1.454,0.943,0.61,420.829,-0.5177441406249996
1,Miss,0.39,-0.491,1.271,0.446,151.137,-0.5177441406249996
2,FTI,0.618,-1.044,2.28,0.847,1567.945,-0.5177441406249996
3,RP,-2.27,-2.834,-1.707,0.277,31.891,-0.5177441406249996
0,Hit,-0.453,-1.678,0.771,0.623,386.005,-0.5077441406249994
1,Miss,0.404,-0.505,1.313,0.46,138.351,-0.5077441406249994
2,FTI,0.69,-0.995,2.375,0.859,1393.632,-0.5077441406249994
3,RP,-2.399,-2.997,-1.801,0.293,30.566,-0.5077441406249994
0,Hit,-0.494,-1.737,0.75,0.632,354.462,-0.4977441406249996
1,Miss,0.212,-0.719,1.143,0.471,127.544,-0.4977441406249996
2,FTI,0.72,-0.98,2.419,0.866,1246.782,-0.4977441406249996
3,RP,-2.526,-3.153,-1.898,0.307,29.499,-0.4977441406249996
0,Hit,-0.38,-1.643,0.882,0.642,311.06,-0.4877441406249998
1,Miss,0.202,-0.756,1.16,0.483,113.504,-0.4877441406249998
2,FTI,0.565,-1.144,2.274,0.871,1054.218,-0.4877441406249998
3,RP,-2.542,-3.208,-1.876,0.325,28.231,-0.4877441406249998
0,Hit,-0.123,-1.384,1.138,0.641,302.275,-0.4777441406249996
1,Miss,0.4,-0.559,1.359,0.484,110.733,-0.4777441406249996
2,FTI,0.662,-1.041,2.366,0.868,1016.773,-0.4777441406249996
3,RP,-2.574,-3.245,-1.903,0.328,27.98,-0.4777441406249996
0,Hit,0.187,-1.068,1.443,0.638,307.913,-0.4677441406249998
1,Miss,0.477,-0.477,1.43,0.481,112.594,-0.4677441406249998
2,FTI,0.702,-0.996,2.4,0.865,1038.779,-0.4677441406249998
3,RP,-2.684,-3.35,-2.019,0.325,28.223,-0.4677441406249998
0,Hit,0.238,-1.028,1.505,0.644,294.069,-0.4577441406249996
1,Miss,0.296,-0.67,1.262,0.487,108.256,-0.4577441406249996
2,FTI,0.373,-1.335,2.08,0.87,980.225,-0.4577441406249996
3,RP,-2.739,-3.42,-2.058,0.332,27.839,-0.4577441406249996
0,Hit,0.223,-1.044,1.49,0.644,292.818,-0.4477441406249998
1,Miss,0.207,-0.759,1.174,0.488,107.845,-0.4477441406249998
2,FTI,-0.08,-1.787,1.627,0.87,975.41,-0.4477441406249998
3,RP,-2.773,-3.455,-2.091,0.333,27.784,-0.4477441406249998
0,Hit,0.327,-0.92,1.575,0.634,320.782,-0.43774414062499956
1,Miss,0.25,-0.694,1.194,0.477,116.649,-0.43774414062499956
2,FTI,-0.182,-1.875,1.51,0.863,1094.75,-0.43774414062499956
3,RP,-2.753,-3.405,-2.101,0.319,28.564,-0.43774414062499956
0,Hit,0.13,-1.102,1.362,0.627,355.779,-0.42774414062499977
1,Miss,0.105,-0.817,1.027,0.466,127.955,-0.42774414062499977
2,FTI,0.379,-1.306,2.063,0.859,1253.92,-0.42774414062499977
3,RP,-2.608,-3.229,-1.988,0.303,29.509,-0.42774414062499977
0,Hit,-0.134,-1.346,1.078,0.616,394.886,-0.41774414062499954
1,Miss,-0.127,-1.023,0.77,0.453,141.428,-0.41774414062499954
2,FTI,0.904,-0.768,2.576,0.852,1443.724,-0.41774414062499954
3,RP,-2.523,-3.108,-1.939,0.287,30.746,-0.41774414062499954
0,Hit,-0.174,-1.368,1.02,0.607,423.271,-0.40774414062499975
1,Miss,-0.21,-1.086,0.666,0.443,152.073,-0.40774414062499975
2,FTI,0.601,-1.056,2.257,0.845,1586.627,-0.40774414062499975
3,RP,-2.593,-3.152,-2.035,0.274,31.911,-0.40774414062499975
0,Hit,-0.238,-1.434,0.957,0.608,413.312,-0.3977441406249995
1,Miss,-0.204,-1.083,0.674,0.445,148.186,-0.3977441406249995
2,FTI,0.196,-1.461,1.853,0.845,1552.029,-0.3977441406249995
3,RP,-2.694,-3.257,-2.132,0.276,31.231,-0.3977441406249995
0,Hit,-0.203,-1.406,1.001,0.612,394.233,-0.38774414062499973
1,Miss,-0.164,-1.052,0.723,0.449,140.922,-0.38774414062499973
2,FTI,0.452,-1.212,2.115,0.848,1470.457,-0.38774414062499973
3,RP,-2.708,-3.283,-2.134,0.281,30.179,-0.38774414062499973
0,Hit,0.003,-1.211,1.217,0.617,387.402,-0.3777441406249995
1,Miss,-0.029,-0.928,0.87,0.455,138.596,-0.3777441406249995
2,FTI,0.743,-0.931,2.416,0.853,1419.256,-0.3777441406249995
3,RP,-2.638,-3.226,-2.051,0.288,30.225,-0.3777441406249995
0,Hit,0.203,-1.027,1.432,0.625,374.709,-0.3677441406249997
1,Miss,0.21,-0.705,1.125,0.463,134.384,-0.3677441406249997
2,FTI,0.416,-1.272,2.104,0.86,1341.663,-0.3677441406249997
3,RP,-2.568,-3.175,-1.961,0.297,30.134,-0.3677441406249997
0,Hit,0.425,-0.807,1.657,0.627,387.767,-0.3577441406249995
1,Miss,0.362,-0.552,1.277,0.462,139.042,-0.3577441406249995
2,FTI,-0.11,-1.804,1.585,0.864,1397.395,-0.3577441406249995
3,RP,-2.604,-3.206,-2.003,0.295,30.731,-0.3577441406249995
0,Hit,0.565,-0.675,1.805,0.63,356.269,-0.3477441406249997
1,Miss,0.239,-0.689,1.167,0.469,128.189,-0.3477441406249997
2,FTI,-0.116,-1.811,1.578,0.864,1253.396,-0.3477441406249997
3,RP,-2.814,-3.438,-2.189,0.306,29.603,-0.3477441406249997
0,Hit,0.492,-0.745,1.73,0.629,339.697,-0.33774414062499947
1,Miss,0.044,-0.886,0.974,0.47,122.621,-0.33774414062499947
2,FTI,0.358,-1.328,2.044,0.859,1181.924,-0.33774414062499947
3,RP,-2.994,-3.627,-2.361,0.309,28.987,-0.33774414062499947
0,Hit,0.275,-0.932,1.482,0.614,381.407,-0.3277441406249997
1,Miss,0.052,-0.845,0.948,0.454,136.716,-0.3277441406249997
2,FTI,0.546,-1.114,2.205,0.846,1372.962,-0.3277441406249997
3,RP,-3.01,-3.602,-2.419,0.29,30.375,-0.3277441406249997
0,Hit,0.243,-0.948,1.434,0.606,411.587,-0.31774414062499945
1,Miss,0.119,-0.758,0.996,0.444,147.586,-0.31774414062499945
2,FTI,0.239,-1.409,1.888,0.84,1527.782,-0.31774414062499945
3,RP,-2.981,-3.545,-2.416,0.277,31.393,-0.31774414062499945
0,Hit,0.507,-0.693,1.707,0.61,365.602,-0.30774414062499966
1,Miss,0.049,-0.844,0.942,0.452,130.847,-0.30774414062499966
2,FTI,-0.088,-1.735,1.559,0.84,1320.165,-0.30774414062499966
3,RP,-3.014,-3.607,-2.421,0.29,29.306,-0.30774414062499966
0,Hit,0.48,-0.73,1.689,0.615,340.461,-0.29774414062499943
1,Miss,0.069,-0.838,0.975,0.458,122.375,-0.29774414062499943
2,FTI,-0.145,-1.796,1.506,0.841,1202.766,-0.29774414062499943
3,RP,-3.073,-3.686,-2.459,0.3,28.476,-0.29774414062499943
0,Hit,-0.007,-1.223,1.21,0.619,363.89,-0.28774414062499964
1,Miss,0.315,-0.593,1.222,0.459,130.509,-0.28774414062499964
2,FTI,0.115,-1.552,1.782,0.85,1299.363,-0.28774414062499964
3,RP,-3.05,-3.655,-2.445,0.296,29.559,-0.28774414062499964
0,Hit,-0.389,-1.626,0.848,0.629,344.186,-0.2777441406249994
1,Miss,0.32,-0.608,1.248,0.469,123.949,-0.2777441406249994
2,FTI,0.341,-1.347,2.029,0.86,1207.1,-0.2777441406249994
3,RP,-3.001,-3.629,-2.373,0.307,28.97,-0.2777441406249994
0,Hit,-0.452,-1.692,0.787,0.63,321.741,-0.2677441406249996
1,Miss,0.004,-0.932,0.939,0.472,116.561,-0.2677441406249996
2,FTI,0.09,-1.593,1.773,0.858,1109.656,-0.2677441406249996
3,RP,-2.975,-3.618,-2.332,0.314,28.197,-0.2677441406249996
0,Hit,-0.398,-1.626,0.83,0.624,335.085,-0.2577441406249994
1,Miss,-0.078,-1.003,0.846,0.467,121.095,-0.2577441406249994
2,FTI,-0.014,-1.686,1.657,0.852,1162.101,-0.2577441406249994
3,RP,-2.909,-3.54,-2.278,0.308,28.823,-0.2577441406249994
0,Hit,-0.404,-1.634,0.827,0.625,340.874,-0.2477441406249996
1,Miss,-0.03,-0.956,0.895,0.467,123.187,-0.2477441406249996
2,FTI,0.416,-1.259,2.092,0.854,1181.332,-0.2477441406249996
3,RP,-2.855,-3.485,-2.224,0.308,29.213,-0.2477441406249996
0,Hit,-0.411,-1.646,0.825,0.628,338.101,-0.23774414062499982
1,Miss,-0.245,-1.175,0.686,0.47,122.362,-0.23774414062499982
2,FTI,0.61,-1.071,2.292,0.857,1166.619,-0.23774414062499982
3,RP,-2.863,-3.498,-2.228,0.311,29.211,-0.23774414062499982
0,Hit,-0.311,-1.534,0.912,0.622,346.357,-0.2277441406249996
1,Miss,-0.475,-1.394,0.443,0.464,125.02,-0.2277441406249996
2,FTI,0.389,-1.278,2.057,0.85,1204.508,-0.2277441406249996
3,RP,-2.908,-3.532,-2.285,0.305,29.42,-0.2277441406249996
0,Hit,-0.287,-1.485,0.912,0.609,363.145,-0.2177441406249998
1,Miss,-0.371,-1.266,0.524,0.452,130.468,-0.2177441406249998
2,FTI,0.197,-1.444,1.838,0.836,1286.196,-0.2177441406249998
3,RP,-2.992,-3.591,-2.393,0.293,29.789,-0.2177441406249998
0,Hit,-0.283,-1.455,0.888,0.596,402.225,-0.20774414062499957
1,Miss,-0.107,-0.972,0.758,0.437,144.071,-0.20774414062499957
2,FTI,0.153,-1.466,1.772,0.825,1484.036,-0.20774414062499957
3,RP,-3.004,-3.564,-2.444,0.275,30.957,-0.20774414062499957
0,Hit,-0.131,-1.292,1.03,0.591,434.224,-0.1977441406249998
1,Miss,0.174,-0.675,1.023,0.43,156.451,-0.1977441406249998
2,FTI,0.141,-1.476,1.757,0.824,1651.369,-0.1977441406249998
3,RP,-2.91,-3.445,-2.374,0.263,32.332,-0.1977441406249998
0,Hit,-0.138,-1.299,1.022,0.591,453.031,-0.18774414062499956
1,Miss,0.374,-0.469,1.217,0.427,164.561,-0.18774414062499956
2,FTI,0.097,-1.527,1.721,0.828,1767.146,-0.18774414062499956
3,RP,-2.875,-3.397,-2.353,0.257,33.225,-0.18774414062499956
0,Hit,-0.202,-1.361,0.956,0.59,457.804,-0.17774414062499977
1,Miss,0.269,-0.571,1.108,0.425,166.93,-0.17774414062499977
2,FTI,0.077,-1.547,1.702,0.828,1808.22,-0.17774414062499977
3,RP,-2.944,-3.46,-2.428,0.254,33.43,-0.17774414062499977
0,Hit,-0.038,-1.199,1.123,0.591,446.789,-0.16774414062499954
1,Miss,0.009,-0.835,0.854,0.428,161.845,-0.16774414062499954
2,FTI,0.105,-1.517,1.727,0.827,1734.793,-0.16774414062499954
