index,condition,Estimate,ci_low,ci_high,SE,DF,time
2,FTI,2.761,1.141,4.38,0.825,685.397,0.7922558593750004
3,RP,-0.669,-1.384,0.046,0.348,25.895,0.7922558593750004
0,Hit,1.576,0.355,2.797,0.62,227.013,0.8022558593750002
1,Miss,-0.597,-1.551,0.357,0.48,87.854,0.8022558593750002
2,FTI,2.471,0.853,4.088,0.824,707.644,0.8022558593750002
3,RP,-0.455,-1.163,0.254,0.345,26.159,0.8022558593750002
0,Hit,1.539,0.326,2.752,0.616,238.296,0.812255859375
1,Miss,-0.549,-1.492,0.395,0.475,91.182,0.812255859375
2,FTI,2.481,0.869,4.094,0.821,752.969,0.812255859375
3,RP,-0.361,-1.055,0.333,0.338,26.372,0.812255859375
0,Hit,1.369,0.165,2.573,0.611,234.099,0.8222558593750007
1,Miss,-0.585,-1.522,0.353,0.472,89.875,0.8222558593750007
2,FTI,2.613,1.015,4.212,0.814,736.917,0.8222558593750007
3,RP,-0.55,-1.242,0.142,0.337,26.228,0.8222558593750007
0,Hit,1.404,0.212,2.597,0.605,227.431,0.8322558593750005
1,Miss,-0.473,-1.404,0.458,0.469,87.772,0.8322558593750005
2,FTI,2.475,0.894,4.056,0.805,711.872,0.8322558593750005
3,RP,-0.696,-1.387,-0.006,0.336,25.973,0.8322558593750005
0,Hit,1.542,0.352,2.733,0.604,227.168,0.8422558593750002
1,Miss,-0.387,-1.317,0.543,0.468,87.638,0.8422558593750002
2,FTI,2.236,0.658,3.815,0.804,711.529,0.8422558593750002
3,RP,-0.583,-1.272,0.106,0.335,25.915,0.8422558593750002
0,Hit,1.435,0.233,2.637,0.61,213.427,0.852255859375
1,Miss,-0.573,-1.517,0.371,0.475,83.535,0.852255859375
2,FTI,2.286,0.7,3.873,0.808,657.598,0.852255859375
3,RP,-0.506,-1.214,0.201,0.344,25.599,0.852255859375
0,Hit,1.123,-0.078,2.324,0.609,206.263,0.8622558593750007
1,Miss,-0.733,-1.68,0.213,0.476,81.367,0.8622558593750007
2,FTI,2.211,0.629,3.793,0.806,630.181,0.8622558593750007
3,RP,-0.506,-1.22,0.208,0.347,25.404,0.8622558593750007
0,Hit,0.916,-0.255,2.088,0.594,233.011,0.8722558593750005
1,Miss,-0.627,-1.539,0.285,0.459,89.232,0.8722558593750005
2,FTI,2.068,0.512,3.624,0.793,736.768,0.8722558593750005
3,RP,-0.45,-1.122,0.222,0.327,25.906,0.8722558593750005
0,Hit,0.798,-0.36,1.956,0.588,277.778,0.8822558593750003
1,Miss,-0.537,-1.424,0.349,0.447,102.709,0.8822558593750003
2,FTI,2.225,0.668,3.782,0.794,921.763,0.8822558593750003
3,RP,-0.489,-1.119,0.141,0.307,26.924,0.8822558593750003
0,Hit,0.543,-0.619,1.706,0.59,280.41,0.8922558593750001
1,Miss,-0.703,-1.592,0.186,0.448,103.539,0.8922558593750001
2,FTI,2.372,0.809,3.936,0.797,932.456,0.8922558593750001
3,RP,-0.502,-1.133,0.128,0.307,27.012,0.8922558593750001
0,Hit,0.337,-0.833,1.507,0.594,262.453,0.9022558593750007
1,Miss,-0.875,-1.776,0.025,0.454,97.997,0.9022558593750007
2,FTI,2.377,0.809,3.945,0.799,858.265,0.9022558593750007
3,RP,-0.396,-1.044,0.251,0.315,26.509,0.9022558593750007
0,Hit,0.337,-0.833,1.507,0.594,261.524,0.9122558593750005
1,Miss,-0.735,-1.636,0.165,0.454,97.718,0.9122558593750005
2,FTI,2.411,0.844,3.978,0.798,854.377,0.9122558593750005
3,RP,-0.482,-1.13,0.166,0.316,26.489,0.9122558593750005
0,Hit,0.363,-0.802,1.528,0.592,253.572,0.9222558593750003
1,Miss,-0.472,-1.372,0.427,0.453,95.477,0.9222558593750003
2,FTI,2.491,0.935,4.048,0.793,818.971,0.9222558593750003
3,RP,-0.673,-1.326,-0.021,0.318,26.452,0.9222558593750003
0,Hit,0.545,-0.599,1.689,0.581,255.164,0.9322558593750001
1,Miss,-0.363,-1.247,0.521,0.445,96.139,0.9322558593750001
2,FTI,2.628,1.1,4.157,0.779,822.674,0.9322558593750001
3,RP,-0.722,-1.363,-0.081,0.312,26.659,0.9322558593750001
0,Hit,0.828,-0.283,1.939,0.564,287.721,0.9422558593750008
1,Miss,-0.323,-1.172,0.526,0.428,106.176,0.9422558593750008
2,FTI,2.529,1.033,4.025,0.762,955.775,0.9422558593750008
3,RP,-0.723,-1.324,-0.123,0.293,27.564,0.9422558593750008
0,Hit,0.819,-0.284,1.922,0.56,309.845,0.9522558593750006
1,Miss,-0.194,-1.031,0.643,0.422,113.189,0.9522558593750006
2,FTI,2.038,0.546,3.53,0.76,1047.365,0.9522558593750006
3,RP,-0.695,-1.278,-0.113,0.285,28.264,0.9522558593750006
0,Hit,0.823,-0.3,1.945,0.57,291.847,0.9622558593750004
1,Miss,0.013,-0.843,0.869,0.432,107.336,0.9622558593750004
2,FTI,1.864,0.351,3.378,0.771,975.57,0.9622558593750004
3,RP,-0.583,-1.186,0.02,0.294,27.56,0.9622558593750004
0,Hit,1.058,-0.077,2.193,0.576,279.459,0.9722558593750001
1,Miss,0.027,-0.841,0.896,0.438,103.346,0.9722558593750001
2,FTI,2.181,0.655,3.707,0.778,926.53,0.9722558593750001
3,RP,-0.529,-1.145,0.088,0.301,27.082,0.9722558593750001
0,Hit,1.189,0.064,2.314,0.572,297.816,0.9822558593750008
1,Miss,-0.219,-1.074,0.636,0.431,108.837,0.9822558593750008
2,FTI,2.156,0.635,3.676,0.775,1008.928,0.9822558593750008
3,RP,-0.681,-1.279,-0.083,0.292,27.377,0.9822558593750008
0,Hit,1.241,0.136,2.346,0.562,326.764,0.9922558593750006
1,Miss,-0.25,-1.082,0.582,0.42,117.822,0.9922558593750006
2,FTI,1.892,0.388,3.397,0.767,1142.885,0.9922558593750006
3,RP,-0.772,-1.34,-0.204,0.277,27.979,0.9922558593750006
0,Hit,1.345,0.25,2.439,0.556,334.472,1.0022558593750004
1,Miss,0.002,-0.82,0.824,0.415,120.333,1.0022558593750004
2,FTI,1.956,0.464,3.449,0.761,1177.948,1.0022558593750004
3,RP,-0.629,-1.186,-0.071,0.272,28.213,1.0022558593750004
0,Hit,1.399,0.315,2.484,0.551,329.409,1.0122558593750002
1,Miss,0.116,-0.701,0.932,0.412,118.922,1.0122558593750002
2,FTI,2.032,0.556,3.509,0.753,1147.089,1.0122558593750002
3,RP,-0.527,-1.085,0.031,0.273,28.31,1.0122558593750002
0,Hit,1.282,0.192,2.372,0.554,329.189,1.022255859375
1,Miss,0.014,-0.806,0.835,0.414,118.863,1.022255859375
2,FTI,1.976,0.493,3.459,0.756,1145.721,1.022255859375
3,RP,-0.498,-1.059,0.063,0.274,28.316,1.022255859375
0,Hit,0.997,-0.088,2.081,0.551,336.918,1.0322558593750006
1,Miss,-0.062,-0.876,0.752,0.411,121.186,1.0322558593750006
2,FTI,2.154,0.675,3.633,0.754,1187.345,1.0322558593750006
3,RP,-0.45,-1.001,0.102,0.269,28.342,1.0322558593750006
0,Hit,0.849,-0.225,1.923,0.546,329.305,1.0422558593750004
1,Miss,-0.043,-0.851,0.765,0.408,118.566,1.0422558593750004
2,FTI,2.292,0.828,3.755,0.746,1157.094,1.0422558593750004
3,RP,-0.456,-1.005,0.094,0.268,27.971,1.0422558593750004
0,Hit,1.066,-0.007,2.139,0.546,321.162,1.0522558593750002
1,Miss,-0.044,-0.852,0.765,0.408,115.752,1.0522558593750002
2,FTI,2.096,0.635,3.556,0.745,1125.732,1.0522558593750002
3,RP,-0.518,-1.07,0.035,0.27,27.545,1.0522558593750002
0,Hit,1.322,0.245,2.399,0.547,317.389,1.062255859375
1,Miss,-0.084,-0.895,0.727,0.409,114.279,1.062255859375
2,FTI,1.974,0.508,3.44,0.747,1116.708,1.062255859375
3,RP,-0.541,-1.096,0.014,0.27,27.169,1.062255859375
0,Hit,1.28,0.181,2.379,0.558,297.064,1.0722558593750007
1,Miss,-0.164,-0.997,0.669,0.42,107.867,1.0722558593750007
2,FTI,1.937,0.449,3.426,0.759,1023.411,1.0722558593750007
3,RP,-0.443,-1.023,0.136,0.282,26.643,1.0722558593750007
0,Hit,1.083,-0.029,2.194,0.564,277.087,1.0822558593750005
1,Miss,-0.271,-1.12,0.578,0.428,101.924,1.0822558593750005
2,FTI,1.691,0.195,3.188,0.762,930.085,1.0822558593750005
3,RP,-0.298,-0.899,0.303,0.293,26.366,1.0822558593750005
0,Hit,0.981,-0.089,2.051,0.544,321.279,1.0922558593750002
1,Miss,-0.3,-1.106,0.505,0.407,115.699,1.0922558593750002
2,FTI,1.499,0.042,2.956,0.743,1129.177,1.0922558593750002
3,RP,-0.309,-0.86,0.241,0.268,27.455,1.0922558593750002
0,Hit,0.926,-0.098,1.949,0.521,396.532,1.102255859375
1,Miss,-0.306,-1.058,0.446,0.38,141.634,1.102255859375
2,FTI,1.667,0.248,3.087,0.724,1516.594,1.102255859375
3,RP,-0.449,-0.931,0.033,0.236,29.757,1.102255859375
0,Hit,0.751,-0.267,1.77,0.518,403.138,1.1122558593750007
1,Miss,-0.34,-1.088,0.407,0.378,144.191,1.1122558593750007
2,FTI,1.767,0.353,3.18,0.721,1541.965,1.1122558593750007
3,RP,-0.51,-0.987,-0.032,0.234,30.182,1.1122558593750007
0,Hit,0.486,-0.545,1.516,0.524,382.179,1.1222558593750005
1,Miss,-0.335,-1.098,0.428,0.386,136.6,1.1222558593750005
2,FTI,1.633,0.213,3.053,0.724,1404.288,1.1222558593750005
3,RP,-0.419,-0.919,0.08,0.244,29.818,1.1222558593750005
0,Hit,0.245,-0.774,1.264,0.518,398.316,1.1322558593750003
1,Miss,-0.256,-1.005,0.494,0.379,142.375,1.1322558593750003
2,FTI,1.549,0.138,2.959,0.719,1504.578,1.1322558593750003
3,RP,-0.358,-0.84,0.124,0.236,30.14,1.1322558593750003
0,Hit,0.133,-0.883,1.15,0.517,398.764,1.142255859375
1,Miss,-0.161,-0.907,0.584,0.377,142.489,1.142255859375
2,FTI,1.499,0.087,2.911,0.72,1545.089,1.142255859375
3,RP,-0.425,-0.899,0.05,0.232,29.646,1.142255859375
0,Hit,0.099,-0.929,1.127,0.523,361.185,1.1522558593750007
1,Miss,-0.172,-0.935,0.591,0.386,128.711,1.1522558593750007
2,FTI,1.543,0.128,2.957,0.721,1336.545,1.1522558593750007
3,RP,-0.447,-0.949,0.056,0.246,28.319,1.1522558593750007
0,Hit,0.082,-0.969,1.132,0.534,300.261,1.1622558593750005
1,Miss,-0.256,-1.051,0.54,0.401,108.875,1.1622558593750005
2,FTI,1.686,0.263,3.11,0.726,1037.608,1.1622558593750005
3,RP,-0.403,-0.955,0.149,0.269,26.734,1.1622558593750005
0,Hit,0.382,-0.673,1.437,0.536,295.305,1.1722558593750003
1,Miss,-0.327,-1.127,0.474,0.404,107.452,1.1722558593750003
2,FTI,1.771,0.343,3.199,0.728,1012.184,1.1722558593750003
3,RP,-0.427,-0.985,0.131,0.272,26.728,1.1722558593750003
0,Hit,0.927,-0.102,1.957,0.523,350.518,1.182255859375
1,Miss,-0.35,-1.118,0.417,0.388,125.233,1.182255859375
2,FTI,1.722,0.31,3.134,0.72,1272.202,1.182255859375
3,RP,-0.403,-0.915,0.109,0.25,28.214,1.182255859375
0,Hit,1.051,0.054,2.047,0.507,387.904,1.1922558593750008
1,Miss,-0.232,-0.966,0.501,0.371,138.36,1.1922558593750008
2,FTI,1.815,0.436,3.194,0.703,1473.888,1.1922558593750008
3,RP,-0.358,-0.831,0.115,0.231,29.345,1.1922558593750008
0,Hit,0.86,-0.13,1.851,0.504,371.986,1.2022558593750006
1,Miss,-0.128,-0.861,0.605,0.371,132.575,1.2022558593750006
2,FTI,2.133,0.767,3.498,0.696,1387.271,1.2022558593750006
3,RP,-0.372,-0.851,0.107,0.234,28.788,1.2022558593750006
0,Hit,1.154,0.161,2.147,0.505,392.882,1.2122558593750004
1,Miss,-0.171,-0.901,0.56,0.369,140.236,1.2122558593750004
2,FTI,2.23,0.853,3.606,0.702,1500.264,1.2122558593750004
3,RP,-0.387,-0.855,0.082,0.229,29.556,1.2122558593750004
0,Hit,1.38,0.377,2.384,0.51,391.832,1.2222558593750001
1,Miss,-0.181,-0.919,0.557,0.373,139.866,1.2222558593750001
2,FTI,1.909,0.52,3.298,0.708,1487.021,1.2222558593750001
3,RP,-0.351,-0.827,0.124,0.233,29.622,1.2222558593750001
0,Hit,0.995,-0.003,1.993,0.508,407.128,1.2322558593750008
1,Miss,0.03,-0.7,0.761,0.37,145.772,1.2322558593750008
2,FTI,1.492,0.104,2.879,0.707,1579.68,1.2322558593750008
3,RP,-0.334,-0.797,0.13,0.227,30.17,1.2322558593750008
0,Hit,0.605,-0.389,1.599,0.506,423.435,1.2422558593750006
1,Miss,0.171,-0.554,0.897,0.367,152.304,1.2422558593750006
2,FTI,1.524,0.139,2.91,0.706,1648.832,1.2422558593750006
3,RP,-0.368,-0.824,0.088,0.224,31.198,1.2422558593750006
0,Hit,0.654,-0.355,1.662,0.513,400.143,1.2522558593750004
1,Miss,0.018,-0.723,0.759,0.375,143.037,1.2522558593750004
2,FTI,1.817,0.418,3.215,0.713,1525.91,1.2522558593750004
3,RP,-0.343,-0.818,0.131,0.232,30.051,1.2522558593750004
0,Hit,0.744,-0.287,1.775,0.524,335.051,1.2622558593750002
1,Miss,-0.107,-0.879,0.666,0.39,120.037,1.2622558593750002
2,FTI,1.838,0.429,3.247,0.718,1199.031,1.2622558593750002
3,RP,-0.26,-0.782,0.261,0.254,27.699,1.2622558593750002
0,Hit,0.706,-0.344,1.756,0.533,278.352,1.272255859375
1,Miss,0.071,-0.73,0.873,0.404,102.23,1.272255859375
2,FTI,1.528,0.113,2.943,0.721,937.247,1.272255859375
3,RP,-0.209,-0.776,0.357,0.276,26.32,1.272255859375
0,Hit,0.834,-0.213,1.881,0.532,305.744,1.2822558593750006
1,Miss,0.238,-0.554,1.03,0.4,110.79,1.2822558593750006
2,FTI,1.129,-0.291,2.549,0.724,1057.224,1.2822558593750006
3,RP,-0.103,-0.651,0.445,0.267,27.067,1.2822558593750006
0,Hit,0.977,-0.053,2.008,0.524,352.291,1.2922558593750004
1,Miss,0.207,-0.561,0.975,0.388,125.889,1.2922558593750004
2,FTI,0.918,-0.495,2.331,0.72,1277.94,1.2922558593750004
3,RP,-0.071,-0.583,0.44,0.25,28.341,1.2922558593750004
0,Hit,0.875,-0.146,1.896,0.519,364.009,1.3022558593750002
1,Miss,0.198,-0.562,0.958,0.384,130.22,1.3022558593750002
2,FTI,1.113,-0.288,2.514,0.714,1316.922,1.3022558593750002
3,RP,-0.2,-0.705,0.304,0.247,29.148,1.3022558593750002
0,Hit,0.806,-0.177,1.79,0.5,412.027,1.312255859375
1,Miss,0.345,-0.376,1.066,0.365,147.66,1.312255859375
2,FTI,1.227,-0.139,2.593,0.696,1572.793,1.312255859375
3,RP,-0.261,-0.72,0.198,0.225,30.8,1.312255859375
0,Hit,0.818,-0.132,1.767,0.483,456.005,1.3222558593750007
1,Miss,0.553,-0.123,1.229,0.343,173.443,1.3222558593750007
2,FTI,1.099,-0.254,2.451,0.689,2051.515,1.3222558593750007
3,RP,-0.264,-0.658,0.13,0.194,33.399,1.3222558593750007
0,Hit,0.64,-0.309,1.59,0.484,3298.0,1.3322558593750005
1,Miss,0.69,0.021,1.359,0.341,3298.0,1.3322558593750005
2,FTI,1.411,0.047,2.775,0.696,3298.0,1.3322558593750005
3,RP,-0.404,-0.775,-0.034,0.189,3298.0,1.3322558593750005
0,Hit,0.467,-0.485,1.42,0.485,452.285,1.3422558593750002
1,Miss,0.735,0.059,1.411,0.342,174.504,1.3422558593750002
2,FTI,1.913,0.551,3.274,0.694,2101.765,1.3422558593750002
3,RP,-0.615,-1.004,-0.225,0.191,33.499,1.3422558593750002
0,Hit,0.562,-0.429,1.553,0.504,408.031,1.352255859375
1,Miss,0.655,-0.069,1.379,0.366,146.173,1.352255859375
2,FTI,2.024,0.644,3.403,0.703,1596.437,1.352255859375
3,RP,-0.633,-1.091,-0.176,0.224,30.087,1.352255859375
0,Hit,0.776,-0.242,1.793,0.517,365.811,1.3622558593750007
1,Miss,0.56,-0.197,1.317,0.383,130.814,1.3622558593750007
2,FTI,2.075,0.678,3.472,0.712,1327.114,1.3622558593750007
3,RP,-0.614,-1.115,-0.113,0.245,29.175,1.3622558593750007
0,Hit,1.026,-0.016,2.069,0.53,333.271,1.3722558593750005
1,Miss,0.358,-0.425,1.142,0.396,120.065,1.3722558593750005
2,FTI,2.091,0.671,3.512,0.724,1168.203,1.3722558593750005
3,RP,-0.695,-1.228,-0.161,0.26,28.308,1.3722558593750005
0,Hit,1.202,0.132,2.272,0.544,285.982,1.3822558593750003
1,Miss,0.104,-0.711,0.919,0.411,104.79,1.3822558593750003
2,FTI,1.749,0.306,3.192,0.735,965.878,1.3822558593750003
3,RP,-0.777,-1.351,-0.204,0.279,26.712,1.3822558593750003
0,Hit,1.21,0.138,2.282,0.544,274.15,1.392255859375
1,Miss,0.075,-0.746,0.896,0.414,101.341,1.392255859375
2,FTI,1.763,0.322,3.204,0.734,911.286,1.392255859375
3,RP,-0.759,-1.342,-0.175,0.284,26.592,1.392255859375
0,Hit,1.393,0.334,2.451,0.538,277.118,1.4022558593750007
1,Miss,0.185,-0.625,0.996,0.409,102.538,1.4022558593750007
2,FTI,2.216,0.794,3.639,0.725,918.377,1.4022558593750007
3,RP,-0.66,-1.237,-0.084,0.281,26.937,1.4022558593750007
0,Hit,1.5,0.425,2.575,0.546,229.953,1.4122558593750005
1,Miss,0.213,-0.624,1.051,0.421,88.239,1.4122558593750005
2,FTI,2.12,0.693,3.547,0.727,725.585,1.4122558593750005
3,RP,-0.621,-1.24,-0.003,0.301,25.761,1.4122558593750005
0,Hit,1.006,-0.107,2.119,0.564,177.613,1.4222558593750003
1,Miss,0.31,-0.577,1.197,0.445,72.345,1.4222558593750003
2,FTI,1.971,0.518,3.423,0.739,525.732,1.4222558593750003
3,RP,-0.62,-1.305,0.065,0.332,24.284,1.4222558593750003
0,Hit,0.459,-0.707,1.625,0.59,144.164,1.432255859375
1,Miss,0.425,-0.523,1.373,0.474,62.173,1.432255859375
2,FTI,2.488,0.989,3.988,0.763,403.608,1.432255859375
3,RP,-0.397,-1.154,0.36,0.366,23.378,1.432255859375
0,Hit,0.573,-0.614,1.759,0.6,131.727,1.4422558593750008
1,Miss,0.434,-0.538,1.407,0.486,58.427,1.4422558593750008
2,FTI,2.755,1.24,4.27,0.771,359.044,1.4422558593750008
3,RP,0.065,-0.723,0.853,0.381,23.12,1.4422558593750008
0,Hit,0.822,-0.329,1.974,0.583,157.833,1.4522558593750006
1,Miss,0.51,-0.418,1.438,0.465,66.51,1.4522558593750006
2,FTI,2.432,0.943,3.921,0.758,451.561,1.4522558593750006
3,RP,0.494,-0.237,1.226,0.354,23.917,1.4522558593750006
0,Hit,0.818,-0.291,1.926,0.563,224.625,1.4622558593750004
1,Miss,0.576,-0.29,1.442,0.436,86.731,1.4622558593750004
2,FTI,2.243,0.774,3.712,0.748,703.313,1.4622558593750004
3,RP,0.783,0.14,1.426,0.313,25.717,1.4622558593750004
0,Hit,1.086,-0.014,2.185,0.558,251.004,1.4722558593750001
1,Miss,0.546,-0.304,1.396,0.428,94.665,1.4722558593750001
2,FTI,2.342,0.874,3.811,0.748,809.047,1.4722558593750001
3,RP,0.962,0.344,1.579,0.301,26.356,1.4722558593750001
0,Hit,1.484,0.363,2.605,0.569,218.388,1.4822558593750008
1,Miss,0.52,-0.358,1.398,0.442,84.845,1.4822558593750008
2,FTI,2.512,1.029,3.995,0.755,679.011,1.4822558593750008
3,RP,1.023,0.368,1.678,0.318,25.55,1.4822558593750008
0,Hit,1.47,0.336,2.603,0.575,198.564,1.4922558593750006
1,Miss,0.461,-0.434,1.357,0.45,78.995,1.4922558593750006
2,FTI,2.523,1.034,4.012,0.758,601.376,1.4922558593750006
3,RP,1.004,0.324,1.684,0.33,25.154,1.4922558593750006
0,Hit,1.31,0.211,2.409,0.558,230.065,1.5022558593750004
1,Miss,0.41,-0.447,1.268,0.431,88.596,1.5022558593750004
2,FTI,2.322,0.864,3.78,0.743,721.837,1.5022558593750004
3,RP,1.037,0.402,1.671,0.309,26.068,1.5022558593750004
