index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
1,Hit - FTI,0.989,-1.989,3.967,1.128,3131.595,0.877,1.0,,-0.6277441406249995
2,Hit - RP,1.001,-0.859,2.862,0.705,2264.106,1.421,0.933,,-0.6277441406249995
3,Miss - FTI,1.066,-1.641,3.773,1.026,3253.944,1.039,1.0,,-0.6277441406249995
4,Miss - RP,1.078,-0.34,2.496,0.537,1510.198,2.008,0.269,,-0.6277441406249995
5,FTI - RP,0.012,-2.5,2.524,0.951,3294.478,0.013,1.0,,-0.6277441406249995
0,Hit - Miss,-0.163,-2.255,1.928,0.792,2927.068,-0.206,1.0,,-0.6177441406249997
1,Hit - FTI,0.859,-2.116,3.834,1.127,3133.752,0.762,1.0,,-0.6177441406249997
2,Hit - RP,0.991,-0.869,2.85,0.704,2271.691,1.407,0.957,,-0.6177441406249997
3,Miss - FTI,1.023,-1.683,3.728,1.025,3254.594,0.998,1.0,,-0.6177441406249997
4,Miss - RP,1.154,-0.263,2.571,0.536,1517.812,2.151,0.19,,-0.6177441406249997
5,FTI - RP,0.132,-2.378,2.641,0.951,3294.618,0.138,1.0,,-0.6177441406249997
0,Hit - Miss,-0.663,-2.75,1.424,0.791,2919.572,-0.838,1.0,,-0.6077441406249995
1,Hit - FTI,0.361,-2.609,3.33,1.125,3129.914,0.321,1.0,,-0.6077441406249995
2,Hit - RP,0.829,-1.026,2.684,0.703,2257.848,1.18,1.0,,-0.6077441406249995
3,Miss - FTI,1.023,-1.677,3.724,1.023,3253.448,1.001,1.0,,-0.6077441406249995
4,Miss - RP,1.492,0.077,2.906,0.535,1503.678,2.787,0.032,*,-0.6077441406249995
5,FTI - RP,0.468,-2.037,2.973,0.949,3294.384,0.493,1.0,,-0.6077441406249995
0,Hit - Miss,-0.861,-2.95,1.228,0.791,2956.845,-1.088,1.0,,-0.5977441406249997
1,Hit - FTI,0.317,-2.655,3.289,1.126,3148.678,0.282,1.0,,-0.5977441406249997
2,Hit - RP,0.89,-0.968,2.748,0.704,2329.659,1.264,1.0,,-0.5977441406249997
3,Miss - FTI,1.178,-1.524,3.88,1.024,3258.98,1.151,1.0,,-0.5977441406249997
4,Miss - RP,1.751,0.334,3.168,0.537,1580.07,3.263,0.007,**,-0.5977441406249997
5,FTI - RP,0.573,-1.933,3.079,0.949,3295.383,0.603,1.0,,-0.5977441406249997
0,Hit - Miss,-0.526,-2.628,1.577,0.796,2938.803,-0.66,1.0,,-0.5877441406249995
1,Hit - FTI,0.696,-2.294,3.687,1.133,3139.701,0.615,1.0,,-0.5877441406249995
2,Hit - RP,1.23,-0.639,3.1,0.708,2293.925,1.738,0.494,,-0.5877441406249995
3,Miss - FTI,1.222,-1.497,3.941,1.03,3256.357,1.186,1.0,,-0.5877441406249995
4,Miss - RP,1.756,0.331,3.181,0.54,1541.078,3.254,0.007,**,-0.5877441406249995
5,FTI - RP,0.534,-1.988,3.056,0.955,3294.953,0.559,1.0,,-0.5877441406249995
0,Hit - Miss,-0.337,-2.442,1.767,0.797,2936.564,-0.423,1.0,,-0.5777441406249997
1,Hit - FTI,0.732,-2.262,3.726,1.134,3138.376,0.645,1.0,,-0.5777441406249997
2,Hit - RP,1.306,-0.565,3.177,0.709,2291.168,1.843,0.393,,-0.5777441406249997
3,Miss - FTI,1.069,-1.653,3.791,1.031,3255.904,1.037,1.0,,-0.5777441406249997
4,Miss - RP,1.643,0.217,3.069,0.54,1539.644,3.043,0.014,*,-0.5777441406249997
5,FTI - RP,0.574,-1.952,3.099,0.957,3294.787,0.6,1.0,,-0.5777441406249997
0,Hit - Miss,-0.643,-2.725,1.439,0.789,3045.296,-0.815,1.0,,-0.5677441406249994
1,Hit - FTI,0.684,-2.276,3.645,1.121,3191.852,0.61,1.0,,-0.5677441406249994
2,Hit - RP,1.113,-0.741,2.968,0.702,2516.324,1.585,0.678,,-0.5677441406249994
3,Miss - FTI,1.327,-1.363,4.017,1.019,3271.582,1.302,1.0,,-0.5677441406249994
4,Miss - RP,1.756,0.34,3.173,0.536,1798.443,3.274,0.006,**,-0.5677441406249994
5,FTI - RP,0.429,-2.065,2.923,0.945,3297.147,0.454,1.0,,-0.5677441406249994
0,Hit - Miss,-0.858,-2.93,1.213,0.785,3082.347,-1.094,1.0,,-0.5577441406249997
1,Hit - FTI,0.809,-2.136,3.754,1.116,3209.602,0.725,1.0,,-0.5577441406249997
2,Hit - RP,1.11,-0.736,2.957,0.699,2600.262,1.588,0.675,,-0.5577441406249997
3,Miss - FTI,1.667,-1.008,4.342,1.013,3276.79,1.645,0.6,,-0.5577441406249997
4,Miss - RP,1.969,0.557,3.381,0.535,1905.072,3.683,0.001,**,-0.5577441406249997
5,FTI - RP,0.302,-2.178,2.782,0.939,3297.671,0.321,1.0,,-0.5577441406249997
0,Hit - Miss,-0.649,-2.729,1.432,0.788,2960.102,-0.823,1.0,,-0.5477441406249994
1,Hit - FTI,0.843,-2.116,3.802,1.121,3150.239,0.752,1.0,,-0.5477441406249994
2,Hit - RP,1.254,-0.597,3.104,0.701,2336.613,1.789,0.442,,-0.5477441406249994
3,Miss - FTI,1.492,-1.198,4.182,1.019,3259.418,1.464,0.859,,-0.5477441406249994
4,Miss - RP,1.902,0.491,3.313,0.534,1588.162,3.561,0.002,**,-0.5477441406249994
5,FTI - RP,0.41,-2.085,2.905,0.945,3295.433,0.434,1.0,,-0.5477441406249994
0,Hit - Miss,-0.399,-2.488,1.69,0.791,2782.026,-0.504,1.0,,-0.5377441406249996
1,Hit - FTI,0.742,-2.233,3.717,1.127,3057.931,0.659,1.0,,-0.5377441406249996
2,Hit - RP,1.247,-0.606,3.101,0.702,2020.807,1.778,0.454,,-0.5377441406249996
3,Miss - FTI,1.141,-1.566,3.848,1.025,3232.149,1.113,1.0,,-0.5377441406249996
4,Miss - RP,1.647,0.238,3.056,0.533,1276.528,3.088,0.012,*,-0.5377441406249996
5,FTI - RP,0.505,-2.007,3.018,0.952,3289.437,0.531,1.0,,-0.5377441406249996
0,Hit - Miss,-0.632,-2.737,1.474,0.797,2885.956,-0.792,1.0,,-0.5277441406249994
1,Hit - FTI,1.001,-1.995,3.997,1.135,3112.615,0.882,1.0,,-0.5277441406249994
2,Hit - RP,1.044,-0.827,2.915,0.708,2196.858,1.474,0.844,,-0.5277441406249994
3,Miss - FTI,1.633,-1.092,4.358,1.032,3248.308,1.582,0.683,,-0.5277441406249994
4,Miss - RP,1.676,0.251,3.1,0.539,1442.474,3.107,0.012,*,-0.5277441406249994
5,FTI - RP,0.043,-2.485,2.571,0.958,3293.293,0.045,1.0,,-0.5277441406249994
0,Hit - Miss,-1.157,-3.275,0.96,0.802,3047.179,-1.443,0.894,,-0.5177441406249996
1,Hit - FTI,1.312,-1.698,4.321,1.14,3192.989,1.15,1.0,,-0.5177441406249996
2,Hit - RP,0.862,-1.024,2.748,0.714,2518.62,1.207,1.0,,-0.5177441406249996
3,Miss - FTI,2.469,-0.266,5.204,1.036,3272.008,2.383,0.103,,-0.5177441406249996
4,Miss - RP,2.019,0.578,3.46,0.546,1799.388,3.702,0.001,**,-0.5177441406249996
5,FTI - RP,-0.449,-2.985,2.086,0.961,3297.245,-0.468,1.0,,-0.5177441406249996
0,Hit - Miss,-1.347,-3.487,0.792,0.811,3085.553,-1.662,0.579,,-0.5077441406249994
1,Hit - FTI,1.074,-1.967,4.116,1.152,3211.218,0.932,1.0,,-0.5077441406249994
2,Hit - RP,0.818,-1.089,2.726,0.722,2606.947,1.133,1.0,,-0.5077441406249994
3,Miss - FTI,2.422,-0.341,5.185,1.047,3277.304,2.314,0.124,,-0.5077441406249994
4,Miss - RP,2.166,0.707,3.624,0.552,1913.03,3.921,0.001,***,-0.5077441406249994
5,FTI - RP,-0.256,-2.817,2.305,0.97,3297.724,-0.264,1.0,,-0.5077441406249994
0,Hit - Miss,-1.196,-3.348,0.955,0.815,3110.655,-1.468,0.853,,-0.4977441406249996
1,Hit - FTI,1.01,-2.047,4.067,1.158,3222.92,0.872,1.0,,-0.4977441406249996
2,Hit - RP,0.905,-1.013,2.824,0.727,2667.912,1.246,1.0,,-0.4977441406249996
3,Miss - FTI,2.207,-0.57,4.983,1.052,3280.662,2.098,0.216,,-0.4977441406249996
4,Miss - RP,2.102,0.634,3.57,0.556,1996.367,3.781,0.001,***,-0.4977441406249996
5,FTI - RP,-0.105,-2.678,2.469,0.975,3297.916,-0.107,1.0,,-0.4977441406249996
0,Hit - Miss,-1.084,-3.234,1.066,0.815,3156.341,-1.331,1.0,,-0.4877441406249998
1,Hit - FTI,1.281,-1.773,4.336,1.157,3243.815,1.107,1.0,,-0.4877441406249998
2,Hit - RP,1.039,-0.88,2.959,0.727,2785.476,1.429,0.918,,-0.4877441406249998
3,Miss - FTI,2.365,-0.408,5.139,1.051,3286.578,2.251,0.147,,-0.4877441406249998
4,Miss - RP,2.123,0.653,3.594,0.557,2168.949,3.813,0.001,***,-0.4877441406249998
5,FTI - RP,-0.242,-2.812,2.328,0.974,3297.965,-0.249,1.0,,-0.4877441406249998
0,Hit - Miss,-1.029,-3.168,1.109,0.81,3164.105,-1.271,1.0,,-0.4777441406249996
1,Hit - FTI,1.435,-1.603,4.472,1.151,3247.304,1.247,1.0,,-0.4777441406249996
2,Hit - RP,1.322,-0.587,3.231,0.723,2806.438,1.829,0.405,,-0.4777441406249996
3,Miss - FTI,2.464,-0.294,5.222,1.045,3287.549,2.359,0.11,,-0.4777441406249996
4,Miss - RP,2.351,0.888,3.814,0.554,2201.577,4.244,0.0,***,-0.4777441406249996
5,FTI - RP,-0.113,-2.668,2.443,0.968,3297.923,-0.116,1.0,,-0.4777441406249996
0,Hit - Miss,-0.792,-2.921,1.338,0.807,3149.122,-0.981,1.0,,-0.4677441406249998
1,Hit - FTI,1.702,-1.323,4.727,1.146,3240.562,1.485,0.826,,-0.4677441406249998
2,Hit - RP,1.738,-0.162,3.638,0.72,2766.184,2.414,0.095,.,-0.4677441406249998
3,Miss - FTI,2.493,-0.253,5.24,1.041,3285.672,2.396,0.1,.,-0.4677441406249998
4,Miss - RP,2.529,1.074,3.985,0.551,2139.365,4.588,0.0,***,-0.4677441406249998
5,FTI - RP,0.036,-2.509,2.581,0.964,3297.988,0.037,1.0,,-0.4677441406249998
0,Hit - Miss,-0.553,-2.688,1.583,0.809,3146.59,-0.683,1.0,,-0.4577441406249996
1,Hit - FTI,2.095,-0.939,5.129,1.149,3239.451,1.823,0.41,,-0.4577441406249996
2,Hit - RP,1.855,-0.051,3.761,0.722,2759.177,2.569,0.061,.,-0.4577441406249996
3,Miss - FTI,2.648,-0.107,5.403,1.044,3285.376,2.537,0.067,.,-0.4577441406249996
4,Miss - RP,2.407,0.947,3.867,0.553,2128.422,4.354,0.0,***,-0.4577441406249996
5,FTI - RP,-0.24,-2.793,2.313,0.967,3297.992,-0.249,1.0,,-0.4577441406249996
0,Hit - Miss,-0.477,-2.611,1.657,0.808,3148.597,-0.59,1.0,,-0.4477441406249998
1,Hit - FTI,2.539,-0.492,5.57,1.148,3240.392,2.211,0.163,,-0.4477441406249998
2,Hit - RP,1.88,-0.024,3.785,0.721,2764.195,2.607,0.055,.,-0.4477441406249998
3,Miss - FTI,3.016,0.263,5.768,1.043,3285.654,2.892,0.023,*,-0.4477441406249998
4,Miss - RP,2.357,0.898,3.816,0.552,2135.711,4.267,0.0,***,-0.4477441406249998
5,FTI - RP,-0.659,-3.209,1.892,0.966,3297.986,-0.682,1.0,,-0.4477441406249998
0,Hit - Miss,-0.418,-2.537,1.701,0.803,3129.393,-0.521,1.0,,-0.4377441406249996
1,Hit - FTI,2.737,-0.273,5.748,1.14,3231.662,2.4,0.099,.,-0.4377441406249996
2,Hit - RP,1.959,0.069,3.85,0.716,2714.121,2.737,0.037,*,-0.4377441406249996
3,Miss - FTI,3.155,0.421,5.889,1.036,3283.2,3.047,0.014,*,-0.4377441406249996
4,Miss - RP,2.377,0.93,3.825,0.548,2061.276,4.338,0.0,***,-0.4377441406249996
5,FTI - RP,-0.778,-3.312,1.756,0.96,3297.993,-0.81,1.0,,-0.4377441406249996
0,Hit - Miss,-0.47,-2.592,1.651,0.804,3087.976,-0.585,1.0,,-0.42774414062499977
1,Hit - FTI,1.968,-1.047,4.983,1.142,3212.457,1.723,0.51,,-0.42774414062499977
2,Hit - RP,1.608,-0.283,3.499,0.716,2611.874,2.245,0.149,,-0.42774414062499977
3,Miss - FTI,2.439,-0.3,5.178,1.038,3277.705,2.35,0.113,,-0.42774414062499977
4,Miss - RP,2.078,0.632,3.525,0.548,1918.753,3.795,0.001,***,-0.42774414062499977
5,FTI - RP,-0.36,-2.899,2.179,0.962,3297.765,-0.375,1.0,,-0.42774414062499977
0,Hit - Miss,-0.497,-2.626,1.633,0.807,3060.226,-0.616,1.0,,-0.4177441406249995
1,Hit - FTI,1.183,-1.845,4.21,1.147,3199.304,1.031,1.0,,-0.4177441406249995
2,Hit - RP,1.264,-0.633,3.161,0.719,2547.433,1.759,0.472,,-0.4177441406249995
3,Miss - FTI,1.679,-1.071,4.429,1.042,3273.88,1.612,0.643,,-0.4177441406249995
4,Miss - RP,1.76,0.31,3.211,0.549,1834.985,3.206,0.008,**,-0.4177441406249995
5,FTI - RP,0.081,-2.469,2.631,0.966,3297.45,0.084,1.0,,-0.4177441406249995
0,Hit - Miss,-0.447,-2.571,1.676,0.805,3041.367,-0.556,1.0,,-0.40774414062499975
1,Hit - FTI,1.456,-1.564,4.475,1.144,3190.231,1.273,1.0,,-0.40774414062499975
2,Hit - RP,1.298,-0.593,3.19,0.716,2505.413,1.812,0.42,,-0.40774414062499975
3,Miss - FTI,1.903,-0.841,4.647,1.039,3271.217,1.831,0.403,,-0.40774414062499975
4,Miss - RP,1.746,0.301,3.191,0.547,1782.764,3.19,0.009,**,-0.40774414062499975
5,FTI - RP,-0.157,-2.702,2.387,0.964,3297.166,-0.163,1.0,,-0.40774414062499975
0,Hit - Miss,-0.533,-2.661,1.594,0.806,3042.95,-0.662,1.0,,-0.3977441406249995
1,Hit - FTI,1.799,-1.225,4.824,1.146,3191.113,1.57,0.699,,-0.3977441406249995
2,Hit - RP,1.338,-0.557,3.233,0.718,2507.948,1.865,0.374,,-0.3977441406249995
3,Miss - FTI,2.333,-0.416,5.081,1.041,3271.523,2.241,0.151,,-0.3977441406249995
4,Miss - RP,1.872,0.424,3.32,0.548,1784.918,3.414,0.004,**,-0.3977441406249995
5,FTI - RP,-0.461,-3.009,2.087,0.965,3297.226,-0.477,1.0,,-0.3977441406249995
0,Hit - Miss,-0.556,-2.699,1.586,0.812,3073.115,-0.686,1.0,,-0.3877441406249997
1,Hit - FTI,1.581,-1.464,4.627,1.154,3205.587,1.371,1.0,,-0.3877441406249997
2,Hit - RP,1.392,-0.518,3.301,0.723,2575.782,1.924,0.327,,-0.3877441406249997
3,Miss - FTI,2.138,-0.629,4.905,1.048,3275.774,2.04,0.249,,-0.3877441406249997
4,Miss - RP,1.948,0.488,3.408,0.553,1870.079,3.523,0.003,**,-0.3877441406249997
5,FTI - RP,-0.19,-2.755,2.375,0.972,3297.642,-0.195,1.0,,-0.3877441406249997
0,Hit - Miss,-0.476,-2.629,1.677,0.815,3077.49,-0.584,1.0,,-0.3777441406249995
1,Hit - FTI,1.487,-1.573,4.547,1.159,3207.509,1.283,1.0,,-0.3777441406249995
2,Hit - RP,1.503,-0.416,3.421,0.727,2587.197,2.068,0.233,,-0.3777441406249995
3,Miss - FTI,1.963,-0.817,4.743,1.053,3276.269,1.864,0.374,,-0.3777441406249995
4,Miss - RP,1.979,0.512,3.446,0.556,1886.184,3.562,0.002,**,-0.3777441406249995
5,FTI - RP,0.016,-2.561,2.593,0.976,3297.66,0.016,1.0,,-0.3777441406249995
0,Hit - Miss,-0.505,-2.663,1.653,0.817,3088.092,-0.618,1.0,,-0.3677441406249997
1,Hit - FTI,2.012,-1.055,5.078,1.162,3212.425,1.732,0.5,,-0.3677441406249997
2,Hit - RP,1.626,-0.298,3.549,0.728,2612.872,2.232,0.154,,-0.3677441406249997
3,Miss - FTI,2.517,-0.269,5.302,1.055,3277.658,2.385,0.103,,-0.3677441406249997
4,Miss - RP,2.131,0.66,3.602,0.557,1920.824,3.825,0.001,***,-0.3677441406249997
5,FTI - RP,-0.386,-2.969,2.196,0.978,3297.751,-0.395,1.0,,-0.3677441406249997
0,Hit - Miss,-0.44,-2.61,1.73,0.822,3087.565,-0.535,1.0,,-0.3577441406249995
1,Hit - FTI,2.755,-0.329,5.839,1.168,3212.193,2.358,0.111,,-0.3577441406249995
2,Hit - RP,1.891,-0.043,3.825,0.733,2611.484,2.581,0.059,.,-0.3577441406249995
3,Miss - FTI,3.194,0.393,5.996,1.061,3277.598,3.01,0.016,*,-0.3577441406249995
4,Miss - RP,2.331,0.851,3.81,0.56,1918.831,4.161,0.0,***,-0.3577441406249995
5,FTI - RP,-0.864,-3.461,1.733,0.984,3297.749,-0.878,1.0,,-0.3577441406249995
0,Hit - Miss,-0.174,-2.34,1.993,0.821,3108.9,-0.212,1.0,,-0.3477441406249997
1,Hit - FTI,2.906,-0.173,5.985,1.166,3222.215,2.492,0.077,.,-0.3477441406249997
2,Hit - RP,2.254,0.321,4.186,0.732,2662.655,3.079,0.013,*,-0.3477441406249997
3,Miss - FTI,3.08,0.283,5.876,1.059,3280.508,2.907,0.022,*,-0.3477441406249997
4,Miss - RP,2.427,0.949,3.906,0.56,1988.081,4.335,0.0,***,-0.3477441406249997
5,FTI - RP,-0.653,-3.245,1.94,0.982,3297.918,-0.665,1.0,,-0.3477441406249997
0,Hit - Miss,-0.057,-2.208,2.095,0.815,3130.435,-0.07,1.0,,-0.3377441406249995
1,Hit - FTI,2.363,-0.695,5.42,1.158,3232.199,2.04,0.249,,-0.3377441406249995
2,Hit - RP,2.372,0.452,4.291,0.727,2716.268,3.262,0.007,**,-0.3377441406249995
3,Miss - FTI,2.419,-0.357,5.196,1.052,3283.379,2.301,0.129,,-0.3377441406249995
4,Miss - RP,2.429,0.959,3.898,0.557,2063.854,4.363,0.0,***,-0.3377441406249995
5,FTI - RP,0.009,-2.564,2.582,0.975,3297.996,0.01,1.0,,-0.3377441406249995
0,Hit - Miss,-0.289,-2.428,1.851,0.81,3112.31,-0.356,1.0,,-0.3277441406249997
1,Hit - FTI,1.946,-1.094,4.987,1.152,3223.81,1.69,0.547,,-0.3277441406249997
2,Hit - RP,2.172,0.264,4.08,0.723,2670.964,3.005,0.016,*,-0.3277441406249997
3,Miss - FTI,2.235,-0.526,4.997,1.046,3280.971,2.137,0.196,,-0.3277441406249997
4,Miss - RP,2.46,1.0,3.921,0.553,1999.555,4.45,0.0,***,-0.3277441406249997
5,FTI - RP,0.225,-2.334,2.785,0.97,3297.937,0.232,1.0,,-0.3277441406249997
0,Hit - Miss,-0.387,-2.538,1.764,0.815,3062.004,-0.475,1.0,,-0.31774414062499945
1,Hit - FTI,2.208,-0.85,5.266,1.158,3200.14,1.906,0.34,,-0.31774414062499945
2,Hit - RP,2.105,0.188,4.021,0.726,2551.584,2.899,0.023,*,-0.31774414062499945
3,Miss - FTI,2.595,-0.184,5.373,1.052,3274.119,2.465,0.082,.,-0.31774414062499945
4,Miss - RP,2.491,1.026,3.956,0.555,1840.361,4.491,0.0,***,-0.31774414062499945
5,FTI - RP,-0.104,-2.679,2.472,0.976,3297.471,-0.106,1.0,,-0.31774414062499945
0,Hit - Miss,-0.061,-2.206,2.085,0.813,3084.885,-0.075,1.0,,-0.3077441406249997
1,Hit - FTI,2.81,-0.24,5.859,1.155,3211.214,2.432,0.09,.,-0.3077441406249997
2,Hit - RP,2.407,0.495,4.32,0.724,2602.792,3.323,0.005,**,-0.3077441406249997
3,Miss - FTI,2.87,0.1,5.64,1.049,3277.436,2.736,0.038,*,-0.3077441406249997
4,Miss - RP,2.468,1.005,3.931,0.554,1904.899,4.456,0.0,***,-0.3077441406249997
5,FTI - RP,-0.402,-2.97,2.165,0.973,3297.773,-0.414,1.0,,-0.3077441406249997
0,Hit - Miss,-0.099,-2.232,2.033,0.808,3093.237,-0.123,1.0,,-0.29774414062499943
1,Hit - FTI,2.843,-0.188,5.874,1.148,3215.183,2.476,0.08,.,-0.29774414062499943
2,Hit - RP,2.432,0.53,4.333,0.72,2622.299,3.377,0.004,**,-0.29774414062499943
3,Miss - FTI,2.942,0.189,5.696,1.043,3278.604,2.821,0.029,*,-0.29774414062499943
4,Miss - RP,2.531,1.076,3.986,0.551,1930.544,4.595,0.0,***,-0.29774414062499943
5,FTI - RP,-0.411,-2.963,2.141,0.967,3297.848,-0.425,1.0,,-0.29774414062499943
0,Hit - Miss,-0.812,-2.96,1.335,0.813,3047.098,-0.999,1.0,,-0.28774414062499964
1,Hit - FTI,2.086,-0.967,5.138,1.156,3193.021,1.804,0.428,,-0.28774414062499964
2,Hit - RP,1.9,-0.012,3.813,0.724,2517.863,2.624,0.053,.,-0.28774414062499964
3,Miss - FTI,2.898,0.125,5.672,1.051,3272.046,2.759,0.035,*,-0.28774414062499964
4,Miss - RP,2.713,1.251,4.174,0.553,1797.871,4.903,0.0,***,-0.28774414062499964
5,FTI - RP,-0.186,-2.757,2.386,0.974,3297.264,-0.191,1.0,,-0.28774414062499964
0,Hit - Miss,-1.202,-3.368,0.963,0.82,3092.455,-1.466,0.857,,-0.2777441406249994
1,Hit - FTI,1.49,-1.588,4.568,1.166,3214.491,1.278,1.0,,-0.2777441406249994
2,Hit - RP,1.48,-0.451,3.41,0.731,2623.132,2.024,0.258,,-0.2777441406249994
3,Miss - FTI,2.692,-0.103,5.488,1.059,3278.263,2.542,0.066,.,-0.2777441406249994
4,Miss - RP,2.682,1.206,4.159,0.559,1934.427,4.797,0.0,***,-0.2777441406249994
5,FTI - RP,-0.01,-2.602,2.582,0.982,3297.793,-0.01,1.0,,-0.2777441406249994
0,Hit - Miss,-0.967,-3.121,1.186,0.816,3137.506,-1.186,1.0,,-0.2677441406249996
1,Hit - FTI,1.682,-1.377,4.742,1.159,3235.44,1.452,0.88,,-0.2677441406249996
2,Hit - RP,1.401,-0.52,3.322,0.728,2734.404,1.926,0.326,,-0.2677441406249996
3,Miss - FTI,2.65,-0.128,5.428,1.052,3284.3,2.518,0.071,.,-0.2677441406249996
4,Miss - RP,2.369,0.897,3.84,0.557,2090.351,4.251,0.0,***,-0.2677441406249996
5,FTI - RP,-0.281,-2.856,2.293,0.975,3298.0,-0.288,1.0,,-0.2677441406249996
0,Hit - Miss,-0.83,-2.974,1.315,0.812,3119.972,-1.021,1.0,,-0.2577441406249994
1,Hit - FTI,1.823,-1.224,4.87,1.154,3227.327,1.579,0.686,,-0.2577441406249994
2,Hit - RP,1.371,-0.542,3.284,0.724,2690.291,1.892,0.351,,-0.2577441406249994
3,Miss - FTI,2.653,-0.115,5.42,1.048,3281.965,2.53,0.069,.,-0.2577441406249994
4,Miss - RP,2.201,0.736,3.665,0.554,2027.056,3.969,0.0,***,-0.2577441406249994
5,FTI - RP,-0.452,-3.017,2.113,0.972,3297.968,-0.465,1.0,,-0.2577441406249994
0,Hit - Miss,-0.872,-3.033,1.288,0.818,3094.45,-1.066,1.0,,-0.2477441406249996
1,Hit - FTI,1.376,-1.695,4.446,1.163,3215.332,1.183,1.0,,-0.2477441406249996
2,Hit - RP,1.294,-0.632,3.22,0.73,2628.711,1.774,0.457,,-0.2477441406249996
3,Miss - FTI,2.248,-0.541,5.037,1.057,3278.465,2.127,0.201,,-0.2477441406249996
4,Miss - RP,2.167,0.693,3.64,0.558,1942.77,3.884,0.001,***,-0.2477441406249996
5,FTI - RP,-0.081,-2.667,2.504,0.979,3297.795,-0.083,1.0,,-0.2477441406249996
0,Hit - Miss,-0.664,-2.84,1.511,0.824,3097.001,-0.807,1.0,,-0.23774414062499985
1,Hit - FTI,1.177,-1.914,4.268,1.171,3216.5,1.005,1.0,,-0.23774414062499985
2,Hit - RP,1.298,-0.641,3.237,0.734,2635.07,1.767,0.464,,-0.23774414062499985
3,Miss - FTI,1.841,-0.967,4.649,1.064,3278.791,1.731,0.501,,-0.23774414062499985
4,Miss - RP,1.962,0.479,3.446,0.562,1951.618,3.494,0.003,**,-0.23774414062499985
5,FTI - RP,0.121,-2.482,2.724,0.986,3297.813,0.123,1.0,,-0.23774414062499985
0,Hit - Miss,-0.346,-2.512,1.821,0.821,3118.107,-0.422,1.0,,-0.2277441406249996
1,Hit - FTI,1.498,-1.581,4.576,1.166,3226.36,1.284,1.0,,-0.2277441406249996
2,Hit - RP,1.451,-0.481,3.384,0.732,2686.526,1.983,0.285,,-0.2277441406249996
3,Miss - FTI,1.844,-0.952,4.64,1.059,3281.642,1.741,0.491,,-0.2277441406249996
4,Miss - RP,1.797,0.318,3.276,0.56,2022.655,3.209,0.008,**,-0.2277441406249996
5,FTI - RP,-0.047,-2.638,2.545,0.982,3297.953,-0.047,1.0,,-0.2277441406249996
0,Hit - Miss,-0.453,-2.601,1.695,0.814,3153.618,-0.557,1.0,,-0.2177441406249998
1,Hit - FTI,1.716,-1.335,4.768,1.156,3242.68,1.485,0.826,,-0.2177441406249998
2,Hit - RP,1.577,-0.34,3.494,0.726,2777.369,2.172,0.18,,-0.2177441406249998
3,Miss - FTI,2.169,-0.601,4.94,1.05,3286.303,2.067,0.233,,-0.2177441406249998
4,Miss - RP,2.03,0.561,3.499,0.556,2155.604,3.65,0.002,**,-0.2177441406249998
5,FTI - RP,-0.139,-2.706,2.428,0.973,3297.969,-0.143,1.0,,-0.2177441406249998
0,Hit - Miss,-0.737,-2.884,1.41,0.813,3152.892,-0.906,1.0,,-0.2077441406249996
1,Hit - FTI,1.758,-1.292,4.809,1.155,3242.42,1.522,0.769,,-0.2077441406249996
2,Hit - RP,1.601,-0.315,3.518,0.726,2774.829,2.206,0.165,,-0.2077441406249996
3,Miss - FTI,2.495,-0.274,5.265,1.049,3286.261,2.378,0.105,,-0.2077441406249996
4,Miss - RP,2.338,0.87,3.807,0.556,2151.072,4.205,0.0,***,-0.2077441406249996
5,FTI - RP,-0.157,-2.723,2.41,0.972,3297.967,-0.161,1.0,,-0.2077441406249996
0,Hit - Miss,-0.85,-3.017,1.317,0.821,3108.488,-1.036,1.0,,-0.1977441406249998
1,Hit - FTI,1.925,-1.155,5.004,1.167,3222.054,1.65,0.594,,-0.1977441406249998
2,Hit - RP,1.656,-0.277,3.588,0.732,2661.382,2.262,0.143,,-0.1977441406249998
3,Miss - FTI,2.775,-0.022,5.572,1.06,3280.475,2.619,0.053,.,-0.1977441406249998
4,Miss - RP,2.506,1.027,3.985,0.56,1986.042,4.475,0.0,***,-0.1977441406249998
5,FTI - RP,-0.269,-2.862,2.323,0.982,3297.919,-0.274,1.0,,-0.1977441406249998
0,Hit - Miss,-1.049,-3.234,1.135,0.828,3078.865,-1.268,1.0,,-0.1877441406249996
1,Hit - FTI,1.981,-1.124,5.087,1.176,3208.17,1.684,0.553,,-0.1877441406249996
2,Hit - RP,1.632,-0.315,3.58,0.738,2590.322,2.213,0.162,,-0.1877441406249996
3,Miss - FTI,3.031,0.209,5.852,1.069,3276.465,2.836,0.028,*,-0.1877441406249996
4,Miss - RP,2.682,1.193,4.171,0.564,1890.186,4.756,0.0,***,-0.1877441406249996
5,FTI - RP,-0.349,-2.964,2.266,0.991,3297.677,-0.352,1.0,,-0.1877441406249996
0,Hit - Miss,-1.024,-3.206,1.157,0.826,3097.354,-1.24,1.0,,-0.17774414062499974
1,Hit - FTI,1.951,-1.149,5.051,1.174,3216.885,1.661,0.581,,-0.17774414062499974
2,Hit - RP,1.652,-0.293,3.597,0.737,2634.077,2.242,0.15,,-0.17774414062499974
3,Miss - FTI,2.975,0.159,5.791,1.067,3278.997,2.789,0.032,*,-0.17774414062499974
