index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
4,Miss - RP,2.676,1.188,4.164,0.563,1948.371,4.75,0.0,***,-0.17774414062499974
5,FTI - RP,-0.299,-2.909,2.311,0.989,3297.848,-0.302,1.0,,-0.17774414062499974
0,Hit - Miss,-0.628,-2.803,1.548,0.824,3096.581,-0.762,1.0,,-0.16774414062499954
1,Hit - FTI,2.037,-1.054,5.128,1.171,3216.507,1.74,0.492,,-0.16774414062499954
2,Hit - RP,1.829,-0.11,3.768,0.734,2632.352,2.49,0.077,.,-0.16774414062499954
3,Miss - FTI,2.664,-0.143,5.472,1.064,3278.881,2.505,0.074,.,-0.16774414062499954
4,Miss - RP,2.456,0.973,3.94,0.562,1946.174,4.373,0.0,***,-0.16774414062499954
5,FTI - RP,-0.208,-2.811,2.395,0.986,3297.84,-0.211,1.0,,-0.16774414062499954
0,Hit - Miss,-0.462,-2.633,1.709,0.822,3066.073,-0.562,1.0,,-0.15774414062499975
1,Hit - FTI,2.073,-1.013,5.16,1.169,3202.154,1.774,0.457,,-0.15774414062499975
2,Hit - RP,1.847,-0.087,3.782,0.733,2560.265,2.521,0.071,.,-0.15774414062499975
3,Miss - FTI,2.535,-0.269,5.339,1.062,3274.738,2.387,0.102,,-0.15774414062499975
4,Miss - RP,2.309,0.83,3.788,0.56,1850.817,4.124,0.0,***,-0.15774414062499975
5,FTI - RP,-0.226,-2.825,2.373,0.985,3297.541,-0.23,1.0,,-0.15774414062499975
0,Hit - Miss,-0.364,-2.517,1.788,0.815,3006.309,-0.447,1.0,,-0.14774414062499952
1,Hit - FTI,2.356,-0.705,5.417,1.16,3173.41,2.032,0.253,,-0.14774414062499952
2,Hit - RP,1.854,-0.062,3.77,0.726,2428.225,2.554,0.064,.,-0.14774414062499952
3,Miss - FTI,2.721,-0.061,5.503,1.054,3266.36,2.582,0.059,.,-0.14774414062499952
4,Miss - RP,2.218,0.755,3.681,0.554,1688.887,4.004,0.0,***,-0.14774414062499952
5,FTI - RP,-0.502,-3.082,2.077,0.977,3296.61,-0.514,1.0,,-0.14774414062499952
0,Hit - Miss,-0.164,-2.307,1.978,0.811,2930.604,-0.202,1.0,,-0.13774414062499973
1,Hit - FTI,2.78,-0.268,5.828,1.155,3135.596,2.408,0.097,.,-0.13774414062499973
2,Hit - RP,2.031,0.126,3.936,0.721,2277.984,2.816,0.029,*,-0.13774414062499973
3,Miss - FTI,2.944,0.173,5.715,1.05,3255.155,2.804,0.03,*,-0.13774414062499973
4,Miss - RP,2.195,0.743,3.648,0.55,1524.001,3.994,0.0,***,-0.13774414062499973
5,FTI - RP,-0.748,-3.319,1.822,0.974,3294.746,-0.769,1.0,,-0.13774414062499973
0,Hit - Miss,-0.274,-2.414,1.866,0.811,2957.258,-0.338,1.0,,-0.1277441406249995
1,Hit - FTI,2.556,-0.488,5.601,1.153,3148.749,2.217,0.16,,-0.1277441406249995
2,Hit - RP,2.107,0.204,4.01,0.721,2331.537,2.924,0.021,*,-0.1277441406249995
3,Miss - FTI,2.83,0.063,5.598,1.048,3258.956,2.7,0.042,*,-0.1277441406249995
4,Miss - RP,2.381,0.93,3.833,0.549,1583.149,4.334,0.0,***,-0.1277441406249995
5,FTI - RP,-0.449,-3.016,2.118,0.972,3295.327,-0.462,1.0,,-0.1277441406249995
0,Hit - Miss,-0.405,-2.541,1.732,0.809,3068.327,-0.5,1.0,,-0.11774414062499973
1,Hit - FTI,2.038,-0.999,5.075,1.15,3203.177,1.771,0.459,,-0.11774414062499973
2,Hit - RP,2.114,0.21,4.018,0.721,2565.85,2.932,0.02,*,-0.11774414062499973
3,Miss - FTI,2.443,-0.316,5.202,1.045,3275.015,2.337,0.117,,-0.11774414062499973
4,Miss - RP,2.519,1.063,3.974,0.551,1858.393,4.57,0.0,***,-0.11774414062499973
5,FTI - RP,0.076,-2.482,2.634,0.969,3297.557,0.079,1.0,,-0.11774414062499973
0,Hit - Miss,-0.328,-2.47,1.813,0.811,3092.291,-0.405,1.0,,-0.10774414062499947
1,Hit - FTI,2.139,-0.904,5.182,1.153,3214.772,1.855,0.382,,-0.10774414062499947
2,Hit - RP,2.229,0.319,4.138,0.723,2619.759,3.082,0.012,*,-0.10774414062499947
3,Miss - FTI,2.467,-0.297,5.232,1.047,3278.5,2.356,0.111,,-0.10774414062499947
4,Miss - RP,2.557,1.096,4.017,0.553,1926.854,4.622,0.0,***,-0.10774414062499947
5,FTI - RP,0.09,-2.473,2.652,0.971,3297.846,0.092,1.0,,-0.10774414062499947
0,Hit - Miss,-0.518,-2.664,1.628,0.813,3060.24,-0.637,1.0,,-0.0977441406249997
1,Hit - FTI,2.184,-0.867,5.234,1.156,3199.655,1.89,0.353,,-0.0977441406249997
2,Hit - RP,2.186,0.274,4.099,0.724,2544.665,3.019,0.015,*,-0.0977441406249997
3,Miss - FTI,2.702,-0.07,5.473,1.05,3274.127,2.574,0.061,.,-0.0977441406249997
4,Miss - RP,2.705,1.243,4.167,0.554,1828.676,4.886,0.0,***,-0.0977441406249997
5,FTI - RP,0.003,-2.566,2.572,0.973,3297.533,0.003,1.0,,-0.0977441406249997
0,Hit - Miss,-0.786,-2.928,1.356,0.811,3049.765,-0.969,1.0,,-0.08774414062499948
1,Hit - FTI,1.465,-1.58,4.509,1.153,3194.529,1.27,1.0,,-0.08774414062499948
2,Hit - RP,2.019,0.111,3.927,0.723,2521.972,2.793,0.032,*,-0.08774414062499948
3,Miss - FTI,2.251,-0.516,5.017,1.048,3272.581,2.148,0.191,,-0.08774414062499948
4,Miss - RP,2.805,1.346,4.263,0.552,1801.134,5.08,0.0,***,-0.08774414062499948
5,FTI - RP,0.554,-2.011,3.119,0.972,3297.366,0.57,1.0,,-0.08774414062499948
0,Hit - Miss,-0.801,-2.924,1.322,0.804,3094.5,-0.996,1.0,,-0.07774414062499968
1,Hit - FTI,0.767,-2.25,3.785,1.143,3215.802,0.671,1.0,,-0.07774414062499968
2,Hit - RP,1.89,-0.003,3.783,0.717,2625.105,2.635,0.051,.,-0.07774414062499968
3,Miss - FTI,1.568,-1.173,4.309,1.038,3278.794,1.51,0.786,,-0.07774414062499968
4,Miss - RP,2.691,1.242,4.139,0.548,1934.093,4.906,0.0,***,-0.07774414062499968
5,FTI - RP,1.123,-1.418,3.663,0.962,3297.861,1.166,1.0,,-0.07774414062499968
0,Hit - Miss,-0.925,-3.063,1.214,0.81,3117.978,-1.141,1.0,,-0.06774414062499945
1,Hit - FTI,0.9,-2.139,3.939,1.151,3226.672,0.782,1.0,,-0.06774414062499945
2,Hit - RP,1.641,-0.267,3.549,0.723,2683.041,2.271,0.139,,-0.06774414062499945
3,Miss - FTI,1.824,-0.935,4.584,1.045,3281.896,1.745,0.486,,-0.06774414062499945
4,Miss - RP,2.566,1.105,4.026,0.553,2014.438,4.639,0.0,***,-0.06774414062499945
5,FTI - RP,0.741,-1.817,3.299,0.969,3297.978,0.765,1.0,,-0.06774414062499945
0,Hit - Miss,-0.98,-3.13,1.17,0.814,3123.16,-1.203,1.0,,-0.05774414062499966
1,Hit - FTI,1.495,-1.56,4.55,1.157,3228.895,1.292,1.0,,-0.05774414062499966
2,Hit - RP,1.649,-0.269,3.567,0.726,2697.467,2.27,0.14,,-0.05774414062499966
3,Miss - FTI,2.475,-0.3,5.249,1.051,3282.456,2.355,0.112,,-0.05774414062499966
4,Miss - RP,2.629,1.16,4.097,0.556,2036.409,4.728,0.0,***,-0.05774414062499966
5,FTI - RP,0.154,-2.417,2.726,0.974,3297.984,0.158,1.0,,-0.05774414062499966
0,Hit - Miss,-0.576,-2.721,1.569,0.813,3122.058,-0.709,1.0,,-0.04774414062499943
1,Hit - FTI,2.035,-1.013,5.083,1.155,3228.355,1.762,0.469,,-0.04774414062499943
2,Hit - RP,2.216,0.302,4.129,0.725,2694.971,3.057,0.014,*,-0.04774414062499943
3,Miss - FTI,2.611,-0.158,5.379,1.049,3282.288,2.49,0.077,.,-0.04774414062499943
4,Miss - RP,2.791,1.327,4.256,0.555,2033.137,5.033,0.0,***,-0.04774414062499943
5,FTI - RP,0.181,-2.385,2.746,0.972,3297.979,0.186,1.0,,-0.04774414062499943
0,Hit - Miss,-0.232,-2.39,1.926,0.817,3138.888,-0.284,1.0,,-0.03774414062499965
1,Hit - FTI,2.399,-0.667,5.464,1.161,3236.107,2.066,0.234,,-0.03774414062499965
2,Hit - RP,2.755,0.829,4.68,0.729,2737.664,3.777,0.001,***,-0.03774414062499965
3,Miss - FTI,2.631,-0.153,5.414,1.055,3284.505,2.494,0.076,.,-0.03774414062499965
4,Miss - RP,2.987,1.512,4.461,0.558,2094.827,5.348,0.0,***,-0.03774414062499965
5,FTI - RP,0.356,-2.224,2.936,0.977,3297.999,0.364,1.0,,-0.03774414062499965
0,Hit - Miss,-0.415,-2.595,1.765,0.826,3183.749,-0.503,1.0,,-0.027744140624999414
1,Hit - FTI,2.457,-0.639,5.553,1.173,3256.193,2.095,0.218,,-0.027744140624999414
2,Hit - RP,2.799,0.851,4.746,0.738,2859.534,3.794,0.001,***,-0.027744140624999414
3,Miss - FTI,2.872,0.061,5.682,1.065,3290.052,2.698,0.042,*,-0.027744140624999414
4,Miss - RP,3.214,1.72,4.707,0.566,2285.451,5.683,0.0,***,-0.027744140624999414
5,FTI - RP,0.342,-2.262,2.946,0.986,3297.695,0.347,1.0,,-0.027744140624999414
0,Hit - Miss,-0.855,-3.031,1.322,0.825,3202.328,-1.036,1.0,,-0.017744140624999627
1,Hit - FTI,2.365,-0.726,5.456,1.171,3264.255,2.02,0.261,,-0.017744140624999627
2,Hit - RP,2.571,0.625,4.516,0.737,2913.746,3.489,0.003,**,-0.017744140624999627
3,Miss - FTI,3.219,0.414,6.025,1.063,3292.171,3.03,0.015,*,-0.017744140624999627
4,Miss - RP,3.425,1.933,4.918,0.565,2377.716,6.059,0.0,***,-0.017744140624999627
5,FTI - RP,0.206,-2.393,2.805,0.984,3297.376,0.209,1.0,,-0.017744140624999627
0,Hit - Miss,-1.056,-3.221,1.109,0.82,3176.633,-1.288,1.0,,-0.007744140624999395
1,Hit - FTI,2.217,-0.858,5.292,1.165,3253.037,1.904,0.342,,-0.007744140624999395
2,Hit - RP,2.498,0.565,4.431,0.732,2839.626,3.411,0.004,**,-0.007744140624999395
3,Miss - FTI,3.273,0.482,6.065,1.057,3289.19,3.096,0.012,*,-0.007744140624999395
4,Miss - RP,3.554,2.072,5.037,0.561,2253.044,6.331,0.0,***,-0.007744140624999395
5,FTI - RP,0.281,-2.305,2.867,0.98,3297.788,0.287,1.0,,-0.007744140624999395
0,Hit - Miss,-0.759,-2.917,1.399,0.818,3133.963,-0.928,1.0,,0.0022558593750003912
1,Hit - FTI,1.922,-1.144,4.989,1.162,3233.809,1.655,0.588,,0.0022558593750003912
2,Hit - RP,2.694,0.769,4.62,0.729,2725.371,3.694,0.001,**,0.0022558593750003912
3,Miss - FTI,2.681,-0.104,5.466,1.055,3283.833,2.542,0.066,.,0.0022558593750003912
4,Miss - RP,3.453,1.979,4.928,0.558,2077.19,6.184,0.0,***,0.0022558593750003912
5,FTI - RP,0.772,-1.808,3.353,0.978,3297.999,0.79,1.0,,0.0022558593750003912
0,Hit - Miss,-0.398,-2.559,1.763,0.819,3133.765,-0.486,1.0,,0.012255859375000178
1,Hit - FTI,1.765,-1.306,4.835,1.163,3233.685,1.517,0.776,,0.012255859375000178
2,Hit - RP,2.868,0.94,4.796,0.73,2725.15,3.927,0.001,***,0.012255859375000178
3,Miss - FTI,2.163,-0.625,4.951,1.056,3283.783,2.048,0.244,,0.012255859375000178
4,Miss - RP,3.266,1.79,4.742,0.559,2077.17,5.841,0.0,***,0.012255859375000178
5,FTI - RP,1.103,-1.481,3.687,0.979,3297.999,1.127,1.0,,0.012255859375000178
0,Hit - Miss,-0.394,-2.553,1.766,0.818,3132.664,-0.481,1.0,,0.02225585937500041
1,Hit - FTI,2.127,-0.942,5.196,1.163,3233.122,1.83,0.404,,0.02225585937500041
2,Hit - RP,3.021,1.094,4.948,0.73,2722.83,4.139,0.0,***,0.02225585937500041
3,Miss - FTI,2.521,-0.266,5.308,1.056,3283.597,2.388,0.102,,0.02225585937500041
4,Miss - RP,3.415,1.939,4.89,0.559,2074.312,6.111,0.0,***,0.02225585937500041
5,FTI - RP,0.894,-1.689,3.477,0.978,3297.997,0.914,1.0,,0.02225585937500041
0,Hit - Miss,-0.403,-2.568,1.762,0.82,3115.641,-0.491,1.0,,0.032255859375000195
1,Hit - FTI,2.565,-0.512,5.642,1.166,3225.303,2.2,0.167,,0.032255859375000195
2,Hit - RP,3.321,1.389,5.252,0.731,2679.666,4.54,0.0,***,0.032255859375000195
3,Miss - FTI,2.968,0.173,5.762,1.059,3281.376,2.803,0.031,*,0.032255859375000195
4,Miss - RP,3.724,2.245,5.202,0.56,2012.223,6.653,0.0,***,0.032255859375000195
5,FTI - RP,0.756,-1.834,3.346,0.981,3297.948,0.77,1.0,,0.032255859375000195
0,Hit - Miss,-0.386,-2.552,1.781,0.821,3107.313,-0.47,1.0,,0.042255859375000426
1,Hit - FTI,2.58,-0.499,5.658,1.166,3221.445,2.212,0.162,,0.042255859375000426
2,Hit - RP,2.896,0.964,4.827,0.732,2659.033,3.958,0.0,***,0.042255859375000426
3,Miss - FTI,2.965,0.169,5.762,1.059,3280.272,2.8,0.031,*,0.042255859375000426
4,Miss - RP,3.281,1.803,4.759,0.56,1983.339,5.862,0.0,***,0.042255859375000426
5,FTI - RP,0.316,-2.276,2.907,0.982,3297.905,0.321,1.0,,0.042255859375000426
0,Hit - Miss,-0.657,-2.812,1.497,0.816,3061.801,-0.805,1.0,,0.05225585937500021
1,Hit - FTI,2.382,-0.681,5.445,1.16,3199.899,2.053,0.241,,0.05225585937500021
2,Hit - RP,1.542,-0.378,3.461,0.727,2552.302,2.12,0.205,,0.05225585937500021
3,Miss - FTI,3.039,0.256,5.822,1.054,3273.989,2.883,0.024,*,0.05225585937500021
4,Miss - RP,2.199,0.732,3.666,0.556,1842.468,3.958,0.0,***,0.05225585937500021
5,FTI - RP,-0.84,-3.421,1.74,0.977,3297.432,-0.86,1.0,,0.05225585937500021
0,Hit - Miss,-0.858,-3.004,1.287,0.813,2934.329,-1.056,1.0,,0.06225585937500045
1,Hit - FTI,2.259,-0.793,5.312,1.156,3137.408,1.954,0.305,,0.06225585937500045
2,Hit - RP,0.962,-0.946,2.87,0.722,2285.638,1.332,1.0,,0.06225585937500045
3,Miss - FTI,3.118,0.343,5.893,1.051,3255.668,2.966,0.018,*,0.06225585937500045
4,Miss - RP,1.82,0.366,3.275,0.551,1532.586,3.307,0.006,**,0.06225585937500045
5,FTI - RP,-1.298,-3.872,1.277,0.975,3294.811,-1.331,1.0,,0.06225585937500045
0,Hit - Miss,-0.757,-2.905,1.391,0.814,2820.983,-0.93,1.0,,0.07225585937500023
1,Hit - FTI,2.514,-0.544,5.571,1.158,3079.249,2.17,0.18,,0.07225585937500023
2,Hit - RP,1.177,-0.73,3.085,0.722,2080.053,1.63,0.619,,0.07225585937500023
3,Miss - FTI,3.27,0.489,6.052,1.054,3238.549,3.104,0.012,*,0.07225585937500023
4,Miss - RP,1.934,0.482,3.386,0.549,1326.314,3.52,0.003,**,0.07225585937500023
5,FTI - RP,-1.336,-3.917,1.245,0.978,3291.42,-1.367,1.0,,0.07225585937500023
0,Hit - Miss,-0.867,-3.023,1.29,0.817,2875.286,-1.061,1.0,,0.08225585937500046
1,Hit - FTI,2.9,-0.169,5.968,1.162,3107.31,2.494,0.076,.,0.08225585937500046
2,Hit - RP,0.466,-1.45,2.382,0.725,2176.177,0.642,1.0,,0.08225585937500046
3,Miss - FTI,3.766,0.975,6.557,1.057,3246.792,3.562,0.002,**,0.08225585937500046
4,Miss - RP,1.332,-0.127,2.791,0.552,1420.489,2.413,0.096,.,0.08225585937500046
5,FTI - RP,-2.434,-5.023,0.156,0.981,3293.078,-2.481,0.079,.,0.08225585937500046
0,Hit - Miss,-0.931,-3.094,1.233,0.819,2821.854,-1.136,1.0,,0.09225585937500023
1,Hit - FTI,3.115,0.035,6.195,1.167,3079.189,2.67,0.046,*,0.09225585937500023
2,Hit - RP,-0.41,-2.33,1.51,0.727,2085.523,-0.564,1.0,,0.09225585937500023
3,Miss - FTI,4.046,1.244,6.848,1.061,3238.435,3.812,0.001,***,0.09225585937500023
4,Miss - RP,0.521,-0.94,1.982,0.553,1335.174,0.942,1.0,,0.09225585937500023
5,FTI - RP,-3.525,-6.125,-0.925,0.985,3291.058,-3.579,0.002,**,0.09225585937500023
0,Hit - Miss,-0.262,-2.423,1.899,0.819,2670.521,-0.32,1.0,,0.10225585937500048
1,Hit - FTI,3.65,0.57,6.729,1.166,2997.247,3.129,0.011,*,0.10225585937500048
2,Hit - RP,-0.057,-1.972,1.858,0.725,1848.996,-0.079,1.0,,0.10225585937500048
3,Miss - FTI,3.911,1.108,6.715,1.062,3214.228,3.684,0.001,**,0.10225585937500048
4,Miss - RP,0.205,-1.249,1.659,0.55,1126.85,0.372,1.0,,0.10225585937500048
5,FTI - RP,-3.707,-6.309,-1.104,0.986,3284.775,-3.76,0.001,**,0.10225585937500048
0,Hit - Miss,0.263,-1.888,2.413,0.814,2750.805,0.322,1.0,,0.11225585937500028
1,Hit - FTI,3.815,0.753,6.877,1.16,3041.531,3.289,0.006,**,0.11225585937500028
2,Hit - RP,-0.244,-2.152,1.663,0.722,1968.151,-0.339,1.0,,0.11225585937500028
3,Miss - FTI,3.552,0.766,6.339,1.055,3227.342,3.366,0.005,**,0.11225585937500028
4,Miss - RP,-0.507,-1.957,0.943,0.549,1226.788,-0.924,1.0,,0.11225585937500028
5,FTI - RP,-4.059,-6.646,-1.473,0.98,3288.519,-4.143,0.0,***,0.11225585937500028
0,Hit - Miss,-0.127,-2.284,2.03,0.817,2898.922,-0.156,1.0,,0.1222558593750005
1,Hit - FTI,2.778,-0.291,5.847,1.163,3119.107,2.389,0.102,,0.1222558593750005
2,Hit - RP,-2.58,-4.496,-0.663,0.726,2221.708,-3.555,0.002,**,0.1222558593750005
3,Miss - FTI,2.905,0.114,5.696,1.057,3250.182,2.748,0.036,*,0.1222558593750005
4,Miss - RP,-2.453,-3.913,-0.993,0.553,1468.703,-4.439,0.0,***,0.1222558593750005
5,FTI - RP,-5.358,-7.947,-2.768,0.981,3293.599,-5.462,0.0,***,0.1222558593750005
0,Hit - Miss,-0.312,-2.474,1.85,0.819,2969.286,-0.381,1.0,,0.13225585937500028
1,Hit - FTI,2.058,-1.017,5.134,1.165,3154.473,1.767,0.464,,0.13225585937500028
2,Hit - RP,-5.458,-7.381,-3.535,0.728,2357.617,-7.495,0.0,***,0.13225585937500028
3,Miss - FTI,2.37,-0.426,5.166,1.059,3260.549,2.238,0.152,,0.13225585937500028
4,Miss - RP,-5.146,-6.613,-3.68,0.555,1613.957,-9.269,0.0,***,0.13225585937500028
5,FTI - RP,-7.516,-10.11,-4.923,0.982,3295.494,-7.651,0.0,***,0.13225585937500028
0,Hit - Miss,0.009,-2.178,2.197,0.829,3069.605,0.011,1.0,,0.14225585937500052
1,Hit - FTI,2.709,-0.401,5.818,1.178,3203.403,2.299,0.129,,0.14225585937500052
2,Hit - RP,-7.148,-9.097,-5.199,0.738,2571.947,-9.683,0.0,***,0.14225585937500052
3,Miss - FTI,2.699,-0.126,5.525,1.07,3274.921,2.522,0.07,.,0.14225585937500052
4,Miss - RP,-7.157,-8.647,-5.667,0.564,1869.459,-12.688,0.0,***,0.14225585937500052
5,FTI - RP,-9.857,-12.476,-7.237,0.992,3297.483,-9.934,0.0,***,0.14225585937500052
0,Hit - Miss,-0.212,-2.411,1.987,0.833,3144.508,-0.254,1.0,,0.1522558593750003
1,Hit - FTI,3.335,0.211,6.459,1.183,3238.329,2.818,0.029,*,0.1522558593750003
2,Hit - RP,-7.799,-9.761,-5.836,0.743,2755.257,-10.493,0.0,***,0.1522558593750003
3,Miss - FTI,3.547,0.71,6.384,1.075,3284.982,3.301,0.006,**,0.1522558593750003
4,Miss - RP,-7.587,-9.09,-6.084,0.569,2124.178,-13.331,0.0,***,0.1522558593750003
5,FTI - RP,-11.134,-13.763,-8.505,0.996,3297.999,-11.179,0.0,***,0.1522558593750003
0,Hit - Miss,-0.764,-2.97,1.443,0.836,3149.296,-0.914,1.0,,0.16225585937500053
1,Hit - FTI,3.411,0.277,6.545,1.187,3240.564,2.873,0.025,*,0.16225585937500053
2,Hit - RP,-7.56,-9.529,-5.591,0.746,2767.316,-10.137,0.0,***,0.16225585937500053
3,Miss - FTI,4.174,1.328,7.021,1.078,3285.638,3.872,0.001,***,0.16225585937500053
4,Miss - RP,-6.796,-8.305,-5.288,0.571,2141.805,-11.899,0.0,***,0.16225585937500053
5,FTI - RP,-10.971,-13.608,-8.333,0.999,3297.991,-10.981,0.0,***,0.16225585937500053
0,Hit - Miss,-1.079,-3.285,1.127,0.836,3210.355,-1.291,1.0,,0.17225585937500032
1,Hit - FTI,3.743,0.611,6.874,1.186,3267.552,3.154,0.01,**,0.17225585937500032
2,Hit - RP,-6.544,-8.515,-4.572,0.747,2939.232,-8.762,0.0,***,0.17225585937500032
3,Miss - FTI,4.821,1.979,7.664,1.077,3292.955,4.477,0.0,***,0.17225585937500032
4,Miss - RP,-5.465,-6.978,-3.951,0.573,2424.322,-9.534,0.0,***,0.17225585937500032
5,FTI - RP,-10.286,-12.919,-7.653,0.997,3297.252,-10.313,0.0,***,0.17225585937500032
0,Hit - Miss,-1.443,-3.638,0.752,0.832,3261.125,-1.736,0.496,,0.18225585937500052
1,Hit - FTI,3.949,0.834,7.064,1.18,3288.072,3.347,0.005,**,0.18225585937500052
2,Hit - RP,-4.871,-6.836,-2.905,0.744,3107.368,-6.542,0.0,***,0.18225585937500052
3,Miss - FTI,5.392,2.567,8.218,1.07,3297.436,5.038,0.0,***,0.18225585937500052
4,Miss - RP,-3.427,-4.94,-1.915,0.573,2757.127,-5.984,0.0,***,0.18225585937500052
5,FTI - RP,-8.82,-11.435,-6.204,0.991,3295.056,-8.901,0.0,***,0.18225585937500052
0,Hit - Miss,-1.638,-3.816,0.54,0.825,3274.045,-1.985,0.283,,0.19225585937500034
1,Hit - FTI,4.096,1.006,7.185,1.17,3292.676,3.499,0.003,**,0.19225585937500034
2,Hit - RP,-2.18,-4.132,-0.229,0.739,3156.923,-2.95,0.019,*,0.19225585937500034
3,Miss - FTI,5.734,2.931,8.536,1.062,3297.957,5.401,0.0,***,0.19225585937500034
4,Miss - RP,-0.542,-2.045,0.96,0.569,2870.304,-0.953,1.0,,0.19225585937500034
5,FTI - RP,-6.276,-8.87,-3.682,0.983,3293.948,-6.387,0.0,***,0.19225585937500034
0,Hit - Miss,-1.367,-3.524,0.791,0.817,3271.63,-1.672,0.567,,0.20225585937500054
1,Hit - FTI,4.824,1.764,7.885,1.159,3291.862,4.161,0.0,***,0.20225585937500054
2,Hit - RP,0.84,-1.093,2.772,0.732,3147.163,1.147,1.0,,0.20225585937500054
3,Miss - FTI,6.191,3.415,8.967,1.052,3297.901,5.888,0.0,***,0.20225585937500054
4,Miss - RP,2.206,0.718,3.694,0.564,2847.121,3.915,0.001,***,0.20225585937500054
5,FTI - RP,-3.985,-6.554,-1.415,0.973,3294.164,-4.094,0.0,***,0.20225585937500054
0,Hit - Miss,-1.319,-3.482,0.843,0.819,3275.019,-1.611,0.644,,0.2122558593750004
1,Hit - FTI,4.982,1.914,8.049,1.162,3293.044,4.287,0.0,***,0.2122558593750004
2,Hit - RP,2.8,0.862,4.737,0.734,3160.248,3.815,0.001,***,0.2122558593750004
3,Miss - FTI,6.301,3.519,9.083,1.054,3297.979,5.979,0.0,***,0.2122558593750004
4,Miss - RP,4.119,2.627,5.612,0.565,2877.422,7.288,0.0,***,0.2122558593750004
5,FTI - RP,-2.182,-4.757,0.393,0.976,3293.742,-2.237,0.152,,0.2122558593750004
0,Hit - Miss,-1.508,-3.698,0.681,0.829,3287.265,-1.819,0.414,,0.2222558593750006
1,Hit - FTI,4.286,1.182,7.391,1.176,3296.712,3.645,0.002,**,0.2222558593750006
2,Hit - RP,3.73,1.767,5.693,0.744,3213.313,5.016,0.0,***,0.2222558593750006
3,Miss - FTI,5.794,2.98,8.609,1.066,3297.669,5.434,0.0,***,0.2222558593750006
4,Miss - RP,5.238,3.725,6.752,0.573,3010.214,9.138,0.0,***,0.2222558593750006
5,FTI - RP,-0.556,-3.161,2.049,0.987,3291.955,-0.564,1.0,,0.2222558593750006
0,Hit - Miss,-0.955,-3.16,1.249,0.835,3292.007,-1.144,1.0,,0.2322558593750004
1,Hit - FTI,4.172,1.046,7.299,1.184,3297.707,3.523,0.003,**,0.2322558593750004
2,Hit - RP,4.608,2.631,6.586,0.749,3237.387,6.151,0.0,***,0.2322558593750004
3,Miss - FTI,5.128,2.294,7.962,1.074,3297.062,4.776,0.0,***,0.2322558593750004
4,Miss - RP,5.564,4.038,7.09,0.578,3075.957,9.627,0.0,***,0.2322558593750004
5,FTI - RP,0.436,-2.186,3.058,0.993,3290.89,0.439,1.0,,0.2322558593750004
0,Hit - Miss,-0.013,-2.226,2.199,0.838,3291.934,-0.016,1.0,,0.2422558593750006
1,Hit - FTI,4.186,1.049,7.323,1.188,3297.694,3.523,0.003,**,0.2422558593750006
2,Hit - RP,5.524,3.539,7.509,0.752,3237.028,7.348,0.0,***,0.2422558593750006
3,Miss - FTI,4.2,1.356,7.044,1.077,3297.079,3.898,0.001,***,0.2422558593750006
4,Miss - RP,5.537,4.006,7.069,0.58,3075.006,9.548,0.0,***,0.2422558593750006
5,FTI - RP,1.338,-1.294,3.969,0.997,3290.924,1.342,1.0,,0.2422558593750006
0,Hit - Miss,0.645,-1.568,2.857,0.838,3289.843,0.769,1.0,,0.2522558593750004
1,Hit - FTI,3.445,0.308,6.582,1.188,3297.303,2.899,0.023,*,0.2522558593750004
2,Hit - RP,6.423,4.439,8.408,0.752,3226.047,8.546,0.0,***,0.2522558593750004
3,Miss - FTI,2.8,-0.044,5.645,1.078,3297.404,2.599,0.056,.,0.2522558593750004
4,Miss - RP,5.779,4.248,7.309,0.58,3044.552,9.969,0.0,***,0.2522558593750004
5,FTI - RP,2.978,0.346,5.61,0.997,3291.441,2.987,0.017,*,0.2522558593750004
0,Hit - Miss,1.43,-0.78,3.641,0.837,3293.425,1.708,0.526,,0.2622558593750002
1,Hit - FTI,2.906,-0.228,6.041,1.187,3297.897,2.447,0.087,.,0.2622558593750002
2,Hit - RP,7.713,5.73,9.697,0.751,3245.421,10.266,0.0,***,0.2622558593750002
3,Miss - FTI,1.476,-1.366,4.318,1.076,3296.756,1.371,1.0,,0.2622558593750002
4,Miss - RP,6.283,4.752,7.813,0.58,3098.935,10.837,0.0,***,0.2622558593750002
5,FTI - RP,4.807,2.178,7.436,0.996,3290.477,4.827,0.0,***,0.2622558593750002
0,Hit - Miss,2.302,0.097,4.507,0.835,3296.777,2.756,0.035,*,0.2722558593750004
1,Hit - FTI,2.762,-0.364,5.887,1.184,3297.823,2.333,0.118,,0.2722558593750004
2,Hit - RP,8.957,6.978,10.936,0.75,3268.247,11.947,0.0,***,0.2722558593750004
3,Miss - FTI,0.46,-2.373,3.293,1.073,3295.396,0.429,1.0,,0.2722558593750004
4,Miss - RP,6.655,5.126,8.183,0.579,3168.047,11.496,0.0,***,0.2722558593750004
5,FTI - RP,6.195,3.574,8.815,0.993,3288.986,6.241,0.0,***,0.2722558593750004
0,Hit - Miss,2.868,0.676,5.06,0.83,3296.383,3.454,0.003,**,0.2822558593750002
1,Hit - FTI,2.189,-0.919,5.296,1.177,3297.908,1.859,0.378,,0.2822558593750002
