index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
3,Miss - FTI,-1.124,-3.553,1.305,0.92,3151.528,-1.222,1.0,,-0.7577441406249994
4,Miss - RP,2.034,0.793,3.275,0.469,814.857,4.335,0.0,***,-0.7577441406249994
5,FTI - RP,3.158,0.901,5.416,0.855,3260.266,3.693,0.001,**,-0.7577441406249994
0,Hit - Miss,-0.038,-1.902,1.826,0.706,2270.15,-0.054,1.0,,-0.7477441406249996
1,Hit - FTI,-0.604,-3.266,2.059,1.009,2755.107,-0.598,1.0,,-0.7477441406249996
2,Hit - RP,2.308,0.665,3.951,0.622,1373.802,3.712,0.001,**,-0.7477441406249996
3,Miss - FTI,-0.566,-2.996,1.864,0.92,3143.913,-0.615,1.0,,-0.7477441406249996
4,Miss - RP,2.346,1.107,3.584,0.468,789.235,5.008,0.0,***,-0.7477441406249996
5,FTI - RP,2.911,0.652,5.17,0.856,3256.199,3.402,0.004,**,-0.7477441406249996
0,Hit - Miss,-0.348,-2.195,1.499,0.7,2119.683,-0.498,1.0,,-0.7377441406249998
1,Hit - FTI,-0.286,-2.927,2.355,1.0,2654.616,-0.286,1.0,,-0.7377441406249998
2,Hit - RP,2.057,0.432,3.681,0.615,1228.137,3.345,0.005,**,-0.7377441406249998
3,Miss - FTI,0.062,-2.35,2.474,0.914,3114.713,0.068,1.0,,-0.7377441406249998
4,Miss - RP,2.405,1.182,3.627,0.462,697.687,5.205,0.0,***,-0.7377441406249998
5,FTI - RP,2.343,0.099,4.586,0.85,3241.622,2.757,0.035,*,-0.7377441406249998
0,Hit - Miss,-0.367,-2.223,1.489,0.703,2179.394,-0.523,1.0,,-0.7277441406249996
1,Hit - FTI,-0.326,-2.978,2.326,1.004,2695.308,-0.325,1.0,,-0.7277441406249996
2,Hit - RP,1.883,0.249,3.517,0.618,1281.975,3.045,0.014,*,-0.7277441406249996
3,Miss - FTI,0.041,-2.38,2.462,0.917,3126.018,0.045,1.0,,-0.7277441406249996
4,Miss - RP,2.25,1.019,3.481,0.465,728.67,4.836,0.0,***,-0.7277441406249996
5,FTI - RP,2.209,-0.042,4.461,0.853,3248.38,2.591,0.058,.,-0.7277441406249996
0,Hit - Miss,-0.231,-2.087,1.625,0.703,2048.488,-0.329,1.0,,-0.7177441406249998
1,Hit - FTI,-0.689,-3.343,1.965,1.005,2605.064,-0.685,1.0,,-0.7177441406249998
2,Hit - RP,1.918,0.286,3.55,0.617,1160.811,3.107,0.012,*,-0.7177441406249998
3,Miss - FTI,-0.458,-2.882,1.967,0.918,3099.053,-0.498,1.0,,-0.7177441406249998
4,Miss - RP,2.149,0.922,3.377,0.464,653.448,4.635,0.0,***,-0.7177441406249998
5,FTI - RP,2.607,0.352,4.862,0.854,3235.006,3.052,0.014,*,-0.7177441406249998
0,Hit - Miss,-0.251,-2.095,1.593,0.698,3298.0,-0.359,1.0,,-0.7077441406249996
1,Hit - FTI,-0.937,-3.575,1.701,0.999,3298.0,-0.938,1.0,,-0.7077441406249996
2,Hit - RP,1.902,0.284,3.52,0.613,3298.0,3.103,0.012,*,-0.7077441406249996
3,Miss - FTI,-0.687,-3.098,1.725,0.913,3298.0,-0.752,1.0,,-0.7077441406249996
4,Miss - RP,2.153,0.939,3.367,0.46,3298.0,4.682,0.0,***,-0.7077441406249996
5,FTI - RP,2.839,0.596,5.083,0.85,3298.0,3.341,0.005,**,-0.7077441406249996
0,Hit - Miss,-0.43,-2.285,1.426,0.703,2221.072,-0.611,1.0,,-0.6977441406249998
1,Hit - FTI,-0.867,-3.517,1.784,1.004,2723.202,-0.863,1.0,,-0.6977441406249998
2,Hit - RP,1.948,0.313,3.583,0.619,1320.922,3.148,0.01,*,-0.6977441406249998
3,Miss - FTI,-0.437,-2.856,1.982,0.916,3133.854,-0.477,1.0,,-0.6977441406249998
4,Miss - RP,2.377,1.145,3.61,0.466,751.619,5.102,0.0,***,-0.6977441406249998
5,FTI - RP,2.815,0.566,5.064,0.852,3252.787,3.304,0.006,**,-0.6977441406249998
0,Hit - Miss,-0.407,-2.282,1.468,0.71,2564.879,-0.573,1.0,,-0.6877441406249996
1,Hit - FTI,-0.638,-3.312,2.035,1.013,2936.447,-0.631,1.0,,-0.6877441406249996
2,Hit - RP,2.095,0.436,3.753,0.628,1709.695,3.336,0.005,**,-0.6877441406249996
3,Miss - FTI,-0.231,-2.667,2.204,0.922,3196.449,-0.251,1.0,,-0.6877441406249996
4,Miss - RP,2.502,1.245,3.758,0.475,1021.685,5.262,0.0,***,-0.6877441406249996
5,FTI - RP,2.733,0.471,4.995,0.857,3278.345,3.19,0.009,**,-0.6877441406249996
0,Hit - Miss,-0.153,-2.033,1.726,0.712,2601.989,-0.215,1.0,,-0.6777441406249998
1,Hit - FTI,-0.521,-3.2,2.159,1.015,2957.849,-0.513,1.0,,-0.6777441406249998
2,Hit - RP,2.221,0.558,3.885,0.63,1758.866,3.526,0.003,**,-0.6777441406249998
3,Miss - FTI,-0.367,-2.808,2.073,0.924,3202.73,-0.397,1.0,,-0.6777441406249998
4,Miss - RP,2.375,1.114,3.636,0.477,1059.654,4.977,0.0,***,-0.6777441406249998
5,FTI - RP,2.742,0.475,5.009,0.859,3280.449,3.194,0.009,**,-0.6777441406249998
0,Hit - Miss,0.177,-1.714,2.068,0.716,2670.281,0.248,1.0,,-0.6677441406249995
1,Hit - FTI,-0.426,-3.121,2.268,1.021,2996.426,-0.418,1.0,,-0.6677441406249995
2,Hit - RP,2.439,0.765,4.114,0.634,1854.23,3.847,0.001,***,-0.6677441406249995
3,Miss - FTI,-0.604,-3.057,1.85,0.929,3214.059,-0.649,1.0,,-0.6677441406249995
4,Miss - RP,2.262,0.992,3.533,0.481,1136.407,4.705,0.0,***,-0.6677441406249995
5,FTI - RP,2.866,0.588,5.144,0.863,3283.986,3.321,0.005,**,-0.6677441406249995
0,Hit - Miss,0.363,-1.544,2.269,0.722,2722.433,0.502,1.0,,-0.6577441406249998
1,Hit - FTI,-0.122,-2.838,2.595,1.029,3025.234,-0.118,1.0,,-0.6577441406249998
2,Hit - RP,2.601,0.911,4.291,0.64,1931.321,4.064,0.0,***,-0.6577441406249998
3,Miss - FTI,-0.484,-2.957,1.988,0.937,3222.513,-0.517,1.0,,-0.6577441406249998
4,Miss - RP,2.238,0.955,3.521,0.486,1201.265,4.609,0.0,***,-0.6577441406249998
5,FTI - RP,2.722,0.427,5.018,0.87,3286.456,3.131,0.011,*,-0.6577441406249998
0,Hit - Miss,0.232,-1.677,2.141,0.723,2631.861,0.321,1.0,,-0.6477441406249995
1,Hit - FTI,-0.168,-2.888,2.553,1.031,2974.696,-0.163,1.0,,-0.6477441406249995
2,Hit - RP,2.46,0.77,4.15,0.64,1801.094,3.845,0.001,***,-0.6477441406249995
3,Miss - FTI,-0.4,-2.878,2.078,0.939,3207.716,-0.426,1.0,,-0.6477441406249995
4,Miss - RP,2.228,0.946,3.509,0.485,1094.387,4.595,0.0,***,-0.6477441406249995
5,FTI - RP,2.628,0.326,4.929,0.872,3281.849,3.014,0.016,*,-0.6477441406249995
0,Hit - Miss,0.194,-1.707,2.096,0.72,2457.436,0.27,1.0,,-0.6377441406249997
1,Hit - FTI,-0.815,-3.528,1.897,1.028,2872.42,-0.794,1.0,,-0.6377441406249997
2,Hit - RP,2.219,0.54,3.899,0.636,1579.612,3.491,0.003,**,-0.6377441406249997
3,Miss - FTI,-1.01,-3.483,1.463,0.937,3177.978,-1.078,1.0,,-0.6377441406249997
4,Miss - RP,2.025,0.755,3.295,0.48,929.027,4.216,0.0,***,-0.6377441406249997
5,FTI - RP,3.035,0.737,5.333,0.87,3270.89,3.487,0.003,**,-0.6377441406249997
0,Hit - Miss,0.414,-1.486,2.314,0.72,2352.528,0.575,1.0,,-0.6277441406249995
1,Hit - FTI,-1.151,-3.864,1.562,1.028,2807.668,-1.12,1.0,,-0.6277441406249995
2,Hit - RP,2.173,0.497,3.849,0.634,1461.325,3.425,0.004,**,-0.6277441406249995
3,Miss - FTI,-1.565,-4.039,0.91,0.937,3159.275,-1.669,0.571,,-0.6277441406249995
4,Miss - RP,1.759,0.494,3.024,0.478,847.796,3.676,0.002,**,-0.6277441406249995
5,FTI - RP,3.324,1.023,5.624,0.871,3262.928,3.814,0.001,***,-0.6277441406249995
0,Hit - Miss,0.316,-1.582,2.215,0.719,2391.745,0.44,1.0,,-0.6177441406249997
1,Hit - FTI,-1.303,-4.013,1.407,1.026,2832.154,-1.269,1.0,,-0.6177441406249997
2,Hit - RP,2.142,0.466,3.817,0.634,1504.54,3.377,0.005,**,-0.6177441406249997
3,Miss - FTI,-1.619,-4.09,0.852,0.936,3166.358,-1.729,0.503,,-0.6177441406249997
4,Miss - RP,1.826,0.56,3.091,0.479,877.108,3.815,0.001,***,-0.6177441406249997
5,FTI - RP,3.445,1.148,5.741,0.87,3265.997,3.959,0.0,***,-0.6177441406249997
0,Hit - Miss,-0.187,-2.088,1.713,0.72,2568.626,-0.26,1.0,,-0.6077441406249995
1,Hit - FTI,-1.816,-4.526,0.894,1.026,2938.34,-1.769,0.462,,-0.6077441406249995
2,Hit - RP,1.993,0.312,3.674,0.636,1717.094,3.132,0.011,*,-0.6077441406249995
3,Miss - FTI,-1.629,-4.097,0.84,0.935,3197.13,-1.741,0.49,,-0.6077441406249995
4,Miss - RP,2.181,0.907,3.454,0.482,1029.759,4.527,0.0,***,-0.6077441406249995
5,FTI - RP,3.809,1.516,6.102,0.869,3278.14,4.385,0.0,***,-0.6077441406249995
0,Hit - Miss,-0.378,-2.286,1.53,0.723,2703.511,-0.523,1.0,,-0.5977441406249997
1,Hit - FTI,-1.867,-4.585,0.851,1.03,3014.796,-1.814,0.419,,-0.5977441406249997
2,Hit - RP,2.061,0.371,3.751,0.64,1903.308,3.22,0.008,**,-0.5977441406249997
3,Miss - FTI,-1.489,-3.964,0.985,0.937,3219.454,-1.589,0.673,,-0.5977441406249997
4,Miss - RP,2.439,1.156,3.722,0.486,1177.785,5.024,0.0,***,-0.5977441406249997
5,FTI - RP,3.928,1.631,6.226,0.87,3285.529,4.514,0.0,***,-0.5977441406249997
0,Hit - Miss,-0.028,-1.945,1.888,0.726,2638.061,-0.039,1.0,,-0.5877441406249995
1,Hit - FTI,-1.475,-4.207,1.257,1.035,2978.251,-1.426,0.925,,-0.5877441406249995
2,Hit - RP,2.42,0.723,4.117,0.642,1809.305,3.766,0.001,**,-0.5877441406249995
3,Miss - FTI,-1.447,-3.935,1.041,0.942,3208.745,-1.535,0.749,,-0.5877441406249995
4,Miss - RP,2.448,1.161,3.735,0.487,1100.573,5.028,0.0,***,-0.5877441406249995
5,FTI - RP,3.895,1.585,6.205,0.875,3282.238,4.451,0.0,***,-0.5877441406249995
0,Hit - Miss,0.153,-1.757,2.062,0.723,2599.553,0.211,1.0,,-0.5777441406249997
1,Hit - FTI,-1.438,-4.16,1.284,1.031,2956.137,-1.395,0.98,,-0.5777441406249997
2,Hit - RP,2.507,0.818,4.197,0.64,1758.353,3.919,0.001,***,-0.5777441406249997
3,Miss - FTI,-1.59,-4.07,0.889,0.939,3202.339,-1.693,0.543,,-0.5777441406249997
4,Miss - RP,2.355,1.074,3.635,0.484,1061.92,4.861,0.0,***,-0.5777441406249997
5,FTI - RP,3.945,1.642,6.248,0.872,3279.873,4.522,0.0,***,-0.5777441406249997
0,Hit - Miss,-0.163,-2.049,1.723,0.715,2766.424,-0.228,1.0,,-0.5677441406249994
1,Hit - FTI,-1.519,-4.206,1.167,1.018,3048.897,-1.493,0.813,,-0.5677441406249994
2,Hit - RP,2.281,0.608,3.954,0.633,2001.214,3.601,0.002,**,-0.5677441406249994
3,Miss - FTI,-1.356,-3.802,1.089,0.926,3229.449,-1.464,0.859,,-0.5677441406249994
4,Miss - RP,2.444,1.173,3.715,0.481,1264.066,5.082,0.0,***,-0.5677441406249994
5,FTI - RP,3.8,1.53,6.071,0.86,3288.19,4.419,0.0,***,-0.5677441406249994
0,Hit - Miss,-0.376,-2.258,1.507,0.713,2848.915,-0.527,1.0,,-0.5577441406249997
1,Hit - FTI,-1.409,-4.088,1.271,1.015,3092.833,-1.388,0.991,,-0.5577441406249997
2,Hit - RP,2.259,0.588,3.929,0.633,2136.049,3.569,0.002,**,-0.5577441406249997
3,Miss - FTI,-1.033,-3.471,1.404,0.923,3242.355,-1.119,1.0,,-0.5577441406249997
4,Miss - RP,2.634,1.363,3.906,0.481,1387.321,5.474,0.0,***,-0.5577441406249997
5,FTI - RP,3.667,1.405,5.929,0.857,3291.624,4.28,0.0,***,-0.5577441406249997
0,Hit - Miss,-0.167,-2.055,1.721,0.715,2736.306,-0.234,1.0,,-0.5477441406249994
1,Hit - FTI,-1.339,-4.029,1.351,1.019,3032.765,-1.314,1.0,,-0.5477441406249994
2,Hit - RP,2.44,0.766,4.114,0.634,1952.818,3.85,0.001,***,-0.5477441406249994
3,Miss - FTI,-1.172,-3.62,1.276,0.927,3224.724,-1.264,1.0,,-0.5477441406249994
4,Miss - RP,2.607,1.336,3.878,0.481,1220.133,5.42,0.0,***,-0.5477441406249994
5,FTI - RP,3.779,1.506,6.052,0.861,3287.041,4.389,0.0,***,-0.5477441406249994
0,Hit - Miss,0.084,-1.802,1.97,0.714,2570.848,0.117,1.0,,-0.5377441406249996
1,Hit - FTI,-1.39,-4.079,1.299,1.019,2939.635,-1.365,1.0,,-0.5377441406249996
2,Hit - RP,2.487,0.819,4.155,0.632,1719.929,3.937,0.001,***,-0.5377441406249996
3,Miss - FTI,-1.474,-3.924,0.976,0.928,3197.504,-1.588,0.674,,-0.5377441406249996
4,Miss - RP,2.403,1.139,3.666,0.478,1031.861,5.027,0.0,***,-0.5377441406249996
5,FTI - RP,3.877,1.601,6.153,0.862,3278.282,4.498,0.0,***,-0.5377441406249996
0,Hit - Miss,-0.118,-2.007,1.772,0.716,2550.704,-0.164,1.0,,-0.5277441406249994
1,Hit - FTI,-1.127,-3.822,1.568,1.021,2927.84,-1.104,1.0,,-0.5277441406249994
2,Hit - RP,2.266,0.595,3.937,0.633,1694.545,3.582,0.002,**,-0.5277441406249994
3,Miss - FTI,-1.01,-3.465,1.446,0.93,3194.104,-1.086,1.0,,-0.5277441406249994
4,Miss - RP,2.384,1.119,3.649,0.479,1013.274,4.981,0.0,***,-0.5277441406249994
5,FTI - RP,3.394,1.113,5.675,0.864,3276.955,3.928,0.001,***,-0.5277441406249994
0,Hit - Miss,-0.645,-2.541,1.25,0.718,2741.934,-0.899,1.0,,-0.5177441406249996
1,Hit - FTI,-0.874,-3.574,1.826,1.023,3035.722,-0.854,1.0,,-0.5177441406249996
2,Hit - RP,2.015,0.335,3.695,0.636,1962.341,3.167,0.009,**,-0.5177441406249996
3,Miss - FTI,-0.228,-2.686,2.229,0.931,3225.592,-0.245,1.0,,-0.5177441406249996
4,Miss - RP,2.66,1.384,3.937,0.483,1229.241,5.509,0.0,***,-0.5177441406249996
5,FTI - RP,2.889,0.607,5.17,0.864,3287.188,3.342,0.005,**,-0.5177441406249996
0,Hit - Miss,-0.857,-2.772,1.058,0.725,2857.097,-1.182,1.0,,-0.5077441406249994
1,Hit - FTI,-1.144,-3.87,1.583,1.033,3097.183,-1.107,1.0,,-0.5077441406249994
2,Hit - RP,1.946,0.245,3.646,0.644,2149.572,3.022,0.015,*,-0.5077441406249994
3,Miss - FTI,-0.286,-2.766,2.193,0.939,3243.649,-0.305,1.0,,-0.5077441406249994
4,Miss - RP,2.803,1.509,4.097,0.49,1399.72,5.722,0.0,***,-0.5077441406249994
5,FTI - RP,3.089,0.788,5.391,0.872,3291.98,3.544,0.002,**,-0.5077441406249994
0,Hit - Miss,-0.706,-2.63,1.219,0.729,2941.2,-0.968,1.0,,-0.4977441406249996
1,Hit - FTI,-1.213,-3.952,1.525,1.037,3140.389,-1.17,1.0,,-0.4977441406249996
2,Hit - RP,2.032,0.32,3.743,0.648,2302.656,3.135,0.01,*,-0.4977441406249996
3,Miss - FTI,-0.508,-2.998,1.982,0.943,3256.398,-0.538,1.0,,-0.4977441406249996
4,Miss - RP,2.737,1.433,4.042,0.494,1554.37,5.543,0.0,***,-0.4977441406249996
5,FTI - RP,3.245,0.935,5.555,0.875,3294.738,3.708,0.001,**,-0.4977441406249996
0,Hit - Miss,-0.582,-2.506,1.341,0.729,3038.819,-0.799,1.0,,-0.4877441406249998
1,Hit - FTI,-0.946,-3.681,1.789,1.036,3188.651,-0.913,1.0,,-0.4877441406249998
2,Hit - RP,2.161,0.449,3.874,0.649,2502.661,3.332,0.005,**,-0.4877441406249998
3,Miss - FTI,-0.363,-2.848,2.122,0.941,3270.614,-0.386,1.0,,-0.4877441406249998
4,Miss - RP,2.744,1.436,4.052,0.495,1782.26,5.539,0.0,***,-0.4877441406249998
5,FTI - RP,3.107,0.803,5.412,0.873,3297.013,3.559,0.002,**,-0.4877441406249998
0,Hit - Miss,-0.523,-2.437,1.391,0.725,3055.777,-0.722,1.0,,-0.4777441406249996
1,Hit - FTI,-0.786,-3.507,1.936,1.031,3196.821,-0.762,1.0,,-0.4777441406249996
2,Hit - RP,2.451,0.746,4.156,0.646,2540.289,3.796,0.001,***,-0.4777441406249996
3,Miss - FTI,-0.262,-2.735,2.21,0.937,3273.009,-0.28,1.0,,-0.4777441406249996
4,Miss - RP,2.974,1.671,4.277,0.493,1828.91,6.029,0.0,***,-0.4777441406249996
5,FTI - RP,3.237,0.944,5.529,0.868,3297.292,3.727,0.001,**,-0.4777441406249996
0,Hit - Miss,-0.289,-2.199,1.621,0.723,3048.171,-0.4,1.0,,-0.4677441406249998
1,Hit - FTI,-0.515,-3.23,2.201,1.029,3193.125,-0.501,1.0,,-0.4677441406249998
2,Hit - RP,2.872,1.171,4.573,0.644,2523.623,4.457,0.0,***,-0.4677441406249998
3,Miss - FTI,-0.226,-2.693,2.242,0.935,3271.91,-0.241,1.0,,-0.4677441406249998
4,Miss - RP,3.161,1.862,4.461,0.492,1808.42,6.424,0.0,***,-0.4677441406249998
5,FTI - RP,3.387,1.099,5.674,0.867,3297.159,3.908,0.001,***,-0.4677441406249998
0,Hit - Miss,-0.058,-1.974,1.858,0.726,3074.049,-0.08,1.0,,-0.4577441406249996
1,Hit - FTI,-0.135,-2.858,2.589,1.032,3205.506,-0.13,1.0,,-0.4577441406249996
2,Hit - RP,2.977,1.27,4.684,0.647,2582.288,4.604,0.0,***,-0.4577441406249996
3,Miss - FTI,-0.076,-2.551,2.398,0.937,3275.529,-0.081,1.0,,-0.4577441406249996
4,Miss - RP,3.035,1.73,4.34,0.494,1882.94,6.143,0.0,***,-0.4577441406249996
5,FTI - RP,3.112,0.818,5.406,0.869,3297.538,3.581,0.002,**,-0.4577441406249996
0,Hit - Miss,0.015,-1.9,1.931,0.726,3075.618,0.021,1.0,,-0.4477441406249998
1,Hit - FTI,0.303,-2.42,3.026,1.031,3206.26,0.294,1.0,,-0.4477441406249998
2,Hit - RP,2.996,1.289,4.703,0.646,2585.843,4.634,0.0,***,-0.4477441406249998
3,Miss - FTI,0.288,-2.186,2.761,0.937,3275.753,0.307,1.0,,-0.4477441406249998
4,Miss - RP,2.98,1.676,4.285,0.494,1887.486,6.032,0.0,***,-0.4477441406249998
5,FTI - RP,2.693,0.399,4.986,0.869,3297.56,3.1,0.012,*,-0.4477441406249998
0,Hit - Miss,0.077,-1.83,1.985,0.723,3021.415,0.107,1.0,,-0.43774414062499956
1,Hit - FTI,0.51,-2.203,3.223,1.028,3180.171,0.496,1.0,,-0.43774414062499956
2,Hit - RP,3.081,1.383,4.779,0.643,2465.229,4.79,0.0,***,-0.43774414062499956
3,Miss - FTI,0.432,-2.033,2.898,0.934,3268.112,0.463,1.0,,-0.43774414062499956
4,Miss - RP,3.003,1.707,4.3,0.491,1737.349,6.118,0.0,***,-0.43774414062499956
5,FTI - RP,2.571,0.285,4.857,0.866,3296.677,2.969,0.018,*,-0.43774414062499956
0,Hit - Miss,0.025,-1.884,1.933,0.723,2936.054,0.034,1.0,,-0.42774414062499977
1,Hit - FTI,-0.249,-2.964,2.466,1.028,3137.806,-0.242,1.0,,-0.42774414062499977
2,Hit - RP,2.738,1.042,4.435,0.642,2292.681,4.263,0.0,***,-0.42774414062499977
3,Miss - FTI,-0.273,-2.742,2.195,0.935,3255.64,-0.292,1.0,,-0.42774414062499977
4,Miss - RP,2.714,1.421,4.007,0.489,1543.673,5.545,0.0,***,-0.42774414062499977
5,FTI - RP,2.987,0.697,5.277,0.868,3294.599,3.443,0.003,**,-0.42774414062499977
0,Hit - Miss,-0.007,-1.909,1.895,0.721,2818.525,-0.01,1.0,,-0.41774414062499954
1,Hit - FTI,-1.038,-3.746,1.671,1.026,3076.979,-1.012,1.0,,-0.41774414062499954
2,Hit - RP,2.39,0.701,4.078,0.639,2083.544,3.738,0.001,**,-0.41774414062499954
3,Miss - FTI,-1.031,-3.495,1.433,0.933,3237.713,-1.104,1.0,,-0.41774414062499954
4,Miss - RP,2.397,1.113,3.68,0.486,1336.765,4.932,0.0,***,-0.41774414062499954
5,FTI - RP,3.427,1.14,5.714,0.866,3290.571,3.956,0.0,***,-0.41774414062499954
0,Hit - Miss,0.036,-1.854,1.927,0.716,2723.011,0.051,1.0,,-0.40774414062499975
1,Hit - FTI,-0.774,-3.467,1.918,1.02,3025.423,-0.759,1.0,,-0.40774414062499975
2,Hit - RP,2.42,0.745,4.095,0.634,1933.245,3.815,0.001,***,-0.40774414062499975
3,Miss - FTI,-0.811,-3.262,1.64,0.929,3222.574,-0.873,1.0,,-0.40774414062499975
4,Miss - RP,2.383,1.111,3.655,0.481,1203.924,4.952,0.0,***,-0.40774414062499975
5,FTI - RP,3.194,0.918,5.47,0.862,3286.35,3.705,0.001,**,-0.40774414062499975
0,Hit - Miss,-0.034,-1.924,1.857,0.716,2730.565,-0.047,1.0,,-0.3977441406249995
1,Hit - FTI,-0.434,-3.127,2.259,1.02,3029.742,-0.426,1.0,,-0.3977441406249995
2,Hit - RP,2.456,0.781,4.132,0.634,1943.159,3.871,0.001,***,-0.3977441406249995
3,Miss - FTI,-0.4,-2.851,2.051,0.928,3223.835,-0.431,1.0,,-0.3977441406249995
4,Miss - RP,2.49,1.217,3.763,0.482,1210.943,5.171,0.0,***,-0.3977441406249995
5,FTI - RP,2.89,0.615,5.166,0.862,3286.891,3.353,0.005,**,-0.3977441406249995
0,Hit - Miss,-0.039,-1.933,1.856,0.718,2769.793,-0.054,1.0,,-0.38774414062499973
1,Hit - FTI,-0.654,-3.353,2.044,1.022,3051.267,-0.64,1.0,,-0.38774414062499973
2,Hit - RP,2.505,0.825,4.186,0.636,2002.041,3.937,0.001,***,-0.38774414062499973
3,Miss - FTI,-0.616,-3.072,1.84,0.93,3230.176,-0.662,1.0,,-0.38774414062499973
4,Miss - RP,2.544,1.267,3.822,0.483,1260.47,5.262,0.0,***,-0.38774414062499973
5,FTI - RP,3.16,0.881,5.439,0.863,3288.848,3.66,0.002,**,-0.38774414062499973
0,Hit - Miss,0.032,-1.871,1.936,0.721,2821.242,0.045,1.0,,-0.3777441406249995
1,Hit - FTI,-0.739,-3.45,1.971,1.027,3078.572,-0.72,1.0,,-0.3777441406249995
2,Hit - RP,2.641,0.952,4.331,0.64,2086.819,4.129,0.0,***,-0.3777441406249995
3,Miss - FTI,-0.772,-3.237,1.694,0.934,3238.205,-0.826,1.0,,-0.3777441406249995
4,Miss - RP,2.609,1.324,3.894,0.486,1338.598,5.365,0.0,***,-0.3777441406249995
5,FTI - RP,3.381,1.093,5.669,0.867,3290.803,3.9,0.001,***,-0.3777441406249995
0,Hit - Miss,-0.008,-1.924,1.909,0.726,2886.372,-0.011,1.0,,-0.3677441406249997
1,Hit - FTI,-0.214,-2.941,2.514,1.033,3112.408,-0.207,1.0,,-0.3677441406249997
2,Hit - RP,2.77,1.068,4.473,0.645,2200.939,4.297,0.0,***,-0.3677441406249997
3,Miss - FTI,-0.206,-2.687,2.275,0.94,3248.143,-0.219,1.0,,-0.3677441406249997
4,Miss - RP,2.778,1.482,4.074,0.491,1449.765,5.662,0.0,***,-0.3677441406249997
5,FTI - RP,2.984,0.682,5.286,0.872,3293.03,3.422,0.004,**,-0.3677441406249997
0,Hit - Miss,0.063,-1.864,1.989,0.73,2859.708,0.086,1.0,,-0.3577441406249995
1,Hit - FTI,0.534,-2.208,3.277,1.039,3098.485,0.514,1.0,,-0.3577441406249995
2,Hit - RP,3.029,1.319,4.74,0.648,2154.591,4.676,0.0,***,-0.3577441406249995
3,Miss - FTI,0.472,-2.023,2.966,0.945,3244.021,0.499,1.0,,-0.3577441406249995
4,Miss - RP,2.967,1.665,4.269,0.493,1405.037,6.021,0.0,***,-0.3577441406249995
5,FTI - RP,2.495,0.18,4.81,0.877,3292.031,2.845,0.027,*,-0.3577441406249995
0,Hit - Miss,0.326,-1.593,2.246,0.727,2939.4,0.449,1.0,,-0.3477441406249997
1,Hit - FTI,0.681,-2.05,3.413,1.035,3139.454,0.659,1.0,,-0.3477441406249997
2,Hit - RP,3.379,1.672,5.085,0.646,2299.416,5.228,0.0,***,-0.3477441406249997
3,Miss - FTI,0.355,-2.128,2.838,0.941,3256.114,0.378,1.0,,-0.3477441406249997
4,Miss - RP,3.053,1.752,4.353,0.492,1551.138,6.2,0.0,***,-0.3477441406249997
5,FTI - RP,2.697,0.394,5.001,0.873,3294.672,3.091,0.012,*,-0.3477441406249997
0,Hit - Miss,0.448,-1.458,2.354,0.722,2973.621,0.621,1.0,,-0.33774414062499947
1,Hit - FTI,0.134,-2.578,2.845,1.027,3156.68,0.13,1.0,,-0.33774414062499947
2,Hit - RP,3.486,1.791,5.182,0.642,2365.891,5.43,0.0,***,-0.33774414062499947
3,Miss - FTI,-0.314,-2.779,2.15,0.934,3261.216,-0.337,1.0,,-0.33774414062499947
4,Miss - RP,3.038,1.745,4.331,0.49,1622.734,6.205,0.0,***,-0.33774414062499947
5,FTI - RP,3.353,1.066,5.639,0.866,3295.627,3.871,0.001,***,-0.33774414062499947
0,Hit - Miss,0.224,-1.662,2.109,0.714,2868.23,0.313,1.0,,-0.3277441406249997
1,Hit - FTI,-0.271,-2.954,2.413,1.016,3103.002,-0.266,1.0,,-0.3277441406249997
2,Hit - RP,3.285,1.611,4.959,0.634,2168.83,5.182,0.0,***,-0.3277441406249997
3,Miss - FTI,-0.494,-2.935,1.947,0.925,3245.368,-0.534,1.0,,-0.3277441406249997
4,Miss - RP,3.062,1.788,4.336,0.482,1418.225,6.348,0.0,***,-0.3277441406249997
5,FTI - RP,3.556,1.291,5.821,0.858,3292.395,4.145,0.0,***,-0.3277441406249997
0,Hit - Miss,0.124,-1.755,2.003,0.712,2762.541,0.174,1.0,,-0.31774414062499945
1,Hit - FTI,0.004,-2.672,2.68,1.014,3046.995,0.004,1.0,,-0.31774414062499945
2,Hit - RP,3.223,1.557,4.89,0.631,1993.518,5.109,0.0,***,-0.31774414062499945
3,Miss - FTI,-0.12,-2.556,2.316,0.923,3228.898,-0.13,1.0,,-0.31774414062499945
4,Miss - RP,3.1,1.834,4.365,0.479,1255.716,6.47,0.0,***,-0.31774414062499945
5,FTI - RP,3.22,0.959,5.481,0.856,3288.204,3.759,0.001,**,-0.31774414062499945
0,Hit - Miss,0.458,-1.413,2.328,0.708,2875.429,0.646,1.0,,-0.30774414062499966
1,Hit - FTI,0.595,-2.067,3.256,1.008,3107.057,0.59,1.0,,-0.30774414062499966
2,Hit - RP,3.52,1.859,5.182,0.629,2178.984,5.596,0.0,***,-0.30774414062499966
3,Miss - FTI,0.137,-2.284,2.558,0.917,3246.637,0.15,1.0,,-0.30774414062499966
4,Miss - RP,3.063,1.798,4.328,0.479,1425.691,6.397,0.0,***,-0.30774414062499966
