index,condition,Estimate,ci_low,ci_high,SE,DF,time
3,RP,-1.356,-1.876,-0.837,0.254,29.668,-1.1477441406249995
0,Hit,-0.344,-1.506,0.819,0.591,353.356,-1.1377441406249995
1,Miss,-0.412,-1.276,0.452,0.436,125.806,-1.1377441406249995
2,FTI,-0.997,-2.595,0.602,0.815,1309.875,-1.1377441406249995
3,RP,-1.509,-2.079,-0.938,0.279,27.783,-1.1377441406249995
0,Hit,-0.337,-1.502,0.829,0.592,355.593,-1.1277441406249995
1,Miss,-0.396,-1.261,0.47,0.437,126.667,-1.1277441406249995
2,FTI,-0.844,-2.446,0.758,0.817,1315.301,-1.1277441406249995
3,RP,-1.548,-2.12,-0.976,0.279,27.982,-1.1277441406249995
0,Hit,-0.285,-1.449,0.88,0.592,361.813,-1.1177441406249995
1,Miss,-0.365,-1.228,0.499,0.437,128.858,-1.1177441406249995
2,FTI,-1.277,-2.881,0.326,0.817,1345.209,-1.1177441406249995
3,RP,-1.46,-2.028,-0.892,0.277,28.232,-1.1177441406249995
0,Hit,-0.302,-1.463,0.86,0.59,357.53,-1.1077441406249997
1,Miss,-0.371,-1.231,0.489,0.435,127.046,-1.1077441406249997
2,FTI,-1.524,-3.125,0.076,0.816,1348.959,-1.1077441406249997
3,RP,-1.456,-2.019,-0.892,0.275,27.591,-1.1077441406249997
0,Hit,-0.547,-1.689,0.595,0.581,389.066,-1.0977441406249997
1,Miss,-0.373,-1.207,0.461,0.422,138.871,-1.0977441406249997
2,FTI,-1.488,-3.08,0.103,0.811,1567.907,-1.0977441406249997
3,RP,-1.428,-1.954,-0.902,0.257,28.364,-1.0977441406249997
0,Hit,-0.649,-1.773,0.475,0.572,421.888,-1.0877441406249997
1,Miss,-0.201,-1.014,0.612,0.412,153.089,-1.0877441406249997
2,FTI,-1.635,-3.214,-0.056,0.805,1760.332,-1.0877441406249997
3,RP,-1.277,-1.775,-0.779,0.244,30.326,-1.0877441406249997
0,Hit,-0.552,-1.681,0.577,0.575,430.116,-1.0777441406249997
1,Miss,-0.12,-0.937,0.697,0.414,156.305,-1.0777441406249997
2,FTI,-1.6,-3.185,-0.014,0.809,1775.505,-1.0777441406249997
3,RP,-1.301,-1.802,-0.801,0.245,31.011,-1.0777441406249997
0,Hit,-0.515,-1.656,0.626,0.581,425.279,-1.0677441406249994
1,Miss,-0.192,-1.02,0.636,0.419,153.722,-1.0677441406249994
2,FTI,-1.12,-2.718,0.478,0.815,1722.545,-1.0677441406249994
3,RP,-1.513,-2.025,-1.001,0.251,30.815,-1.0677441406249994
0,Hit,-0.503,-1.656,0.65,0.587,406.197,-1.0577441406249997
1,Miss,-0.248,-1.091,0.596,0.427,145.437,-1.0577441406249997
2,FTI,-0.888,-2.493,0.717,0.818,1586.918,-1.0577441406249997
3,RP,-1.671,-2.205,-1.138,0.261,29.989,-1.0577441406249997
0,Hit,-0.595,-1.767,0.578,0.596,385.299,-1.0477441406249994
1,Miss,-0.455,-1.32,0.411,0.438,137.494,-1.0477441406249994
2,FTI,-0.95,-2.57,0.67,0.826,1444.128,-1.0477441406249994
3,RP,-1.743,-2.304,-1.181,0.275,29.498,-1.0477441406249994
0,Hit,-0.848,-2.026,0.33,0.599,385.988,-1.0377441406249996
1,Miss,-0.692,-1.562,0.179,0.44,137.86,-1.0377441406249996
2,FTI,-0.953,-2.579,0.673,0.829,1433.889,-1.0377441406249996
3,RP,-1.747,-2.313,-1.18,0.277,29.764,-1.0377441406249996
0,Hit,-0.936,-2.139,0.268,0.612,340.789,-1.0277441406249994
1,Miss,-0.633,-1.535,0.269,0.456,122.375,-1.0277441406249994
2,FTI,-1.08,-2.724,0.564,0.838,1208.383,-1.0277441406249994
3,RP,-1.71,-2.319,-1.101,0.298,28.368,-1.0277441406249994
0,Hit,-0.901,-2.117,0.315,0.618,335.802,-1.0177441406249996
1,Miss,-0.456,-1.367,0.455,0.46,120.468,-1.0177441406249996
2,FTI,-1.222,-2.883,0.438,0.846,1195.286,-1.0177441406249996
3,RP,-1.719,-2.334,-1.103,0.301,27.925,-1.0177441406249996
0,Hit,-0.89,-2.096,0.316,0.613,363.184,-1.0077441406249994
1,Miss,-0.324,-1.217,0.568,0.451,129.199,-1.0077441406249994
2,FTI,-1.15,-2.813,0.512,0.847,1364.573,-1.0077441406249994
3,RP,-1.76,-2.345,-1.176,0.285,28.048,-1.0077441406249994
0,Hit,-0.675,-1.884,0.534,0.615,354.552,-0.9977441406249996
1,Miss,-0.223,-1.121,0.675,0.454,126.209,-0.9977441406249996
2,FTI,-0.98,-2.642,0.683,0.848,1316.788,-0.9977441406249996
3,RP,-1.751,-2.343,-1.158,0.289,27.807,-0.9977441406249996
0,Hit,-0.532,-1.732,0.669,0.61,364.627,-0.9877441406249998
1,Miss,-0.029,-0.919,0.861,0.45,129.904,-0.9877441406249998
2,FTI,-1.063,-2.716,0.59,0.843,1355.055,-0.9877441406249998
3,RP,-1.727,-2.311,-1.142,0.286,28.419,-0.9877441406249998
0,Hit,-0.842,-2.048,0.365,0.613,361.114,-0.9777441406249996
1,Miss,0.22,-0.676,1.115,0.453,128.73,-0.9777441406249996
2,FTI,-1.336,-2.995,0.323,0.846,1333.046,-0.9777441406249996
3,RP,-1.753,-2.344,-1.162,0.289,28.381,-0.9777441406249996
0,Hit,-1.183,-2.398,0.033,0.618,342.998,-0.9677441406249998
1,Miss,-0.02,-0.927,0.887,0.458,122.55,-0.9677441406249998
2,FTI,-1.33,-2.995,0.335,0.849,1242.964,-0.9677441406249998
3,RP,-1.826,-2.434,-1.219,0.296,27.794,-0.9677441406249998
0,Hit,-1.074,-2.318,0.17,0.632,303.927,-0.9577441406249996
1,Miss,-0.416,-1.358,0.526,0.475,110.319,-0.9577441406249996
2,FTI,-1.293,-2.979,0.393,0.859,1046.394,-0.9577441406249996
3,RP,-1.934,-2.588,-1.281,0.318,27.118,-0.9577441406249996
0,Hit,-0.887,-2.125,0.35,0.629,331.743,-0.9477441406249998
1,Miss,-0.402,-1.331,0.527,0.469,119.354,-0.9477441406249998
2,FTI,-1.368,-3.054,0.319,0.86,1168.485,-0.9477441406249998
3,RP,-1.927,-2.559,-1.295,0.308,28.037,-0.9477441406249998
0,Hit,-1.001,-2.217,0.215,0.618,378.248,-0.9377441406249996
1,Miss,-0.356,-1.256,0.545,0.455,135.087,-0.9377441406249996
2,FTI,-1.506,-3.182,0.169,0.854,1394.083,-0.9377441406249996
3,RP,-1.943,-2.533,-1.353,0.289,29.49,-0.9377441406249996
0,Hit,-0.929,-2.147,0.288,0.619,395.727,-0.9277441406249998
1,Miss,-0.476,-1.373,0.421,0.454,141.419,-0.9277441406249998
2,FTI,-1.905,-3.59,-0.221,0.859,1487.512,-0.9277441406249998
3,RP,-2.102,-2.681,-1.524,0.283,30.087,-0.9277441406249998
0,Hit,-0.581,-1.817,0.656,0.629,382.301,-0.9177441406249996
1,Miss,-0.447,-1.361,0.467,0.462,136.455,-0.9177441406249996
2,FTI,-2.212,-3.919,-0.505,0.87,1422.598,-0.9177441406249996
3,RP,-2.09,-2.686,-1.495,0.291,29.49,-0.9177441406249996
0,Hit,-0.492,-1.751,0.766,0.64,351.063,-0.9077441406249998
1,Miss,-0.347,-1.286,0.593,0.475,125.578,-0.9077441406249998
2,FTI,-2.035,-3.76,-0.31,0.879,1266.709,-0.9077441406249998
3,RP,-1.957,-2.585,-1.33,0.307,28.43,-0.9077441406249998
0,Hit,-0.717,-1.984,0.549,0.644,333.471,-0.8977441406249995
1,Miss,-0.23,-1.18,0.72,0.48,119.771,-0.8977441406249995
2,FTI,-1.738,-3.466,-0.009,0.881,1181.788,-0.8977441406249995
3,RP,-2.009,-2.653,-1.366,0.314,27.93,-0.8977441406249995
0,Hit,-0.957,-2.216,0.301,0.64,351.38,-0.8877441406249997
1,Miss,0.023,-0.916,0.961,0.474,125.597,-0.8877441406249997
2,FTI,-1.948,-3.673,-0.222,0.879,1272.668,-0.8877441406249997
3,RP,-2.079,-2.705,-1.453,0.306,28.332,-0.8877441406249997
0,Hit,-1.082,-2.335,0.171,0.637,367.932,-0.8777441406249995
1,Miss,0.032,-0.897,0.96,0.469,131.101,-0.8777441406249995
2,FTI,-2.297,-4.023,-0.57,0.88,1369.4,-0.8777441406249995
3,RP,-2.057,-2.666,-1.449,0.297,28.586,-0.8777441406249995
0,Hit,-1.167,-2.417,0.082,0.635,369.508,-0.8677441406249997
1,Miss,-0.368,-1.292,0.555,0.467,131.531,-0.8677441406249997
2,FTI,-2.196,-3.92,-0.473,0.879,1390.223,-0.8677441406249997
3,RP,-2.041,-2.644,-1.438,0.294,28.412,-0.8677441406249997
0,Hit,-1.176,-2.427,0.075,0.636,372.551,-0.8577441406249995
1,Miss,-0.559,-1.483,0.365,0.467,132.571,-0.8577441406249995
2,FTI,-1.916,-3.644,-0.187,0.881,1413.479,-0.8577441406249995
3,RP,-1.942,-2.542,-1.341,0.293,28.405,-0.8577441406249995
0,Hit,-1.093,-2.342,0.156,0.635,384.06,-0.8477441406249997
1,Miss,-0.355,-1.273,0.563,0.464,136.807,-0.8477441406249997
2,FTI,-1.761,-3.493,-0.03,0.883,1484.292,-0.8477441406249997
3,RP,-1.85,-2.44,-1.261,0.288,28.742,-0.8477441406249997
0,Hit,-1.008,-2.255,0.238,0.634,378.064,-0.8377441406249995
1,Miss,-0.365,-1.282,0.553,0.464,134.522,-0.8377441406249995
2,FTI,-1.953,-3.679,-0.226,0.88,1459.21,-0.8377441406249995
3,RP,-1.913,-2.504,-1.322,0.289,28.383,-0.8377441406249995
0,Hit,-0.948,-2.212,0.316,0.643,344.848,-0.8277441406249997
1,Miss,-0.653,-1.593,0.287,0.475,122.694,-0.8277441406249997
2,FTI,-2.311,-4.047,-0.575,0.885,1278.745,-0.8277441406249997
3,RP,-1.987,-2.611,-1.364,0.304,27.243,-0.8277441406249997
0,Hit,-0.942,-2.221,0.337,0.65,339.236,-0.8177441406249994
1,Miss,-0.644,-1.599,0.311,0.482,121.08,-0.8177441406249994
2,FTI,-2.328,-4.081,-0.576,0.893,1234.8,-0.8177441406249994
3,RP,-1.981,-2.62,-1.342,0.312,27.425,-0.8177441406249994
0,Hit,-0.901,-2.169,0.367,0.645,372.231,-0.8077441406249997
1,Miss,-0.409,-1.348,0.53,0.475,132.743,-0.8077441406249997
2,FTI,-2.241,-3.989,-0.494,0.891,1381.201,-0.8077441406249997
3,RP,-1.933,-2.549,-1.318,0.301,28.934,-0.8077441406249997
0,Hit,-0.831,-2.094,0.433,0.643,384.45,-0.7977441406249994
1,Miss,-0.264,-1.196,0.669,0.472,137.154,-0.7977441406249994
2,FTI,-2.288,-4.034,-0.541,0.89,1443.628,-0.7977441406249994
3,RP,-1.954,-2.559,-1.349,0.296,29.399,-0.7977441406249994
0,Hit,-0.912,-2.198,0.373,0.654,354.118,-0.7877441406249996
1,Miss,-0.107,-1.064,0.85,0.484,126.367,-0.7877441406249996
2,FTI,-2.163,-3.928,-0.398,0.9,1294.893,-0.7877441406249996
3,RP,-2.059,-2.694,-1.423,0.31,28.215,-0.7877441406249996
0,Hit,-1.138,-2.421,0.145,0.652,369.785,-0.7777441406249994
1,Miss,-0.234,-1.182,0.715,0.48,131.662,-0.7777441406249994
2,FTI,-1.967,-3.736,-0.198,0.902,1388.311,-0.7777441406249994
3,RP,-2.037,-2.656,-1.417,0.303,28.481,-0.7777441406249994
0,Hit,-1.087,-2.341,0.168,0.638,413.016,-0.7677441406249996
1,Miss,-0.668,-1.58,0.243,0.461,148.786,-0.7677441406249996
2,FTI,-2.035,-3.791,-0.279,0.895,1687.279,-0.7677441406249996
3,RP,-1.94,-2.505,-1.375,0.277,29.853,-0.7677441406249996
0,Hit,-0.856,-2.108,0.395,0.637,414.026,-0.7577441406249994
1,Miss,-0.708,-1.615,0.198,0.459,149.685,-0.7577441406249994
2,FTI,-2.138,-3.894,-0.383,0.895,1725.191,-0.7577441406249994
3,RP,-1.924,-2.481,-1.366,0.273,29.753,-0.7577441406249994
0,Hit,-0.926,-2.169,0.316,0.632,426.579,-0.7477441406249996
1,Miss,-0.433,-1.326,0.461,0.452,156.79,-0.7477441406249996
2,FTI,-2.392,-4.147,-0.638,0.895,1854.445,-0.7477441406249996
3,RP,-1.92,-2.457,-1.382,0.263,30.565,-0.7477441406249996
0,Hit,-1.195,-2.413,0.024,0.62,434.142,-0.7377441406249998
1,Miss,-0.401,-1.266,0.465,0.438,166.068,-0.7377441406249998
2,FTI,-2.934,-4.674,-1.195,0.887,2048.168,-0.7377441406249998
3,RP,-1.88,-2.381,-1.378,0.246,31.835,-0.7377441406249998
0,Hit,-1.276,-2.514,-0.038,0.63,436.986,-0.7277441406249996
1,Miss,-0.452,-1.341,0.436,0.45,161.682,-0.7277441406249996
2,FTI,-3.01,-4.761,-1.26,0.893,1901.983,-0.7277441406249996
3,RP,-1.836,-2.367,-1.305,0.26,31.431,-0.7277441406249996
0,Hit,-1.189,-2.453,0.075,0.643,413.686,-0.7177441406249998
1,Miss,-0.49,-1.408,0.427,0.464,149.091,-0.7177441406249998
2,FTI,-2.609,-4.378,-0.84,0.902,1692.099,-0.7177441406249998
3,RP,-1.861,-2.43,-1.293,0.278,29.889,-0.7177441406249998
0,Hit,-1.26,-2.532,0.011,0.647,392.547,-0.7077441406249996
1,Miss,-0.524,-1.451,0.403,0.469,140.362,-0.7077441406249996
2,FTI,-2.453,-4.227,-0.678,0.905,1597.296,-0.7077441406249996
3,RP,-1.945,-2.527,-1.364,0.284,28.473,-0.7077441406249996
0,Hit,-1.257,-2.547,0.033,0.656,368.796,-0.6977441406249998
1,Miss,-0.319,-1.269,0.632,0.48,131.014,-0.6977441406249998
2,FTI,-2.535,-4.319,-0.751,0.91,1422.56,-0.6977441406249998
3,RP,-1.996,-2.611,-1.381,0.3,27.803,-0.6977441406249998
0,Hit,-1.113,-2.428,0.201,0.668,336.698,-0.6877441406249996
1,Miss,-0.2,-1.183,0.782,0.496,120.311,-0.6877441406249996
2,FTI,-2.648,-4.447,-0.849,0.917,1218.656,-0.6877441406249996
3,RP,-2.025,-2.684,-1.365,0.322,27.439,-0.6877441406249996
0,Hit,-1.064,-2.39,0.261,0.674,327.606,-0.6777441406249998
1,Miss,-0.403,-1.398,0.592,0.503,117.597,-0.6777441406249998
2,FTI,-2.722,-4.531,-0.914,0.922,1163.854,-0.6777441406249998
3,RP,-2.111,-2.786,-1.435,0.329,27.477,-0.6777441406249998
0,Hit,-0.928,-2.26,0.404,0.677,331.819,-0.6677441406249995
1,Miss,-0.605,-1.604,0.394,0.505,119.079,-0.6677441406249995
2,FTI,-2.679,-4.497,-0.861,0.927,1179.697,-0.6677441406249995
3,RP,-2.185,-2.862,-1.509,0.33,27.716,-0.6677441406249995
0,Hit,-0.749,-2.092,0.595,0.683,330.689,-0.6577441406249998
1,Miss,-0.611,-1.62,0.398,0.509,118.822,-0.6577441406249998
2,FTI,-2.797,-4.63,-0.964,0.934,1170.295,-0.6577441406249998
3,RP,-2.159,-2.843,-1.474,0.334,27.804,-0.6577441406249998
0,Hit,-0.887,-2.236,0.462,0.686,335.289,-0.6477441406249995
1,Miss,-0.608,-1.619,0.404,0.511,120.318,-0.6477441406249995
2,FTI,-2.869,-4.711,-1.027,0.939,1192.168,-0.6477441406249995
3,RP,-2.146,-2.83,-1.462,0.334,27.93,-0.6477441406249995
0,Hit,-1.128,-2.475,0.218,0.685,345.466,-0.6377441406249997
1,Miss,-0.811,-1.817,0.196,0.508,123.714,-0.6377441406249997
2,FTI,-2.445,-4.288,-0.603,0.939,1239.23,-0.6377441406249997
3,RP,-2.149,-2.825,-1.474,0.33,28.27,-0.6377441406249997
0,Hit,-1.154,-2.506,0.198,0.687,341.98,-0.6277441406249995
1,Miss,-1.077,-2.089,-0.065,0.511,122.643,-0.6277441406249995
2,FTI,-2.143,-3.991,-0.296,0.942,1218.956,-0.6277441406249995
3,RP,-2.155,-2.837,-1.473,0.333,28.264,-0.6277441406249995
0,Hit,-1.29,-2.642,0.061,0.687,339.081,-0.6177441406249997
1,Miss,-1.127,-2.139,-0.114,0.511,121.631,-0.6177441406249997
2,FTI,-2.149,-3.996,-0.303,0.941,1207.458,-0.6177441406249997
3,RP,-2.281,-2.964,-1.598,0.334,28.116,-0.6177441406249997
0,Hit,-1.559,-2.906,-0.211,0.685,342.946,-0.6077441406249995
1,Miss,-0.896,-1.905,0.112,0.509,122.954,-0.6077441406249995
2,FTI,-1.92,-3.762,-0.077,0.939,1223.896,-0.6077441406249995
3,RP,-2.388,-3.067,-1.709,0.331,28.283,-0.6077441406249995
0,Hit,-1.518,-2.873,-0.162,0.689,331.361,-0.5977441406249997
1,Miss,-0.657,-1.675,0.362,0.514,119.249,-0.5977441406249997
2,FTI,-1.835,-3.682,0.013,0.942,1166.054,-0.5977441406249997
3,RP,-2.408,-3.1,-1.715,0.338,28.046,-0.5977441406249997
0,Hit,-1.265,-2.626,0.096,0.692,334.398,-0.5877441406249995
1,Miss,-0.739,-1.76,0.282,0.516,120.078,-0.5877441406249995
2,FTI,-1.961,-3.819,-0.104,0.947,1186.005,-0.5877441406249995
3,RP,-2.495,-3.186,-1.804,0.337,27.961,-0.5877441406249995
0,Hit,-1.201,-2.562,0.16,0.692,342.824,-0.5777441406249997
1,Miss,-0.864,-1.884,0.156,0.515,123.156,-0.5777441406249997
2,FTI,-1.933,-3.792,-0.075,0.947,1213.641,-0.5777441406249997
3,RP,-2.507,-3.195,-1.819,0.336,28.55,-0.5777441406249997
0,Hit,-1.26,-2.628,0.109,0.696,304.797,-0.5677441406249994
1,Miss,-0.617,-1.656,0.423,0.525,111.374,-0.5677441406249994
2,FTI,-1.944,-3.795,-0.093,0.943,1030.986,-0.5677441406249994
3,RP,-2.373,-3.098,-1.648,0.354,27.904,-0.5677441406249994
0,Hit,-1.172,-2.546,0.201,0.698,282.879,-0.5577441406249997
1,Miss,-0.314,-1.364,0.736,0.53,104.411,-0.5577441406249997
2,FTI,-1.981,-3.829,-0.132,0.942,940.694,-0.5577441406249997
3,RP,-2.282,-3.027,-1.538,0.363,27.182,-0.5577441406249997
0,Hit,-1.003,-2.353,0.347,0.686,332.844,-0.5477441406249994
1,Miss,-0.355,-1.369,0.66,0.512,119.851,-0.5477441406249994
2,FTI,-1.847,-3.686,-0.007,0.938,1168.782,-0.5477441406249994
3,RP,-2.257,-2.946,-1.567,0.337,28.216,-0.5477441406249994
0,Hit,-1.005,-2.334,0.323,0.676,387.617,-0.5377441406249996
1,Miss,-0.606,-1.587,0.375,0.496,138.447,-0.5377441406249996
2,FTI,-1.747,-3.582,0.087,0.935,1442.837,-0.5377441406249996
3,RP,-2.253,-2.89,-1.615,0.312,29.814,-0.5377441406249996
0,Hit,-1.241,-2.594,0.112,0.688,357.489,-0.5277441406249994
1,Miss,-0.609,-1.618,0.4,0.51,127.931,-0.5277441406249994
2,FTI,-2.242,-4.097,-0.386,0.946,1288.805,-0.5277441406249994
3,RP,-2.285,-2.957,-1.612,0.329,28.855,-0.5277441406249994
0,Hit,-1.501,-2.895,-0.107,0.708,294.732,-0.5177441406249996
1,Miss,-0.343,-1.404,0.717,0.535,107.737,-0.5177441406249996
2,FTI,-2.812,-4.696,-0.929,0.96,998.706,-0.5177441406249996
3,RP,-2.363,-3.105,-1.621,0.362,27.162,-0.5177441406249996
0,Hit,-1.675,-3.096,-0.255,0.722,277.046,-0.5077441406249994
1,Miss,-0.328,-1.415,0.759,0.548,102.377,-0.5077441406249994
2,FTI,-2.75,-4.66,-0.839,0.973,920.72,-0.5077441406249994
3,RP,-2.493,-3.266,-1.721,0.376,26.804,-0.5077441406249994
0,Hit,-1.716,-3.152,-0.279,0.73,264.936,-0.4977441406249996
1,Miss,-0.519,-1.624,0.586,0.557,98.792,-0.4977441406249996
2,FTI,-2.726,-4.652,-0.8,0.981,867.885,-0.4977441406249996
3,RP,-2.621,-3.414,-1.828,0.386,26.609,-0.4977441406249996
0,Hit,-1.603,-3.06,-0.146,0.74,236.917,-0.4877441406249998
1,Miss,-0.519,-1.651,0.613,0.57,90.361,-0.4877441406249998
2,FTI,-2.885,-4.823,-0.947,0.987,752.997,-0.4877441406249998
3,RP,-2.642,-3.474,-1.811,0.404,25.957,-0.4877441406249998
0,Hit,-1.352,-2.805,0.101,0.738,231.356,-0.4777441406249996
1,Miss,-0.323,-1.455,0.809,0.57,88.674,-0.4777441406249996
2,FTI,-2.787,-4.717,-0.857,0.983,730.99,-0.4777441406249996
3,RP,-2.674,-3.509,-1.84,0.406,25.808,-0.4777441406249996
0,Hit,-1.045,-2.484,0.395,0.731,241.525,-0.4677441406249998
1,Miss,-0.253,-1.369,0.863,0.562,91.732,-0.4677441406249998
2,FTI,-2.746,-4.663,-0.83,0.976,771.735,-0.4677441406249998
3,RP,-2.782,-3.599,-1.966,0.397,26.055,-0.4677441406249998
0,Hit,-0.984,-2.426,0.459,0.732,241.73,-0.4577441406249996
1,Miss,-0.431,-1.549,0.687,0.563,91.695,-0.4577441406249996
2,FTI,-3.079,-5.0,-1.157,0.979,773.994,-0.4577441406249996
3,RP,-2.838,-3.656,-2.021,0.398,25.967,-0.4577441406249996
0,Hit,-0.993,-2.436,0.449,0.732,239.168,-0.4477441406249998
1,Miss,-0.516,-1.636,0.603,0.563,90.838,-0.4477441406249998
2,FTI,-3.532,-5.453,-1.611,0.979,764.872,-0.4477441406249998
3,RP,-2.874,-3.693,-2.054,0.398,25.824,-0.4477441406249998
0,Hit,-0.893,-2.316,0.531,0.723,250.317,-0.4377441406249996
1,Miss,-0.475,-1.574,0.625,0.554,94.136,-0.4377441406249996
2,FTI,-3.63,-5.532,-1.728,0.969,811.209,-0.4377441406249996
3,RP,-2.852,-3.649,-2.055,0.388,26.038,-0.4377441406249996
0,Hit,-1.095,-2.505,0.315,0.716,271.979,-0.42774414062499977
1,Miss,-0.625,-1.705,0.455,0.544,100.6,-0.42774414062499977
2,FTI,-3.063,-4.958,-1.168,0.965,903.549,-0.42774414062499977
3,RP,-2.703,-3.472,-1.934,0.374,26.465,-0.42774414062499977
0,Hit,-1.353,-2.76,0.053,0.714,285.988,-0.4177441406249995
1,Miss,-0.857,-1.929,0.215,0.541,104.894,-0.4177441406249995
2,FTI,-2.536,-4.433,-0.639,0.967,963.723,-0.4177441406249995
3,RP,-2.617,-3.372,-1.862,0.368,26.809,-0.4177441406249995
0,Hit,-1.388,-2.785,0.009,0.71,295.91,-0.40774414062499975
1,Miss,-0.94,-2.002,0.121,0.536,108.018,-0.40774414062499975
2,FTI,-2.844,-4.732,-0.955,0.962,1005.826,-0.40774414062499975
3,RP,-2.686,-3.429,-1.944,0.362,27.11,-0.40774414062499975
0,Hit,-1.452,-2.853,-0.051,0.712,290.634,-0.3977441406249995
1,Miss,-0.919,-1.984,0.147,0.537,106.131,-0.3977441406249995
2,FTI,-3.251,-5.144,-1.359,0.964,988.417,-0.3977441406249995
3,RP,-2.79,-3.537,-2.044,0.364,26.735,-0.3977441406249995
0,Hit,-1.417,-2.837,0.003,0.721,273.976,-0.3877441406249997
1,Miss,-0.861,-1.947,0.225,0.547,100.875,-0.3877441406249997
2,FTI,-2.999,-4.91,-1.087,0.974,918.612,-0.3877441406249997
3,RP,-2.809,-3.579,-2.039,0.375,26.198,-0.3877441406249997
0,Hit,-1.227,-2.654,0.2,0.725,277.446,-0.3777441406249995
1,Miss,-0.751,-1.842,0.341,0.55,102.273,-0.3777441406249995
2,FTI,-2.714,-4.634,-0.793,0.979,926.835,-0.3777441406249995
3,RP,-2.729,-3.503,-1.956,0.377,26.601,-0.3777441406249995
0,Hit,-1.03,-2.463,0.403,0.728,275.28,-0.3677441406249997
1,Miss,-0.525,-1.623,0.572,0.553,101.811,-0.3677441406249997
2,FTI,-3.042,-4.969,-1.115,0.982,913.708,-0.3677441406249997
3,RP,-2.656,-3.436,-1.875,0.38,26.737,-0.3677441406249997
0,Hit,-0.806,-2.247,0.636,0.732,274.914,-0.3577441406249995
1,Miss,-0.366,-1.47,0.738,0.556,101.661,-0.3577441406249995
2,FTI,-3.56,-5.498,-1.623,0.987,912.897,-0.3577441406249995
3,RP,-2.697,-3.482,-1.912,0.382,26.691,-0.3577441406249995
0,Hit,-0.657,-2.104,0.79,0.735,261.62,-0.3477441406249997
1,Miss,-0.483,-1.597,0.63,0.561,97.513,-0.3477441406249997
2,FTI,-3.563,-5.503,-1.623,0.988,858.745,-0.3477441406249997
3,RP,-2.911,-3.71,-2.111,0.389,26.272,-0.3477441406249997
0,Hit,-0.724,-2.171,0.722,0.735,247.376,-0.3377441406249995
1,Miss,-0.667,-1.786,0.451,0.563,93.096,-0.3377441406249995
2,FTI,-3.087,-5.019,-1.155,0.984,801.504,-0.3377441406249995
3,RP,-3.096,-3.908,-2.284,0.395,25.824,-0.3377441406249995
0,Hit,-0.943,-2.374,0.488,0.727,259.217,-0.3277441406249997
1,Miss,-0.654,-1.755,0.447,0.555,96.755,-0.3277441406249997
2,FTI,-2.889,-4.806,-0.973,0.976,849.226,-0.3277441406249997
3,RP,-3.115,-3.907,-2.322,0.386,26.186,-0.3277441406249997
0,Hit,-0.979,-2.4,0.442,0.722,285.614,-0.31774414062499945
1,Miss,-0.592,-1.676,0.491,0.546,104.807,-0.31774414062499945
2,FTI,-3.187,-5.103,-1.27,0.977,961.499,-0.31774414062499945
3,RP,-3.083,-3.847,-2.32,0.372,26.826,-0.31774414062499945
0,Hit,-0.712,-2.139,0.714,0.724,265.589,-0.3077441406249997
1,Miss,-0.652,-1.745,0.441,0.551,98.169,-0.3077441406249997
2,FTI,-3.522,-5.438,-1.605,0.977,885.469,-0.3077441406249997
3,RP,-3.12,-3.899,-2.34,0.379,25.853,-0.3077441406249997
0,Hit,-0.742,-2.163,0.679,0.722,259.631,-0.29774414062499943
1,Miss,-0.642,-1.733,0.449,0.55,96.257,-0.29774414062499943
2,FTI,-3.585,-5.492,-1.678,0.972,861.929,-0.29774414062499943
3,RP,-3.174,-3.955,-2.392,0.38,25.612,-0.29774414062499943
0,Hit,-1.239,-2.653,0.176,0.719,292.033,-0.28774414062499964
1,Miss,-0.426,-1.502,0.65,0.543,106.748,-0.28774414062499964
2,FTI,-3.324,-5.235,-1.414,0.973,990.349,-0.28774414062499964
3,RP,-3.139,-3.893,-2.385,0.367,26.948,-0.28774414062499964
0,Hit,-1.613,-3.054,-0.173,0.731,272.312,-0.2777441406249994
1,Miss,-0.411,-1.515,0.693,0.556,100.867,-0.2777441406249994
2,FTI,-3.103,-5.038,-1.169,0.986,901.866,-0.2777441406249994
3,RP,-3.093,-3.88,-2.307,0.383,26.628,-0.2777441406249994
0,Hit,-1.673,-3.125,-0.222,0.737,242.79,-0.2677441406249996
1,Miss,-0.706,-1.829,0.417,0.566,91.696,-0.2677441406249996
2,FTI,-3.356,-5.291,-1.42,0.986,782.985,-0.2677441406249996
3,RP,-3.075,-3.893,-2.256,0.398,25.696,-0.2677441406249996
0,Hit,-1.633,-3.069,-0.196,0.73,255.9,-0.2577441406249994
1,Miss,-0.803,-1.91,0.305,0.558,95.821,-0.2577441406249994
2,FTI,-3.456,-5.378,-1.533,0.98,834.263,-0.2577441406249994
3,RP,-3.004,-3.803,-2.204,0.389,26.172,-0.2577441406249994
0,Hit,-1.648,-3.085,-0.211,0.73,274.988,-0.2477441406249996
1,Miss,-0.776,-1.877,0.325,0.555,101.913,-0.2477441406249996
2,FTI,-3.024,-4.954,-1.093,0.984,908.9,-0.2477441406249996
3,RP,-2.942,-3.727,-2.158,0.382,26.91,-0.2477441406249996
0,Hit,-1.653,-3.101,-0.206,0.735,274.664,-0.23774414062499985
1,Miss,-0.989,-2.098,0.12,0.559,101.881,-0.23774414062499985
