index,condition,Estimate,ci_low,ci_high,SE,DF,time
2,FTI,-0.567,-2.32,1.186,0.893,803.15,0.7022558593750006
3,RP,-0.833,-1.574,-0.092,0.361,26.731,0.7022558593750006
0,Hit,0.021,-1.28,1.323,0.661,249.625,0.7122558593750004
1,Miss,-1.973,-2.981,-0.965,0.508,94.746,0.7122558593750004
2,FTI,-0.339,-2.073,1.396,0.884,796.124,0.7122558593750004
3,RP,-0.887,-1.623,-0.151,0.358,26.787,0.7122558593750004
0,Hit,-0.025,-1.32,1.271,0.658,242.114,0.7222558593750001
1,Miss,-1.95,-2.957,-0.942,0.507,92.673,0.7222558593750001
2,FTI,-0.021,-1.743,1.702,0.877,763.528,0.7222558593750001
3,RP,-0.936,-1.676,-0.196,0.361,26.786,0.7222558593750001
0,Hit,-0.113,-1.403,1.176,0.655,237.491,0.7322558593750008
1,Miss,-1.882,-2.886,-0.877,0.506,91.325,0.7322558593750008
2,FTI,-0.111,-1.823,1.601,0.872,744.71,0.7322558593750008
3,RP,-0.935,-1.677,-0.194,0.361,26.715,0.7322558593750008
0,Hit,-0.044,-1.317,1.229,0.646,256.651,0.7422558593750006
1,Miss,-1.722,-2.707,-0.737,0.496,97.122,0.7422558593750006
2,FTI,-0.189,-1.888,1.509,0.865,820.642,0.7422558593750006
3,RP,-0.95,-1.665,-0.234,0.349,27.195,0.7422558593750006
0,Hit,0.081,-1.155,1.317,0.628,310.885,0.7522558593750004
1,Miss,-1.738,-2.678,-0.799,0.474,113.904,0.7522558593750004
2,FTI,-0.09,-1.761,1.581,0.852,1042.901,0.7522558593750004
3,RP,-1.001,-1.657,-0.345,0.32,28.668,0.7522558593750004
0,Hit,0.12,-1.107,1.347,0.624,348.151,0.7622558593750002
1,Miss,-1.76,-2.682,-0.837,0.466,126.035,0.7622558593750002
2,FTI,-0.342,-2.014,1.329,0.852,1198.626,0.7622558593750002
3,RP,-1.047,-1.675,-0.419,0.307,29.926,0.7622558593750002
0,Hit,0.011,-1.218,1.239,0.625,367.825,0.772255859375
1,Miss,-1.589,-2.507,-0.671,0.464,132.416,0.772255859375
2,FTI,-0.535,-2.216,1.146,0.857,1291.918,0.772255859375
3,RP,-0.985,-1.6,-0.37,0.301,30.371,0.772255859375
0,Hit,0.02,-1.213,1.253,0.627,334.913,0.7822558593750006
1,Miss,-1.505,-2.433,-0.577,0.469,121.06,0.7822558593750006
2,FTI,-0.467,-2.145,1.211,0.855,1160.674,0.7822558593750006
3,RP,-0.879,-1.513,-0.245,0.31,28.84,0.7822558593750006
0,Hit,0.212,-1.03,1.453,0.631,281.252,0.7922558593750004
1,Miss,-1.466,-2.417,-0.516,0.479,104.076,0.7922558593750004
2,FTI,-0.704,-2.374,0.966,0.851,930.657,0.7922558593750004
3,RP,-0.761,-1.436,-0.086,0.329,27.297,0.7922558593750004
0,Hit,0.376,-0.85,1.603,0.624,312.921,0.8022558593750002
1,Miss,-1.35,-2.281,-0.42,0.47,114.311,0.8022558593750002
2,FTI,-0.996,-2.656,0.665,0.846,1056.974,0.8022558593750002
3,RP,-0.544,-1.192,0.103,0.316,28.497,0.8022558593750002
0,Hit,0.342,-0.861,1.544,0.611,370.083,0.812255859375
1,Miss,-1.315,-2.213,-0.418,0.454,133.164,0.812255859375
2,FTI,-0.988,-2.635,0.658,0.839,1302.862,0.812255859375
3,RP,-0.443,-1.043,0.158,0.294,30.426,0.812255859375
0,Hit,0.181,-1.011,1.373,0.606,353.659,0.8222558593750007
1,Miss,-1.35,-2.244,-0.456,0.452,127.567,0.8222558593750007
2,FTI,-0.859,-2.486,0.768,0.829,1232.396,0.8222558593750007
3,RP,-0.634,-1.238,-0.03,0.296,29.794,0.8222558593750007
0,Hit,0.221,-0.96,1.402,0.6,332.266,0.8322558593750005
1,Miss,-1.23,-2.121,-0.339,0.45,120.529,0.8322558593750005
2,FTI,-0.999,-2.604,0.606,0.818,1139.376,0.8322558593750005
3,RP,-0.784,-1.396,-0.173,0.299,29.096,0.8322558593750005
0,Hit,0.351,-0.838,1.541,0.605,316.019,0.8422558593750002
1,Miss,-1.145,-2.046,-0.244,0.455,115.121,0.8422558593750002
2,FTI,-1.238,-2.85,0.374,0.822,1074.45,0.8422558593750002
3,RP,-0.67,-1.294,-0.045,0.305,28.416,0.8422558593750002
0,Hit,0.243,-0.952,1.437,0.607,307.648,0.852255859375
1,Miss,-1.334,-2.24,-0.427,0.457,112.203,0.852255859375
2,FTI,-1.189,-2.806,0.428,0.824,1044.877,0.852255859375
3,RP,-0.592,-1.222,0.039,0.308,27.917,0.852255859375
0,Hit,-0.066,-1.228,1.096,0.591,349.706,0.8622558593750007
1,Miss,-1.501,-2.371,-0.63,0.44,125.829,0.8622558593750007
2,FTI,-1.263,-2.85,0.324,0.809,1230.222,0.8622558593750007
3,RP,-0.59,-1.178,-0.003,0.287,29.201,0.8622558593750007
0,Hit,-0.276,-1.403,0.852,0.574,407.012,0.8722558593750005
1,Miss,-1.421,-2.251,-0.592,0.42,145.771,0.8722558593750005
2,FTI,-1.408,-2.97,0.153,0.796,1523.183,0.8722558593750005
3,RP,-0.522,-1.056,0.011,0.262,30.907,0.8722558593750005
0,Hit,-0.41,-1.54,0.721,0.575,435.7,0.8822558593750003
1,Miss,-1.377,-2.198,-0.555,0.416,157.644,0.8822558593750003
2,FTI,-1.261,-2.843,0.32,0.806,1729.361,0.8822558593750003
3,RP,-0.543,-1.053,-0.034,0.25,31.78,0.8822558593750003
0,Hit,-0.656,-1.774,0.461,0.569,457.371,0.8922558593750001
1,Miss,-1.555,-2.359,-0.751,0.407,168.831,0.8922558593750001
2,FTI,-1.115,-2.691,0.461,0.804,1903.894,0.8922558593750001
3,RP,-0.561,-1.045,-0.078,0.238,33.105,0.8922558593750001
0,Hit,-0.836,-1.949,0.277,0.566,447.8,0.9022558593750007
1,Miss,-1.697,-2.503,-0.891,0.408,163.185,0.9022558593750007
2,FTI,-1.085,-2.647,0.478,0.797,1803.208,0.9022558593750007
3,RP,-0.477,-0.971,0.017,0.243,32.515,0.9022558593750007
0,Hit,-0.839,-1.963,0.285,0.572,421.057,0.9122558593750004
1,Miss,-1.54,-2.362,-0.718,0.416,151.247,0.9122558593750004
2,FTI,-1.039,-2.603,0.525,0.797,1618.051,0.9122558593750004
3,RP,-0.567,-1.087,-0.047,0.255,31.265,0.9122558593750004
0,Hit,-0.817,-1.946,0.312,0.574,405.315,0.9222558593750004
1,Miss,-1.256,-2.088,-0.424,0.421,145.179,0.9222558593750004
2,FTI,-0.961,-2.522,0.601,0.796,1505.447,0.9222558593750004
3,RP,-0.763,-1.3,-0.227,0.263,30.981,0.9222558593750004
0,Hit,-0.643,-1.758,0.471,0.567,402.164,0.932255859375
1,Miss,-1.127,-1.951,-0.303,0.417,144.253,0.932255859375
2,FTI,-0.825,-2.363,0.712,0.784,1461.887,0.932255859375
3,RP,-0.816,-1.353,-0.279,0.263,31.36,0.932255859375
0,Hit,-0.387,-1.475,0.701,0.553,415.789,0.9422558593750008
1,Miss,-1.098,-1.9,-0.296,0.406,149.324,0.9422558593750008
2,FTI,-0.926,-2.43,0.578,0.767,1522.135,0.9422558593750008
3,RP,-0.808,-1.326,-0.29,0.254,32.012,0.9422558593750008
0,Hit,-0.409,-1.508,0.689,0.559,377.485,0.9522558593750006
1,Miss,-0.982,-1.799,-0.165,0.413,135.322,0.9522558593750006
2,FTI,-1.417,-2.926,0.093,0.769,1355.994,0.9522558593750006
3,RP,-0.773,-1.313,-0.232,0.265,30.2,0.9522558593750006
0,Hit,-0.399,-1.531,0.734,0.576,315.732,0.9622558593750004
1,Miss,-0.76,-1.615,0.095,0.432,114.217,0.9622558593750004
2,FTI,-1.591,-3.13,-0.052,0.784,1094.911,0.9622558593750004
3,RP,-0.666,-1.255,-0.078,0.287,27.6,0.9622558593750004
0,Hit,-0.152,-1.275,0.971,0.571,339.492,0.972255859375
1,Miss,-0.754,-1.596,0.089,0.425,121.951,0.972255859375
2,FTI,-1.276,-2.81,0.258,0.782,1202.198,0.972255859375
3,RP,-0.612,-1.182,-0.043,0.278,28.333,0.972255859375
0,Hit,-0.019,-1.109,1.072,0.555,415.708,0.9822558593750008
1,Miss,-1.017,-1.818,-0.217,0.405,149.111,0.9822558593750008
2,FTI,-1.299,-2.811,0.214,0.771,1563.952,0.9822558593750008
3,RP,-0.762,-1.273,-0.25,0.251,31.343,0.9822558593750008
0,Hit,0.015,-1.071,1.1,0.552,406.382,0.9922558593750006
1,Miss,-1.063,-1.86,-0.266,0.403,145.464,0.9922558593750006
2,FTI,-1.557,-3.062,-0.051,0.767,1543.066,0.9922558593750006
3,RP,-0.844,-1.353,-0.334,0.25,30.543,0.9922558593750006
0,Hit,0.103,-0.997,1.203,0.559,356.922,1.0022558593750004
1,Miss,-0.794,-1.613,0.025,0.414,127.554,1.0022558593750004
2,FTI,-1.492,-3.001,0.017,0.769,1295.766,1.0022558593750004
3,RP,-0.701,-1.246,-0.157,0.266,28.604,1.0022558593750004
0,Hit,0.158,-0.939,1.254,0.558,356.989,1.0122558593750002
1,Miss,-0.671,-1.49,0.148,0.414,128.097,1.0122558593750002
2,FTI,-1.415,-2.917,0.086,0.765,1270.586,1.0122558593750002
3,RP,-0.603,-1.152,-0.054,0.268,29.243,1.0122558593750002
0,Hit,0.035,-1.06,1.13,0.557,381.61,1.022255859375
1,Miss,-0.778,-1.591,0.034,0.411,136.645,1.022255859375
2,FTI,-1.467,-2.974,0.04,0.768,1383.062,1.022255859375
3,RP,-0.573,-1.108,-0.038,0.262,30.179,1.022255859375
0,Hit,-0.252,-1.338,0.835,0.553,371.368,1.0322558593750006
1,Miss,-0.865,-1.671,-0.059,0.408,132.585,1.0322558593750006
2,FTI,-1.29,-2.786,0.205,0.762,1365.139,1.0322558593750006
3,RP,-0.521,-1.051,0.009,0.259,29.135,1.0322558593750006
0,Hit,-0.393,-1.449,0.663,0.537,388.493,1.0422558593750004
1,Miss,-0.856,-1.635,-0.078,0.394,138.663,1.0422558593750004
2,FTI,-1.152,-2.612,0.308,0.744,1461.562,1.0422558593750004
3,RP,-0.525,-1.029,-0.022,0.247,29.609,1.0422558593750004
0,Hit,-0.169,-1.186,0.848,0.518,465.079,1.0522558593750002
1,Miss,-0.882,-1.614,-0.151,0.371,171.917,1.0522558593750002
2,FTI,-1.343,-2.777,0.092,0.731,1917.503,1.0522558593750002
3,RP,-0.588,-1.028,-0.148,0.217,33.749,1.0522558593750002
0,Hit,0.088,-0.94,1.115,0.523,444.991,1.062255859375
1,Miss,-0.933,-1.672,-0.193,0.375,163.717,1.062255859375
2,FTI,-1.46,-2.909,-0.011,0.739,1874.562,1.062255859375
3,RP,-0.612,-1.058,-0.166,0.219,32.082,1.062255859375
0,Hit,0.059,-1.016,1.133,0.547,376.538,1.072255859375001
1,Miss,-0.975,-1.767,-0.182,0.401,134.038,1.072255859375001
2,FTI,-1.504,-2.99,-0.018,0.758,1433.549,1.072255859375001
3,RP,-0.523,-1.037,-0.01,0.251,28.579,1.072255859375001
0,Hit,-0.112,-1.182,0.959,0.545,386.228,1.0822558593750005
1,Miss,-1.06,-1.85,-0.27,0.4,137.835,1.0822558593750005
2,FTI,-1.753,-3.233,-0.274,0.754,1448.761,1.0822558593750005
3,RP,-0.392,-0.904,0.12,0.251,29.537,1.0822558593750005
0,Hit,-0.211,-1.222,0.799,0.514,474.355,1.0922558593750002
1,Miss,-1.112,-1.837,-0.388,0.367,177.107,1.0922558593750002
2,FTI,-1.938,-3.367,-0.508,0.729,1982.426,1.0922558593750002
3,RP,-0.402,-0.833,0.029,0.212,34.544,1.0922558593750002
0,Hit,-0.345,-1.328,0.637,0.5,488.759,1.102255859375
1,Miss,-1.189,-1.886,-0.492,0.353,189.73,1.102255859375
2,FTI,-1.759,-3.163,-0.355,0.716,2163.47,1.102255859375
3,RP,-0.501,-0.902,-0.1,0.198,36.576,1.102255859375
0,Hit,-0.533,-1.531,0.465,0.508,453.876,1.1122558593750007
1,Miss,-1.207,-1.927,-0.488,0.364,166.862,1.1122558593750007
2,FTI,-1.664,-3.07,-0.258,0.717,1874.935,1.1122558593750007
3,RP,-0.56,-0.995,-0.125,0.214,32.84,1.1122558593750007
0,Hit,-0.777,-1.78,0.225,0.51,442.123,1.1222558593750005
1,Miss,-1.18,-1.907,-0.452,0.368,160.426,1.1222558593750005
2,FTI,-1.804,-3.208,-0.4,0.716,1760.362,1.1222558593750005
3,RP,-0.479,-0.928,-0.03,0.22,32.205,1.1222558593750005
0,Hit,-1.032,-2.018,-0.046,0.502,435.481,1.1322558593750005
1,Miss,-1.127,-1.838,-0.415,0.36,159.003,1.1322558593750005
2,FTI,-1.887,-3.274,-0.501,0.707,1815.852,1.1322558593750005
3,RP,-0.405,-0.838,0.028,0.212,31.362,1.1322558593750005
0,Hit,-1.155,-2.149,-0.162,0.505,411.283,1.142255859375
1,Miss,-1.014,-1.737,-0.291,0.366,147.807,1.142255859375
2,FTI,-1.936,-3.323,-0.548,0.707,1656.177,1.142255859375
3,RP,-0.473,-0.924,-0.021,0.221,29.893,1.142255859375
0,Hit,-1.164,-2.166,-0.162,0.51,393.459,1.1522558593750007
1,Miss,-0.986,-1.725,-0.246,0.374,140.646,1.1522558593750007
2,FTI,-1.9,-3.284,-0.515,0.706,1465.216,1.1522558593750007
3,RP,-0.511,-0.99,-0.032,0.235,30.17,1.1522558593750007
0,Hit,-1.146,-2.165,-0.128,0.518,346.036,1.1622558593750003
1,Miss,-1.03,-1.794,-0.267,0.386,124.438,1.1622558593750003
2,FTI,-1.764,-3.155,-0.373,0.709,1220.033,1.1622558593750003
3,RP,-0.486,-1.001,0.03,0.252,28.893,1.1622558593750003
0,Hit,-0.845,-1.868,0.178,0.52,337.793,1.1722558593750003
1,Miss,-1.101,-1.869,-0.332,0.388,121.609,1.1722558593750003
2,FTI,-1.679,-3.074,-0.284,0.711,1186.519,1.1722558593750003
3,RP,-0.51,-1.032,0.011,0.255,28.515,1.1722558593750003
0,Hit,-0.329,-1.33,0.672,0.509,380.391,1.182255859375
1,Miss,-1.152,-1.895,-0.41,0.376,136.136,1.182255859375
2,FTI,-1.723,-3.1,-0.345,0.702,1382.677,1.182255859375
3,RP,-0.472,-0.96,0.017,0.239,30.017,1.182255859375
0,Hit,-0.222,-1.183,0.738,0.489,437.794,1.1922558593750008
1,Miss,-1.067,-1.768,-0.367,0.355,157.988,1.1922558593750008
2,FTI,-1.625,-2.964,-0.287,0.682,1682.515,1.1922558593750008
3,RP,-0.415,-0.854,0.025,0.216,32.386,1.1922558593750008
0,Hit,-0.373,-1.309,0.562,0.476,447.174,1.2022558593750006
1,Miss,-0.971,-1.647,-0.295,0.342,163.317,1.2022558593750006
2,FTI,-1.317,-2.632,-0.003,0.67,1822.365,1.2022558593750006
3,RP,-0.435,-0.847,-0.022,0.203,32.382,1.2022558593750006
0,Hit,-0.098,-1.036,0.84,0.477,456.278,1.2122558593750004
1,Miss,-1.03,-1.704,-0.355,0.342,168.415,1.2122558593750004
2,FTI,-1.214,-2.537,0.109,0.674,1902.711,1.2122558593750004
3,RP,-0.438,-0.844,-0.032,0.199,33.014,1.2122558593750004
0,Hit,0.109,-0.845,1.064,0.486,458.835,1.222255859375
1,Miss,-1.02,-1.712,-0.327,0.351,167.1,1.222255859375
2,FTI,-1.53,-2.868,-0.193,0.682,1794.71,1.222255859375
3,RP,-0.404,-0.831,0.023,0.21,33.61,1.222255859375
0,Hit,-0.296,-1.251,0.66,0.486,455.848,1.2322558593750008
1,Miss,-0.812,-1.508,-0.116,0.352,165.328,1.2322558593750008
2,FTI,-1.942,-3.276,-0.608,0.68,1740.602,1.2322558593750008
3,RP,-0.384,-0.818,0.05,0.213,33.728,1.2322558593750008
0,Hit,-0.693,-1.654,0.268,0.489,404.569,1.2422558593750006
1,Miss,-0.659,-1.368,0.049,0.358,144.926,1.2422558593750006
2,FTI,-1.916,-3.245,-0.587,0.677,1497.691,1.2422558593750006
3,RP,-0.419,-0.877,0.039,0.225,31.018,1.2422558593750006
0,Hit,-0.632,-1.6,0.336,0.492,382.462,1.2522558593750004
1,Miss,-0.801,-1.517,-0.085,0.362,136.613,1.2522558593750004
2,FTI,-1.627,-2.962,-0.292,0.681,1413.489,1.2522558593750004
3,RP,-0.4,-0.868,0.068,0.229,29.679,1.2522558593750004
0,Hit,-0.497,-1.459,0.465,0.489,400.574,1.2622558593750002
1,Miss,-0.91,-1.618,-0.201,0.359,143.325,1.2622558593750002
2,FTI,-1.604,-2.935,-0.273,0.678,1495.329,1.2622558593750002
3,RP,-0.333,-0.791,0.124,0.224,30.559,1.2622558593750002
0,Hit,-0.495,-1.453,0.464,0.488,397.666,1.272255859375
1,Miss,-0.711,-1.419,-0.003,0.358,142.349,1.272255859375
2,FTI,-1.921,-3.245,-0.597,0.675,1466.753,1.272255859375
3,RP,-0.3,-0.759,0.16,0.225,30.68,1.272255859375
0,Hit,-0.371,-1.32,0.578,0.483,439.516,1.2822558593750006
1,Miss,-0.561,-1.253,0.131,0.35,158.687,1.2822558593750006
2,FTI,-2.316,-3.639,-0.993,0.674,1688.796,1.2822558593750006
3,RP,-0.19,-0.624,0.243,0.213,32.506,1.2822558593750006
0,Hit,-0.246,-1.174,0.683,0.472,470.903,1.2922558593750004
1,Miss,-0.613,-1.281,0.056,0.339,174.01,1.2922558593750004
2,FTI,-2.519,-3.828,-1.21,0.667,1918.443,1.2922558593750004
3,RP,-0.149,-0.552,0.254,0.198,34.248,1.2922558593750004
0,Hit,-0.379,-1.314,0.556,0.476,431.771,1.3022558593750002
1,Miss,-0.614,-1.298,0.07,0.346,155.45,1.3022558593750002
2,FTI,-2.328,-3.628,-1.027,0.663,1636.576,1.3022558593750002
3,RP,-0.269,-0.702,0.163,0.212,32.234,1.3022558593750002
0,Hit,-0.476,-1.406,0.454,0.473,394.369,1.312255859375
1,Miss,-0.477,-1.165,0.211,0.348,141.31,1.312255859375
2,FTI,-2.214,-3.496,-0.933,0.653,1435.225,1.312255859375
3,RP,-0.316,-0.765,0.134,0.22,30.845,1.312255859375
0,Hit,-0.496,-1.424,0.432,0.472,402.41,1.322255859375001
1,Miss,-0.298,-0.983,0.387,0.347,144.173,1.322255859375001
2,FTI,-2.337,-3.619,-1.055,0.654,1480.73,1.322255859375001
3,RP,-0.295,-0.739,0.15,0.218,31.039,1.322255859375001
0,Hit,-0.682,-1.619,0.255,0.477,393.057,1.3322558593750005
1,Miss,-0.152,-0.845,0.541,0.351,140.719,1.3322558593750005
2,FTI,-2.016,-3.309,-0.724,0.659,1439.202,1.3322558593750005
3,RP,-0.435,-0.887,0.018,0.222,30.591,1.3322558593750005
0,Hit,-0.856,-1.778,0.066,0.469,400.217,1.3422558593750002
1,Miss,-0.124,-0.805,0.557,0.345,143.335,1.3422558593750002
2,FTI,-1.51,-2.784,-0.236,0.649,1473.592,1.3422558593750002
3,RP,-0.638,-1.08,-0.196,0.217,30.885,1.3422558593750002
0,Hit,-0.726,-1.634,0.182,0.462,407.529,1.352255859375
1,Miss,-0.176,-0.844,0.492,0.338,145.984,1.352255859375
2,FTI,-1.413,-2.669,-0.156,0.641,1521.813,1.352255859375
3,RP,-0.684,-1.114,-0.255,0.211,30.991,1.352255859375
0,Hit,-0.486,-1.399,0.426,0.464,390.092,1.3622558593750007
1,Miss,-0.247,-0.923,0.429,0.342,139.734,1.3622558593750007
2,FTI,-1.369,-2.627,-0.112,0.641,1418.044,1.3622558593750007
3,RP,-0.681,-1.123,-0.238,0.217,30.613,1.3622558593750007
0,Hit,-0.212,-1.13,0.706,0.467,397.955,1.3722558593750005
1,Miss,-0.436,-1.116,0.244,0.344,142.811,1.3722558593750005
2,FTI,-1.358,-2.623,-0.094,0.645,1435.428,1.3722558593750005
3,RP,-0.769,-1.214,-0.324,0.218,31.329,1.3722558593750005
0,Hit,0.011,-0.887,0.91,0.457,447.798,1.3822558593750005
1,Miss,-0.679,-1.333,-0.025,0.331,162.167,1.3822558593750005
2,FTI,-1.713,-2.968,-0.458,0.64,1729.006,1.3822558593750005
3,RP,-0.871,-1.279,-0.463,0.2,32.998,1.3822558593750005
0,Hit,0.031,-0.854,0.916,0.45,465.101,1.392255859375
1,Miss,-0.725,-1.364,-0.085,0.324,170.496,1.392255859375
2,FTI,-1.705,-2.949,-0.461,0.634,1857.074,1.392255859375
3,RP,-0.858,-1.248,-0.468,0.192,33.886,1.392255859375
0,Hit,0.174,-0.714,1.063,0.452,452.726,1.4022558593750007
1,Miss,-0.619,-1.266,0.028,0.328,164.019,1.4022558593750007
2,FTI,-1.248,-2.488,-0.009,0.632,1727.015,1.4022558593750007
3,RP,-0.749,-1.153,-0.345,0.199,33.528,1.4022558593750007
0,Hit,0.264,-0.647,1.174,0.463,372.179,1.4122558593750003
1,Miss,-0.563,-1.241,0.115,0.343,133.461,1.4122558593750003
2,FTI,-1.341,-2.59,-0.092,0.637,1332.434,1.4122558593750003
3,RP,-0.714,-1.164,-0.264,0.22,29.983,1.4122558593750003
0,Hit,-0.216,-1.162,0.73,0.48,267.725,1.4222558593750003
1,Miss,-0.44,-1.165,0.285,0.365,99.053,1.4222558593750003
2,FTI,-1.491,-2.762,-0.22,0.648,890.167,1.4222558593750003
3,RP,-0.722,-1.239,-0.205,0.252,26.125,1.4222558593750003
0,Hit,-0.741,-1.732,0.25,0.503,198.989,1.432255859375
1,Miss,-0.302,-1.082,0.479,0.392,78.097,1.432255859375
2,FTI,-0.979,-2.285,0.327,0.665,614.141,1.432255859375
3,RP,-0.506,-1.094,0.082,0.285,24.182,1.432255859375
0,Hit,-0.619,-1.618,0.38,0.506,177.404,1.4422558593750008
1,Miss,-0.282,-1.077,0.513,0.399,71.757,1.4422558593750008
2,FTI,-0.718,-2.023,0.588,0.664,529.896,1.4422558593750008
3,RP,-0.046,-0.658,0.565,0.296,23.763,1.4422558593750008
0,Hit,-0.381,-1.347,0.585,0.49,215.863,1.4522558593750006
1,Miss,-0.223,-0.978,0.532,0.38,83.303,1.4522558593750006
2,FTI,-1.04,-2.319,0.239,0.652,678.739,1.4522558593750006
3,RP,0.389,-0.172,0.951,0.273,24.747,1.4522558593750006
0,Hit,-0.404,-1.339,0.531,0.475,295.771,1.4622558593750004
1,Miss,-0.2,-0.908,0.509,0.358,107.333,1.4622558593750004
2,FTI,-1.226,-2.492,0.04,0.645,1020.931,1.4622558593750004
3,RP,0.694,0.201,1.187,0.24,26.482,1.4622558593750004
0,Hit,-0.145,-1.053,0.764,0.462,359.584,1.472255859375
1,Miss,-0.273,-0.946,0.401,0.34,127.9,1.472255859375
2,FTI,-1.138,-2.389,0.114,0.638,1348.09,1.472255859375
3,RP,0.885,0.443,1.327,0.216,27.877,1.472255859375
0,Hit,0.236,-0.663,1.135,0.457,391.396,1.4822558593750008
1,Miss,-0.297,-0.957,0.364,0.334,139.642,1.4822558593750008
2,FTI,-0.994,-2.24,0.252,0.635,1503.814,1.4822558593750008
3,RP,0.94,0.516,1.363,0.207,29.333,1.4822558593750008
0,Hit,0.228,-0.689,1.145,0.466,346.579,1.4922558593750006
1,Miss,-0.322,-1.006,0.363,0.346,124.024,1.4922558593750006
2,FTI,-0.976,-2.231,0.28,0.64,1247.403,1.4922558593750006
3,RP,0.913,0.455,1.372,0.224,28.231,1.4922558593750006
0,Hit,0.068,-0.84,0.976,0.462,330.828,1.5022558593750004
1,Miss,-0.388,-1.067,0.292,0.343,118.256,1.5022558593750004
2,FTI,-1.162,-2.403,0.08,0.633,1195.035,1.5022558593750004
3,RP,0.955,0.497,1.413,0.223,27.133,1.5022558593750004
