channel,betas,pvals,tstat,time,frequency
Cz,0.06364084227092069,0.041751480936156736,2.0367073405625966,-0.45,21.76923076923077
F1,-0.030345463295276057,0.648469000420321,-0.4559278612395887,-0.45,21.76923076923077
P1,0.04232292121478684,0.10355020179734711,1.6282950994069594,-0.45,21.76923076923077
C3,0.04885072292361168,0.45798983826522466,0.7422399794911511,-0.45,21.76923076923077
Cz,0.060355503333039386,0.04987549092858312,1.961682527280008,-0.45,22.78205128205128
F1,-0.03261273423001186,0.6804487191926525,-0.41188391172415323,-0.45,22.78205128205128
P1,0.03810530077549503,0.08208235289371021,1.7392151012237567,-0.45,22.78205128205128
C3,0.06454675082186478,0.35746687237773,0.9203193820025486,-0.45,22.78205128205128
Cz,0.05350466596505567,0.08585843123923925,1.718127100031906,-0.45,23.794871794871803
F1,-0.024250990012105258,0.8029041402950166,-0.24960855500083548,-0.45,23.794871794871803
P1,0.033585032952437234,0.06915207837918436,1.8179647112331876,-0.45,23.794871794871803
C3,0.059331631035556706,0.4038161483533751,0.8349224912088049,-0.45,23.794871794871803
Cz,0.04836879436132993,0.11578931567519359,1.5730707385698985,-0.45,24.80769230769231
F1,-0.0020334346912194326,0.9859245356722799,-0.017643103605421165,-0.45,24.80769230769231
P1,0.029353138925325015,0.06807360151318567,1.825062680514684,-0.45,24.80769230769231
C3,0.04223760491600569,0.534168001931234,0.6217153364511369,-0.45,24.80769230769231
Cz,0.046416251307472074,0.10117853223422862,1.6395818566382157,-0.45,25.820512820512818
F1,0.023014288801963212,0.8569762765990028,0.1802373248207511,-0.45,25.820512820512818
P1,0.02540385565962287,0.07878343796061359,1.7582827399292222,-0.45,25.820512820512818
C3,0.02914642084659449,0.6307670426600088,0.48068814965154744,-0.45,25.820512820512818
Cz,0.045951307408209845,0.0579643850839297,1.896565685017607,-0.45,26.83333333333333
F1,0.03878270465710826,0.7670969392232636,0.29619644526597694,-0.45,26.83333333333333
P1,0.02120768079803086,0.1043259945649674,1.6246390384084726,-0.45,26.83333333333333
C3,0.026525613229240436,0.5995296698232846,0.525122998472506,-0.45,26.83333333333333
Cz,0.04408520656298828,0.02653030732929345,2.2192625236517474,-0.45,27.84615384615385
F1,0.04293114229576874,0.7290225811883517,0.3464526212216053,-0.45,27.84615384615385
P1,0.01646488617821559,0.15730079963277444,1.414499153979482,-0.45,27.84615384615385
C3,0.02789923063950656,0.48754185860917254,0.6942944793362692,-0.45,27.84615384615385
Cz,0.038912470437367286,0.016422938516691497,2.400492523689947,-0.45,28.85897435897436
F1,0.04054471392361473,0.7087149392144052,0.37361171290259254,-0.45,28.85897435897436
P1,0.011746343837115793,0.24977074052658418,1.1510898551962245,-0.45,28.85897435897436
C3,0.02422017487896443,0.44624233603431196,0.7617772029510836,-0.45,28.85897435897436
Cz,0.030809640093171744,0.021685519826611696,2.29682062025788,-0.45,29.871794871794872
F1,0.03562508840870308,0.6897016865755403,0.39929166793231696,-0.45,29.871794871794872
P1,0.008054332572889051,0.3607839086599335,0.9139873587063538,-0.45,29.871794871794872
C3,0.014322233315792268,0.5785644656937317,0.5555327208750127,-0.45,29.871794871794872
Cz,0.02192256651192686,0.049563318183571556,1.9643684077782024,-0.45,30.884615384615387
F1,0.027877955319699835,0.6933647828595417,0.39432416185717145,-0.45,30.884615384615387
P1,0.005791827200812535,0.43827436946376686,0.7751955619753264,-0.45,30.884615384615387
C3,0.004719876790252979,0.8254074142654504,0.2206113677274967,-0.45,30.884615384615387
Cz,0.014377623533003767,0.11360558902695875,1.58257309024206,-0.45,31.897435897435894
F1,0.01624748391149068,0.7685132510926319,0.2943421078604776,-0.45,31.897435897435894
